index,latitude,longitude,subzone,region,monthly_rent
12388,1.322772,103.739714,121,4,1800
12389,1.3699,103.870225,108,3,2700
12390,1.350763,103.887548,115,3,2500
12391,1.277449,103.841667,28,0,3900
12392,1.348148,103.874419,134,3,3000
12393,1.33743,103.923155,9,1,3150
12394,1.367392,103.841128,110,3,2100
12395,1.384095,103.901076,100,3,1600
12396,1.300728,103.799417,119,0,3050
12397,1.434382,103.791681,141,2,2000
12398,1.353273,103.935067,118,1,1950
12399,1.271757,103.80956,123,0,1800
12400,1.432248,103.831912,148,2,1600
12401,1.39145,103.908743,100,3,1700
12402,1.390334,103.891003,4,3,1900
12403,1.283621,103.825391,127,0,3900
12404,1.35384,103.873319,107,3,2300
12405,1.368498,103.898423,67,3,2300
12406,1.455598,103.814045,104,2,1850
12407,1.428218,103.827761,148,2,1900
12408,1.428447,103.795289,141,2,1900
12409,1.379014,103.941,92,1,2200
12410,1.44493,103.792274,85,2,2100
12411,1.379416,103.936978,92,1,2000
12412,1.343153,103.705395,61,4,3250
12413,1.366018,103.839361,110,3,2850
12414,1.319621,103.747111,121,4,3350
12415,1.350011,103.952816,117,1,1600
12416,1.401627,103.751578,143,4,2300
12417,1.340777,103.738019,149,4,3300
12418,1.361379,103.843318,82,0,3050
12419,1.322057,103.938355,10,1,3700
12420,1.371236,103.859192,26,3,1850
12421,1.290031,103.802604,84,0,2400
12422,1.328696,103.941996,8,1,1800
12423,1.438282,103.778026,142,2,2100
12424,1.339176,103.84838,17,0,2400
12425,1.359387,103.886635,77,3,2200
12426,1.331434,103.845119,128,0,2400
12427,1.436074,103.791489,85,2,2400
12428,1.306749,103.760634,35,4,2100
12429,1.440514,103.778622,142,2,2050
12430,1.450458,103.823881,0,2,2050
12431,1.346775,103.753336,20,4,1750
12432,1.380471,103.755211,122,4,1900
12433,1.3653,103.896455,67,3,2400
12434,1.29013,103.828914,24,0,2100
12435,1.334192,103.925387,8,1,2100
12436,1.430841,103.79777,141,2,4000
12437,1.443699,103.821192,102,2,1700
12438,1.43705,103.800943,140,2,3350
12439,1.432442,103.790864,141,2,2950
12440,1.33649,103.700757,61,4,2400
12441,1.373721,103.890707,58,3,2000
12442,1.365445,103.842715,110,3,2100
12443,1.306749,103.760634,35,4,4500
12444,1.374426,103.947356,90,1,3350
12445,1.337072,103.698261,61,4,3150
12446,1.363832,103.890738,77,3,1150
12447,1.434998,103.831125,148,2,2500
12448,1.312912,103.762861,33,4,2100
12449,1.344807,103.956997,111,1,2000
12450,1.395724,103.911805,97,3,2200
12451,1.331488,103.932465,8,1,2100
12452,1.428447,103.795289,141,2,2750
12453,1.307836,103.783636,41,0,2500
12454,1.352453,103.950239,117,1,1900
12455,1.348961,103.853736,13,0,2400
12456,1.372126,103.879794,58,3,3250
12457,1.371236,103.859192,26,3,1900
12458,1.376608,103.748546,68,4,3350
12459,1.306723,103.783524,41,0,1750
12460,1.302059,103.796582,119,0,3050
12461,1.343297,103.700241,61,4,1800
12462,1.386603,103.75771,106,4,3050
12463,1.289229,103.809193,1,0,1800
12464,1.328805,103.90428,66,0,2300
12465,1.422112,103.837491,147,2,3300
12466,1.288381,103.817391,99,0,3150
12467,1.282758,103.825206,127,0,2300
12468,1.376674,103.901954,57,3,1800
12469,1.325408,103.858566,6,0,2950
12470,1.378607,103.935156,92,1,3700
12471,1.336643,103.697203,61,4,4200
12472,1.381326,103.938233,92,1,2500
12473,1.377864,103.768139,59,4,2600
12474,1.427017,103.827663,148,2,1250
12475,1.32774,103.939006,8,1,3700
12476,1.30936,103.793205,53,0,3350
12477,1.380362,103.842335,144,3,2350
12478,1.357833,103.946727,117,1,3550
12479,1.278288,103.827537,65,0,2100
12480,1.367728,103.838405,110,3,3600
12481,1.328713,103.934095,8,1,2850
12482,1.365614,103.960044,91,1,3250
12483,1.392834,103.876518,45,3,2050
12484,1.374741,103.956622,91,1,2400
12485,1.338946,103.702784,61,4,2300
12486,1.346919,103.696188,151,4,2100
12487,1.336111,103.721401,116,4,2600
12488,1.392591,103.889372,4,3,2200
12489,1.352303,103.724632,54,4,2550
12490,1.338844,103.702339,61,4,2850
12491,1.441911,103.789471,85,2,3150
12492,1.351381,103.748585,20,4,2400
12493,1.445861,103.815264,102,2,2750
12494,1.335576,103.911546,62,1,3700
12495,1.367704,103.854214,31,3,4200
12496,1.338663,103.74567,130,4,2400
12497,1.300517,103.798976,119,0,2600
12498,1.372173,103.884646,58,3,1600
12499,1.369204,103.897513,67,3,3350
12500,1.431386,103.837699,88,2,2950
12501,1.365728,103.89662,67,3,1600
12502,1.320115,103.94657,10,1,2100
12503,1.449441,103.816852,102,2,2750
12504,1.363144,103.749539,55,4,2100
12505,1.309771,103.784714,49,0,2750
12506,1.299194,103.798525,119,0,1900
12507,1.447068,103.818678,102,2,2300
12508,1.346784,103.951137,117,1,2600
12509,1.327828,103.860081,6,0,2000
12510,1.341148,103.702296,61,4,3900
12511,1.352664,103.704448,138,4,2100
12512,1.377763,103.843782,144,3,3150
12513,1.350254,103.887795,115,3,2600
12514,1.346915,103.947416,117,1,2000
12515,1.444472,103.821707,102,2,2000
12516,1.357203,103.960139,117,1,1900
12517,1.331766,103.843423,128,0,2100
12518,1.377347,103.737913,95,4,1600
12519,1.335934,103.938866,9,1,2100
12520,1.307748,103.796627,53,0,2750
12521,1.349346,103.852579,13,0,3250
12522,1.389239,103.773065,43,4,1900
12523,1.389659,103.908293,100,3,2300
12524,1.305732,103.800254,37,0,1800
12525,1.27776,103.82073,125,0,3700
12526,1.349083,103.754518,21,4,1700
12527,1.436318,103.79046,85,2,1600
12528,1.432708,103.840052,88,2,1850
12529,1.336826,103.862613,96,0,2750
12530,1.352069,103.873289,107,3,3150
12531,1.381204,103.842514,144,3,3250
12532,1.41476,103.834649,147,2,2050
12533,1.437633,103.803232,140,2,1850
12534,1.339158,103.720931,116,4,2450
12535,1.336524,103.694494,151,4,4400
12536,1.339176,103.84838,17,0,2500
12537,1.337363,103.719603,116,4,2300
12538,1.379416,103.936978,92,1,2550
12539,1.391942,103.889018,4,3,3700
12540,1.432221,103.827555,148,2,3150
12541,1.305734,103.857121,112,0,2100
12542,1.356255,103.749712,51,4,1600
12543,1.446805,103.817812,102,2,2150
12544,1.378919,103.891779,58,3,2100
12545,1.321633,103.938441,10,1,1700
12546,1.348333,103.724307,54,4,1050
12547,1.332149,103.94045,8,1,2200
12548,1.345184,103.949793,117,1,4000
12549,1.331711,103.923951,8,1,1900
12550,1.322789,103.856444,6,0,850
12551,1.369813,103.882211,58,3,2200
12552,1.387288,103.893598,105,3,1800
12553,1.322354,103.936183,10,1,3100
12554,1.395825,103.898498,105,3,2050
12555,1.423214,103.833049,148,2,2000
12556,1.393906,103.896732,105,3,3800
12557,1.335537,103.698482,61,4,2200
12558,1.276559,103.819822,125,0,2100
12559,1.445129,103.79132,85,2,2950
12560,1.413906,103.838005,147,2,3100
12561,1.366599,103.846874,131,3,2300
12562,1.402468,103.907582,137,3,1900
12563,1.374058,103.854168,26,3,2100
12564,1.347732,103.944124,117,1,2300
12565,1.434356,103.79862,140,2,2600
12566,1.282172,103.842909,28,0,4700
12567,1.348758,103.759452,21,4,2000
12568,1.327915,103.942144,8,1,1600
12569,1.349622,103.946001,117,1,2100
12570,1.346076,103.851695,13,0,3200
12571,1.437573,103.796414,140,2,1700
12572,1.320528,103.934764,10,1,3350
12573,1.375097,103.837619,69,3,2100
12574,1.363832,103.890738,77,3,1750
12575,1.275357,103.807977,123,0,3150
12576,1.348658,103.731789,150,4,1900
12577,1.287458,103.832676,24,0,500
12578,1.349691,103.724362,54,4,1900
12579,1.377296,103.935564,92,1,2500
12580,1.330509,103.845004,128,0,1700
12581,1.34563,103.705038,61,4,2400
12582,1.36856,103.843235,110,3,2300
12583,1.369706,103.843516,69,3,1800
12584,1.326359,103.899753,66,0,2100
12585,1.346846,103.72523,54,4,1800
12586,1.336074,103.879854,60,0,2200
12587,1.288053,103.815277,99,0,3350
12588,1.290087,103.828,24,0,3450
12589,1.376763,103.878108,132,3,2750
12590,1.428237,103.792687,141,2,2500
12591,1.321329,103.764816,34,4,2100
12592,1.380655,103.773699,7,4,1700
12593,1.377865,103.934075,92,1,3150
12594,1.357178,103.848153,82,0,2600
12595,1.333714,103.845233,128,0,4000
12596,1.326237,103.940828,8,1,2950
12597,1.324252,103.941572,10,1,2850
12598,1.342098,103.74671,130,4,2400
12599,1.351073,103.945004,117,1,2500
12600,1.347559,103.749887,20,4,2500
12601,1.314006,103.856831,74,0,1900
12602,1.282786,103.822606,52,0,2400
12603,1.31442,103.766613,34,4,4500
12604,1.349677,103.700774,151,4,4200
12605,1.34713,103.749873,20,4,1600
12606,1.290031,103.802604,84,0,2350
12607,1.356651,103.751092,51,4,3050
12608,1.333932,103.93947,8,1,2100
12609,1.34607,103.735253,150,4,1950
12610,1.429725,103.780579,139,2,2100
12611,1.366048,103.838123,110,3,2950
12612,1.444917,103.819119,102,2,1900
12613,1.374583,103.853049,26,3,2850
12614,1.357769,103.938392,117,1,1900
12615,1.336982,103.719772,116,4,2850
12616,1.332143,103.93372,8,1,2600
12617,1.421386,103.835604,147,2,3700
12618,1.328457,103.903275,66,0,2200
12619,1.353757,103.95097,117,1,1700
12620,1.294073,103.800027,84,0,3100
12621,1.360333,103.749692,55,4,2100
12622,1.398516,103.910141,97,3,2750
12623,1.381958,103.896431,38,3,1600
12624,1.430057,103.77944,139,2,3550
12625,1.444472,103.821707,102,2,2200
12626,1.371158,103.961118,91,1,2600
12627,1.378598,103.893427,57,3,2350
12628,1.367106,103.894728,67,3,1750
12629,1.348496,103.752608,20,4,2400
12630,1.426511,103.834285,148,2,2250
12631,1.371578,103.962508,91,1,2400
12632,1.317571,103.898648,48,0,2750
12633,1.355882,103.961639,117,1,2200
12634,1.398311,103.902551,83,3,2200
12635,1.331424,103.88741,79,0,1900
12636,1.321042,103.741928,121,4,3350
12637,1.390665,103.900252,105,3,2600
12638,1.43997,103.787772,85,2,2200
12639,1.371238,103.873307,109,3,1900
12640,1.271409,103.810888,123,0,1900
12641,1.373369,103.962797,91,1,2600
12642,1.357116,103.937285,118,1,3550
12643,1.39222,103.87441,45,3,3550
12644,1.387725,103.893508,105,3,2800
12645,1.376472,103.764884,59,4,3900
12646,1.390762,103.905196,100,3,2050
12647,1.368852,103.871489,108,3,2950
12648,1.401158,103.751472,143,4,3450
12649,1.397626,103.907358,97,3,2750
12650,1.383994,103.899174,105,3,2950
12651,1.3712,103.875632,109,3,3350
12652,1.373116,103.851949,26,3,3250
12653,1.31514,103.850798,64,0,3700
12654,1.346607,103.740909,23,4,2850
12655,1.347866,103.948562,117,1,1800
12656,1.373628,103.954517,91,1,3250
12657,1.392863,103.90507,100,3,3150
12658,1.333321,103.722289,116,4,2400
12659,1.280189,103.828178,126,0,2950
12660,1.348326,103.70969,15,4,2500
12661,1.371277,103.950747,90,1,2350
12662,1.278159,103.820475,125,0,2950
12663,1.281789,103.82599,127,0,3850
12664,1.343334,103.704701,61,4,3050
12665,1.358588,103.846536,82,0,2850
12666,1.351917,103.952832,117,1,2600
12667,1.323575,103.857035,6,0,2300
12668,1.404006,103.746767,143,4,2500
12669,1.274362,103.822184,124,0,2050
12670,1.279079,103.826785,65,0,4700
12671,1.315432,103.871652,14,0,1900
12672,1.328916,103.940529,8,1,3000
12673,1.330337,103.923224,8,1,2200
12674,1.291544,103.803508,84,0,2600
12675,1.335013,103.851778,16,0,2500
12676,1.321557,103.855666,6,0,2100
12677,1.390008,103.892034,4,3,2300
12678,1.443195,103.803052,140,2,1900
12679,1.322735,103.888103,79,0,2500
12680,1.359984,103.749882,55,4,2200
12681,1.3208,103.853328,6,0,2600
12682,1.333157,103.86838,96,0,2300
12683,1.3012,103.798922,119,0,2950
12684,1.337217,103.700758,61,4,2950
12685,1.303636,103.799462,37,0,3250
12686,1.31768,103.884972,2,0,2350
12687,1.347278,103.951194,117,1,2300
12688,1.392878,103.876976,45,3,2950
12689,1.285057,103.823812,52,0,2950
12690,1.304522,103.915054,81,0,2100
12691,1.451731,103.823452,0,2,3050
12692,1.436198,103.797799,140,2,2300
12693,1.401022,103.749862,143,4,2150
12694,1.339109,103.844687,129,0,2300
12695,1.401372,103.906486,97,3,1950
12696,1.271463,103.825684,124,0,3700
12697,1.306746,103.797956,37,0,3200
12698,1.376407,103.941722,92,1,3700
12699,1.36705,103.958182,91,1,3150
12700,1.379847,103.765076,59,4,2250
12701,1.348469,103.742051,23,4,3150
12702,1.322189,103.871612,47,0,2600
12703,1.353027,103.882888,77,3,2800
12704,1.431983,103.830253,148,2,1600
12705,1.324327,103.94243,10,1,2600
12706,1.363878,103.852029,131,3,2750
12707,1.326359,103.899753,66,0,3250
12708,1.373865,103.74297,68,4,2100
12709,1.432778,103.831224,148,2,2100
12710,1.323904,103.942511,10,1,2000
12711,1.347004,103.714216,15,4,1900
12712,1.321013,103.900973,48,0,3350
12713,1.320303,103.741849,121,4,2950
12714,1.35001,103.7465,20,4,950
12715,1.339782,103.700668,61,4,2600
12716,1.376038,103.94489,90,1,2100
12717,1.36848,103.872663,108,3,1850
12718,1.401536,103.915078,137,3,3400
12719,1.362272,103.954186,117,1,2750
12720,1.37306,103.887655,58,3,2100
12721,1.366568,103.859627,31,3,3450
12722,1.355905,103.947447,117,1,2550
12723,1.342893,103.703136,61,4,2750
12724,1.321042,103.741928,121,4,3150
12725,1.375593,103.853348,26,3,2500
12726,1.355907,103.750412,51,4,2100
12727,1.335255,103.695083,151,4,2400
12728,1.373721,103.890707,58,3,2950
12729,1.379711,103.76244,59,4,2400
12730,1.375025,103.871075,109,3,2950
12731,1.333714,103.845233,128,0,3700
12732,1.330694,103.856359,72,0,3100
12733,1.346586,103.713568,15,4,2100
12734,1.350583,103.837847,135,0,2500
12735,1.31926,103.945203,10,1,2750
12736,1.341885,103.950833,111,1,3150
12737,1.353166,103.958288,117,1,2750
12738,1.328294,103.904204,66,0,2600
12739,1.39475,103.877202,45,3,1250
12740,1.346088,103.850467,13,0,2750
12741,1.293845,103.808728,80,0,3050
12742,1.385087,103.898737,105,3,2550
12743,1.397946,103.905945,97,3,2300
12744,1.400899,103.74489,143,4,3250
12745,1.349966,103.747142,20,4,3800
12746,1.376851,103.765124,59,4,2950
12747,1.375645,103.935864,92,1,2100
12748,1.321844,103.739873,121,4,2000
12749,1.349587,103.726315,54,4,1900
12750,1.444386,103.832078,103,2,950
12751,1.30859,103.888245,2,0,1800
12752,1.402736,103.902352,83,3,2600
12753,1.371512,103.838459,69,3,2400
12754,1.326655,103.886119,79,0,2900
12755,1.321416,103.767105,34,4,3350
12756,1.290732,103.803847,84,0,1700
12757,1.39346,103.888223,4,3,2050
12758,1.288746,103.828824,24,0,2300
12759,1.317824,103.880078,2,0,1950
12760,1.354098,103.725325,54,4,2300
12761,1.397356,103.896193,105,3,2400
12762,1.386899,103.894772,105,3,2950
12763,1.414541,103.833346,147,2,2950
12764,1.377985,103.766715,59,4,1700
12765,1.286235,103.842303,93,0,2500
12766,1.395787,103.906618,97,3,2450
12767,1.310045,103.769124,36,4,2500
12768,1.321478,103.940721,10,1,2100
12769,1.355159,103.954013,117,1,1900
12770,1.315438,103.849818,64,0,3350
12771,1.403855,103.745493,143,4,2600
12772,1.453567,103.816469,104,2,2400
12773,1.352026,103.879079,77,3,2750
12774,1.289309,103.829233,24,0,2750
12775,1.398752,103.910881,97,3,2400
12776,1.444053,103.817028,102,2,2800
12777,1.306164,103.857777,112,0,2950
12778,1.391349,103.888012,4,3,2450
12779,1.332627,103.928172,8,1,2550
12780,1.45124,103.819498,102,2,3550
12781,1.30936,103.793205,53,0,2950
12782,1.390952,103.891816,4,3,2100
12783,1.377506,103.840557,144,3,1800
12784,1.361667,103.747725,55,4,1450
12785,1.371186,103.85298,26,3,4100
12786,1.441223,103.797378,140,2,2300
12787,1.341532,103.70567,61,4,2850
12788,1.431085,103.840248,146,2,3700
12789,1.369312,103.854551,31,3,2100
12790,1.379007,103.940572,92,1,2500
12791,1.372032,103.857625,26,3,1700
12792,1.381545,103.895943,38,3,2100
12793,1.371036,103.870361,108,3,2350
12794,1.36848,103.872663,108,3,2100
12795,1.329655,103.887184,79,0,2600
12796,1.369872,103.858004,26,3,2300
12797,1.358778,103.946271,117,1,1900
12798,1.331434,103.845119,128,0,1850
12799,1.450357,103.825727,0,2,1950
12800,1.378092,103.88899,132,3,4200
12801,1.406049,103.89618,83,3,3800
12802,1.421335,103.837437,147,2,2400
12803,1.429443,103.841407,146,2,2600
12804,1.328713,103.934095,8,1,3250
12805,1.305732,103.800254,37,0,2300
12806,1.349183,103.757239,21,4,2000
12807,1.354018,103.952704,117,1,1800
12808,1.345895,103.847365,13,0,3500
12809,1.313738,103.871903,14,0,2800
12810,1.367787,103.89553,67,3,2150
12811,1.348457,103.873947,134,3,2600
12812,1.367549,103.836741,110,3,2500
12813,1.343908,103.706055,61,4,3350
12814,1.433989,103.77749,142,2,2850
12815,1.34642,103.853593,13,0,2200
12816,1.347537,103.734033,150,4,2300
12817,1.376711,103.841168,69,3,2100
12818,1.307307,103.88939,2,0,2000
12819,1.381135,103.896831,38,3,2200
12820,1.375919,103.766192,59,4,2400
12821,1.352258,103.955227,117,1,2300
12822,1.302059,103.796582,119,0,2500
12823,1.339805,103.846281,129,0,3250
12824,1.413318,103.834144,147,2,2300
12825,1.346246,103.954277,111,1,1950
12826,1.386982,103.773788,43,4,2000
12827,1.374637,103.774664,7,4,2300
12828,1.287151,103.811833,1,0,2700
12829,1.36941,103.84606,5,3,3800
12830,1.421627,103.839705,147,2,1900
12831,1.39002,103.879574,45,3,3150
12832,1.403686,103.751205,143,4,3150
12833,1.367487,103.849652,131,3,1800
12834,1.286869,103.819436,99,0,4400
12835,1.38432,103.768866,43,4,1600
12836,1.379844,103.763409,59,4,2250
12837,1.287808,103.832781,24,0,3700
12838,1.394479,103.875558,45,3,2200
12839,1.444216,103.774027,87,2,2750
12840,1.306953,103.861244,74,0,3150
12841,1.373717,103.83561,69,3,1800
12842,1.350853,103.88633,115,3,2500
12843,1.423733,103.846082,146,2,2800
12844,1.304025,103.913501,81,0,3150
12845,1.449229,103.817376,102,2,2400
12846,1.328234,103.861138,6,0,3800
12847,1.302649,103.912185,81,0,2100
12848,1.33312,103.866911,96,0,3700
12849,1.378903,103.88683,132,3,1900
12850,1.326533,103.886634,79,0,1700
12851,1.345095,103.708033,15,4,2300
12852,1.283621,103.825391,127,0,3250
12853,1.436266,103.802943,140,2,2300
12854,1.34122,103.845493,129,0,2200
12855,1.431607,103.789609,141,2,4000
12856,1.290214,103.822357,52,0,2150
12857,1.368993,103.852761,31,3,4000
12858,1.439984,103.801293,140,2,2000
12859,1.383339,103.894522,38,3,2600
12860,1.280312,103.828822,126,0,3050
12861,1.348106,103.852375,13,0,4200
12862,1.390548,103.876909,45,3,2200
12863,1.325024,103.854232,6,0,2200
12864,1.373092,103.775566,7,4,3450
12865,1.350292,103.75909,21,4,2400
12866,1.342591,103.739199,149,4,1900
12867,1.307836,103.783636,41,0,3700
12868,1.333566,103.856982,72,0,1900
12869,1.381833,103.893909,38,3,2300
12870,1.357073,103.944913,117,1,4050
12871,1.322994,103.90445,48,0,1900
12872,1.37447,103.96258,91,1,3350
12873,1.342632,103.742134,149,4,2350
12874,1.362388,103.749167,55,4,2600
12875,1.449758,103.819449,102,2,3250
12876,1.36596,103.888646,73,3,2100
12877,1.325828,103.900581,66,0,2100
12878,1.354765,103.750885,51,4,1900
12879,1.41971,103.833448,71,2,2500
12880,1.389659,103.908293,100,3,2400
12881,1.346592,103.692474,151,4,2200
12882,1.328273,103.903594,66,0,2300
12883,1.335934,103.938866,9,1,2850
12884,1.395501,103.91406,97,3,2100
12885,1.320533,103.866795,12,0,1900
12886,1.402551,103.903557,83,3,2300
12887,1.289023,103.816276,99,0,4400
12888,1.345134,103.70206,61,4,1950
12889,1.357472,103.747949,55,4,2600
12890,1.366339,103.887775,73,3,2100
12891,1.303912,103.90974,81,0,1950
12892,1.332845,103.857829,72,0,2800
12893,1.355949,103.869581,108,3,2100
12894,1.387262,103.893008,105,3,2100
12895,1.443699,103.821192,102,2,2850
12896,1.347004,103.714216,15,4,3000
12897,1.341283,103.844605,129,0,1900
12898,1.293615,103.803743,84,0,2200
12899,1.363832,103.890738,77,3,2100
12900,1.441004,103.807223,140,2,2100
12901,1.347004,103.714216,15,4,1700
12902,1.450399,103.818681,102,2,3550
12903,1.384309,103.897629,105,3,3450
12904,1.360312,103.954664,117,1,3550
12905,1.401387,103.906081,97,3,2500
12906,1.34152,103.698797,61,4,2200
12907,1.363534,103.750673,55,4,3550
12908,1.349175,103.72724,54,4,2850
12909,1.399204,103.906741,97,3,2400
12910,1.404291,103.898319,83,3,3450
12911,1.323527,103.936424,10,1,1900
12912,1.312958,103.850159,64,0,2400
12913,1.379801,103.940919,92,1,3150
12914,1.279427,103.826087,65,0,4400
12915,1.280958,103.80944,40,0,2850
12916,1.342275,103.84805,129,0,2350
12917,1.430269,103.840067,146,2,2200
12918,1.343622,103.705666,61,4,2600
12919,1.339564,103.848586,17,0,2500
12920,1.378569,103.738476,95,4,2100
12921,1.318142,103.931863,46,1,2300
12922,1.274897,103.808695,123,0,2750
12923,1.303787,103.800385,37,0,1950
12924,1.365029,103.845301,131,3,2550
12925,1.303912,103.90974,81,0,2200
12926,1.373165,103.857412,26,3,2100
12927,1.284595,103.846221,27,0,3800
12928,1.339035,103.696461,61,4,2850
12929,1.309152,103.882243,2,0,2950
12930,1.286546,103.830824,126,0,2950
12931,1.346672,103.749383,20,4,1900
12932,1.40353,103.908463,137,3,3250
12933,1.370578,103.857855,26,3,1850
12934,1.387856,103.894681,105,3,2000
12935,1.421036,103.846334,146,2,2100
12936,1.282909,103.824868,127,0,3450
12937,1.318349,103.856061,12,0,2400
12938,1.368227,103.964204,91,1,2300
12939,1.388405,103.891302,4,3,2200
12940,1.3348,103.854155,16,0,2400
12941,1.398778,103.902911,83,3,2000
12942,1.29319,103.811253,80,0,3900
12943,1.362388,103.857881,31,3,3350
12944,1.392466,103.747907,30,4,1900
12945,1.305423,103.799675,37,0,2000
12946,1.286974,103.839076,93,0,1650
12947,1.307267,103.761108,35,4,2250
12948,1.353475,103.873392,107,3,2600
12949,1.331766,103.843423,128,0,2100
12950,1.379323,103.904191,67,3,2600
12951,1.403861,103.909541,137,3,2750
12952,1.373401,103.849073,26,3,1700
12953,1.347793,103.719591,54,4,2300
12954,1.395416,103.906912,97,3,4100
12955,1.392023,103.905897,100,3,1900
12956,1.350934,103.727173,54,4,1900
12957,1.390952,103.891816,4,3,2400
12958,1.377461,103.891273,58,3,2750
12959,1.335985,103.723866,116,4,1950
12960,1.432104,103.796491,141,2,1900
12961,1.331766,103.843423,128,0,2400
12962,1.31949,103.767338,34,4,2850
12963,1.340631,103.844305,129,0,1750
12964,1.357981,103.95455,117,1,4200
12965,1.33472,103.867928,96,0,1800
12966,1.27706,103.820762,125,0,2750
12967,1.321844,103.739873,121,4,2850
12968,1.402099,103.747897,143,4,3150
12969,1.36808,103.898545,67,3,3050
12970,1.304223,103.911164,81,0,2600
12971,1.324276,103.903205,48,0,2100
12972,1.352447,103.958288,117,1,4200
12973,1.441333,103.806136,140,2,2950
12974,1.357206,103.870831,108,3,3050
12975,1.445091,103.818075,102,2,2100
12976,1.397018,103.897535,105,3,2200
12977,1.371787,103.855854,26,3,2000
12978,1.345411,103.85208,13,0,3050
12979,1.316901,103.765311,34,4,2600
12980,1.456425,103.815858,104,2,2600
12981,1.35048,103.838771,135,0,3550
12982,1.351556,103.703627,138,4,2100
12983,1.396829,103.901187,105,3,2100
12984,1.351068,103.873397,107,3,3150
12985,1.386593,103.765407,101,4,1950
12986,1.346747,103.758439,21,4,3350
12987,1.371908,103.897013,57,3,4200
12988,1.351718,103.951963,117,1,1800
12989,1.341748,103.704794,61,4,3450
12990,1.340499,103.720198,116,4,2500
12991,1.35959,103.951591,117,1,2300
12992,1.307435,103.854714,75,0,2400
12993,1.323884,103.867865,47,0,2600
12994,1.404421,103.907861,137,3,1950
12995,1.303609,103.763359,35,4,2850
12996,1.348358,103.730092,150,4,2450
12997,1.335299,103.724713,116,4,1250
12998,1.277837,103.830815,65,0,2100
12999,1.330745,103.845601,128,0,2500
13000,1.340708,103.744702,130,4,2750
13001,1.350599,103.868515,107,3,2800
13002,1.304451,103.909649,81,0,1900
13003,1.286827,103.828659,126,0,3900
13004,1.426204,103.847273,146,2,2500
13005,1.378014,103.769205,59,4,2750
13006,1.4156,103.842414,78,2,2850
13007,1.359005,103.847007,82,0,2550
13008,1.336427,103.856608,94,0,2200
13009,1.354406,103.751306,51,4,2500
13010,1.403184,103.751873,143,4,2600
13011,1.433485,103.80118,140,2,2950
13012,1.336124,103.69829,61,4,2100
13013,1.373842,103.89583,57,3,1900
13014,1.370252,103.886158,58,3,1900
13015,1.273942,103.808817,123,0,2100
13016,1.440617,103.796647,140,2,1900
13017,1.432392,103.785065,139,2,1700
13018,1.428376,103.834113,148,2,2200
13019,1.350301,103.722314,54,4,2100
13020,1.366018,103.839361,110,3,2200
13021,1.346405,103.710777,15,4,2050
13022,1.380362,103.842335,144,3,3350
13023,1.390586,103.891617,4,3,2750
13024,1.339176,103.84838,17,0,3250
13025,1.380769,103.842378,144,3,2000
13026,1.343811,103.954503,111,1,3150
13027,1.428218,103.827761,148,2,1600
13028,1.323856,103.887585,79,0,2750
13029,1.35747,103.948218,117,1,2850
13030,1.338968,103.69795,61,4,2300
13031,1.373651,103.857022,26,3,3450
13032,1.391839,103.887996,4,3,3550
13033,1.341127,103.738101,149,4,1800
13034,1.339798,103.702944,61,4,2700
13035,1.350447,103.744472,23,4,1650
13036,1.347278,103.951194,117,1,4050
13037,1.378184,103.735127,95,4,2000
13038,1.428614,103.794718,141,2,2500
13039,1.391942,103.889018,4,3,4000
13040,1.374869,103.874127,109,3,2450
13041,1.37786,103.892021,58,3,2100
13042,1.400243,103.91708,137,3,1600
13043,1.312912,103.762861,33,4,2300
13044,1.350766,103.743856,23,4,3900
13045,1.431746,103.838296,88,2,1600
13046,1.276632,103.820897,125,0,2300
13047,1.367266,103.871071,108,3,1450
13048,1.394283,103.905325,100,3,2400
13049,1.348961,103.853736,13,0,2600
13050,1.365354,103.752433,50,4,2050
13051,1.333321,103.722289,116,4,2600
13052,1.371535,103.884223,58,3,2850
13053,1.3744,103.848936,26,3,1800
13054,1.353494,103.867046,107,3,2400
13055,1.369409,103.950709,90,1,2400
13056,1.327979,103.925805,70,1,1900
13057,1.43124,103.836784,88,2,1450
13058,1.430269,103.840067,146,2,3050
13059,1.311103,103.765863,33,4,2850
13060,1.388416,103.773264,43,4,2950
13061,1.36856,103.843235,110,3,2100
13062,1.307434,103.801144,37,0,2950
13063,1.381186,103.938982,92,1,2600
13064,1.427737,103.845686,146,2,2200
13065,1.383505,103.743079,29,4,2100
13066,1.376374,103.767324,59,4,2300
13067,1.379395,103.843764,144,3,2200
13068,1.387957,103.905852,100,3,1900
13069,1.350599,103.868515,107,3,2600
13070,1.399513,103.909753,97,3,2150
13071,1.350329,103.720912,54,4,2100
13072,1.3548,103.869534,107,3,3350
13073,1.394299,103.875111,45,3,1950
13074,1.355187,103.836338,135,0,2200
13075,1.440961,103.804727,140,2,3800
13076,1.338851,103.700455,61,4,2950
13077,1.331197,103.886977,79,0,1950
13078,1.323143,103.903449,48,0,4000
13079,1.393394,103.876645,45,3,1900
13080,1.345386,103.746045,23,4,2100
13081,1.436494,103.793973,85,2,1850
13082,1.338284,103.858468,94,0,1850
13083,1.349622,103.946001,117,1,2250
13084,1.387862,103.890705,4,3,1700
13085,1.327234,103.922217,70,1,2250
13086,1.333571,103.845724,128,0,3450
