index,num_shopping_mall_500m,nearest_shopping_mall_dist
8060,0,862.26
8061,0,827.48
8062,1,258.02
8063,1,277.66
8064,1,359.01
8065,1,378.24
8066,2,340.49
8067,0,1381.89
8068,0,537.58
8069,0,1077.89
8070,0,599.22
8071,2,273.87
8072,0,907.23
8073,0,613.55
8074,4,161.53
8075,0,1038.03
8076,0,1445.12
8077,0,748.17
8078,0,688.58
8079,0,679.14
8080,0,806.82
8081,0,619.41
8082,0,1267.26
8083,1,394.98
8084,0,715.38
8085,0,1264.79
8086,1,253.64
8087,1,140.38
8088,0,560.76
8089,1,242.16
8090,3,297.27
8091,1,414.95
8092,0,742.49
8093,2,358.64
8094,0,1003.41
8095,2,355.97
8096,1,194.05
8097,1,497.58
8098,1,390.15
8099,1,438.35
8100,0,911.69
8101,0,742.14
8102,0,872.17
8103,1,434.88
8104,0,691.35
8105,1,476.25
8106,0,1336.71
8107,0,1471.15
8108,0,804.97
8109,1,378.23
8110,1,495.0
8111,1,426.58
8112,1,365.73
8113,0,513.88
8114,0,1202.67
8115,0,789.61
8116,1,418.2
8117,0,968.93
8118,1,418.46
8119,1,391.23
8120,2,371.9
8121,2,376.06
8122,0,506.91
8123,0,598.14
8124,0,1252.65
8125,0,1986.0
8126,0,879.89
8127,1,364.67
8128,1,101.97
8129,0,1136.17
8130,0,1019.08
8131,0,898.67
8132,0,508.07
8133,0,1046.46
8134,0,1042.85
8135,0,681.59
8136,0,1010.58
8137,0,507.17
8138,0,642.36
8139,1,295.47
8140,0,1668.44
8141,1,402.69
8142,0,1096.45
8143,0,658.95
8144,0,841.33
8145,0,502.84
8146,0,1196.01
8147,2,222.68
8148,0,937.62
8149,0,508.34
8150,0,1111.29
8151,0,993.89
8152,1,344.29
8153,0,767.43
8154,0,753.6
8155,0,516.57
8156,0,1004.84
8157,0,798.85
8158,0,523.81
8159,1,117.41
8160,1,237.06
8161,0,608.1
8162,2,402.45
8163,0,1794.27
8164,0,1747.51
8165,0,573.34
8166,1,384.97
8167,1,374.81
8168,0,1084.76
8169,0,870.8
8170,0,890.26
8171,0,1032.44
8172,0,547.3
8173,1,405.58
8174,1,441.18
8175,0,1092.54
8176,0,826.9
8177,0,575.28
8178,0,765.25
8179,0,901.54
8180,0,615.71
8181,1,262.42
8182,0,843.61
8183,1,483.74
8184,1,407.69
8185,0,1264.83
8186,0,1226.28
8187,0,933.28
8188,3,298.63
8189,0,996.57
8190,1,459.55
8191,1,479.36
8192,1,491.54
8193,1,256.94
8194,1,336.7
8195,1,447.29
8196,0,566.67
8197,0,648.28
8198,1,406.47
8199,0,953.87
8200,1,241.31
8201,0,731.45
8202,0,956.02
8203,1,254.49
8204,0,648.28
8205,0,1301.71
8206,0,763.69
8207,1,385.45
8208,1,309.77
8209,2,304.69
8210,1,484.62
8211,0,578.49
8212,1,468.3
8213,0,524.94
8214,2,379.11
8215,0,547.17
8216,0,539.51
8217,0,527.62
8218,0,581.79
8219,0,725.08
8220,1,319.9
8221,0,952.15
8222,1,488.47
8223,1,447.21
8224,0,632.27
8225,1,419.02
8226,0,692.49
8227,0,542.03
8228,0,693.65
8229,1,389.38
8230,1,483.79
8231,0,744.63
8232,0,762.88
8233,0,1117.03
8234,3,353.18
8235,0,1762.42
8236,1,475.24
8237,0,2183.32
8238,0,507.43
8239,1,393.86
8240,1,326.72
8241,0,616.57
8242,0,935.43
8243,0,1142.15
8244,2,315.36
8245,1,298.12
8246,0,879.65
8247,0,601.89
8248,1,365.76
8249,0,1145.94
8250,0,1070.35
8251,0,975.65
8252,1,255.55
8253,0,818.69
8254,2,291.87
8255,1,306.6
8256,0,600.6
8257,1,437.24
8258,0,773.28
8259,0,736.36
8260,0,668.61
8261,1,456.6
8262,0,1913.49
8263,0,1351.96
8264,1,460.6
8265,1,415.21
8266,1,428.95
8267,1,345.4
8268,0,1193.68
8269,0,542.73
8270,0,1564.13
8271,0,755.28
8272,1,367.09
8273,1,383.53
8274,0,1006.45
8275,0,1118.05
8276,0,943.28
8277,1,384.32
8278,1,319.92
8279,1,467.45
8280,0,632.87
8281,1,479.1
8282,0,526.56
8283,0,917.35
8284,0,1147.17
8285,0,1151.21
8286,0,1458.03
8287,0,555.68
8288,0,695.48
8289,0,879.82
8290,0,752.98
8291,0,1247.25
8292,0,1003.45
8293,0,578.63
8294,0,1812.85
8295,0,825.05
8296,0,523.72
8297,1,353.0
8298,0,1229.69
8299,0,1049.45
8300,0,786.49
8301,1,194.07
8302,0,976.15
8303,0,1257.92
8304,0,1088.39
8305,1,419.02
8306,1,306.79
8307,0,1155.83
8308,0,1127.76
8309,2,353.58
8310,0,1362.22
8311,0,837.08
8312,0,682.01
8313,0,1452.07
8314,1,338.87
8315,0,891.08
8316,0,1461.53
8317,1,236.0
8318,0,1185.22
8319,0,1087.88
8320,0,953.87
8321,0,778.41
8322,0,806.24
8323,0,608.1
8324,0,1666.51
8325,0,601.82
8326,1,466.15
8327,0,893.01
8328,0,787.69
8329,1,428.69
8330,0,766.89
8331,1,424.63
8332,0,708.46
8333,0,1314.58
8334,0,691.1
8335,0,901.04
8336,0,639.2
8337,0,979.78
8338,0,639.64
8339,1,208.16
8340,0,1183.77
8341,0,548.35
8342,0,868.59
8343,0,679.5
8344,0,1024.49
8345,0,2018.46
8346,3,170.43
8347,0,1833.37
8348,1,488.38
8349,1,55.85
8350,0,834.52
8351,0,942.41
8352,0,892.41
8353,1,184.03
8354,2,491.72
8355,0,577.57
8356,0,554.38
8357,0,1046.15
8358,0,594.62
8359,0,1639.9
8360,1,391.76
8361,2,166.99
8362,0,686.32
8363,1,316.04
8364,0,805.7
8365,0,529.5
8366,1,194.92
8367,1,435.8
8368,0,634.92
8369,0,934.25
8370,0,666.49
8371,2,228.67
8372,1,241.82
8373,0,676.85
8374,0,934.25
8375,0,524.29
8376,0,761.0
8377,0,557.03
8378,1,491.18
8379,0,514.84
8380,0,732.04
8381,0,1121.08
8382,0,561.5
8383,0,524.05
8384,0,1509.29
8385,0,955.16
8386,0,759.84
8387,0,545.34
8388,0,541.57
8389,0,506.45
8390,1,268.78
8391,0,579.74
8392,0,724.35
8393,0,1196.26
8394,0,586.57
8395,1,453.85
8396,0,663.52
8397,0,1400.42
8398,0,750.22
8399,0,1394.17
8400,0,668.61
8401,0,1342.96
8402,0,676.78
8403,0,801.49
8404,1,239.04
8405,1,358.29
8406,0,1072.33
8407,1,394.62
8408,0,1118.43
8409,0,1042.46
8410,0,981.91
8411,1,426.7
8412,0,1131.79
8413,0,613.28
8414,0,568.79
8415,0,1538.48
8416,1,444.44
8417,1,398.47
8418,0,1484.48
8419,1,389.13
8420,3,334.35
8421,1,387.44
8422,1,285.42
8423,1,358.42
8424,2,343.67
8425,1,316.7
8426,3,241.85
8427,0,520.62
8428,0,649.3
8429,0,966.1
8430,0,540.38
8431,1,301.42
8432,0,508.34
8433,1,354.22
8434,1,315.44
8435,0,572.22
8436,2,436.25
8437,2,195.87
8438,1,364.67
8439,1,426.89
8440,1,488.07
8441,0,995.13
8442,0,1076.4
8443,0,700.03
8444,1,342.26
8445,1,491.47
8446,0,1307.63
8447,1,351.3
8448,0,767.43
8449,0,835.43
8450,0,1157.56
8451,1,239.16
8452,1,432.1
8453,1,194.07
8454,1,497.97
8455,1,484.13
8456,0,862.34
8457,0,689.29
8458,0,834.11
8459,1,484.62
8460,0,606.53
8461,0,871.91
8462,0,565.82
8463,0,693.64
8464,0,1097.84
8465,0,776.32
8466,0,1351.65
8467,1,269.28
8468,0,811.46
8469,1,441.48
8470,0,1055.65
8471,1,459.71
8472,0,525.51
8473,0,952.15
8474,0,1060.28
8475,0,716.84
8476,1,188.53
8477,1,316.01
8478,1,225.93
8479,0,649.12
8480,1,107.42
8481,1,126.3
8482,1,320.29
8483,2,325.7
8484,0,678.92
8485,0,1248.12
8486,0,903.44
8487,0,887.13
8488,0,934.33
8489,1,417.5
8490,0,606.37
8491,0,1297.57
8492,0,1106.03
8493,1,160.75
8494,0,708.46
8495,1,236.0
8496,0,734.54
8497,0,1115.38
8498,0,578.02
8499,1,498.27
8500,1,469.29
8501,0,563.29
8502,0,534.54
8503,1,384.32
8504,0,1123.91
8505,0,1093.57
8506,1,454.08
8507,0,1664.54
8508,1,490.82
8509,3,413.48
8510,0,537.3
8511,1,408.52
8512,2,436.25
8513,0,1288.32
8514,0,1155.22
8515,0,710.42
8516,0,923.44
8517,0,628.78
8518,0,931.51
8519,0,1353.49
8520,1,270.67
8521,0,529.98
8522,1,439.87
8523,0,1629.44
8524,0,1157.23
8525,1,188.53
8526,0,812.59
8527,1,131.19
8528,0,1667.1
8529,0,1119.41
8530,0,939.19
8531,0,537.67
8532,1,365.47
8533,0,664.6
8534,0,660.35
8535,2,356.77
8536,0,559.08
8537,2,467.73
8538,1,451.31
8539,0,615.71
8540,0,760.49
8541,1,281.66
8542,0,1325.46
8543,0,598.27
8544,1,475.84
8545,0,1162.53
8546,0,537.31
8547,2,302.52
8548,1,284.26
8549,1,378.48
8550,0,583.63
8551,0,669.86
8552,1,475.24
8553,0,1419.08
8554,0,1026.91
8555,0,551.05
8556,1,241.66
8557,0,760.55
8558,0,1685.71
8559,1,409.58
8560,0,1109.4
8561,1,237.51
8562,0,1526.28
8563,0,513.92
8564,0,1307.63
8565,0,1202.67
8566,0,701.9
8567,0,988.28
8568,1,337.49
8569,1,297.8
8570,0,805.85
8571,0,633.62
8572,3,107.75
8573,3,356.41
8574,0,886.17
8575,0,735.42
8576,0,1123.91
8577,0,1247.25
8578,0,1015.61
8579,0,1083.3
8580,0,598.65
8581,1,211.98
8582,1,174.47
8583,0,651.89
8584,1,321.86
8585,1,475.26
8586,0,1183.7
8587,1,425.44
8588,1,259.17
8589,0,644.97
8590,0,1053.99
8591,1,416.14
8592,0,621.5
8593,0,662.05
8594,1,435.81
8595,3,369.39
8596,0,1009.46
8597,0,1026.91
8598,0,1844.96
8599,0,1613.42
8600,0,601.37
8601,0,2008.73
8602,1,469.8
8603,0,914.44
8604,0,743.92
8605,0,818.53
8606,0,937.62
8607,0,808.36
8608,2,452.1
8609,3,156.88
8610,1,394.36
8611,0,713.27
8612,0,615.46
8613,1,297.75
8614,0,573.34
8615,0,654.07
8616,0,801.7
8617,0,564.87
8618,1,209.92
8619,3,293.26
8620,1,439.49
8621,0,1209.93
8622,0,1471.15
8623,0,907.23
8624,0,580.47
8625,0,955.83
8626,0,524.05
8627,0,759.75
8628,0,2302.0
8629,1,391.76
8630,0,643.46
8631,0,1112.57
8632,0,1132.47
8633,1,170.51
8634,0,591.18
8635,1,232.57
8636,0,789.61
8637,1,324.21
8638,0,1008.71
8639,6,146.08
8640,0,527.6
8641,0,553.35
8642,2,404.62
8643,0,1300.77
8644,1,243.51
8645,0,644.61
8646,1,404.3
8647,1,457.1
8648,1,144.07
8649,1,394.14
8650,1,399.72
8651,0,510.38
8652,0,691.0
8653,0,630.43
8654,0,1361.29
8655,0,907.23
8656,0,2022.34
8657,1,243.3
8658,1,162.45
8659,1,271.88
8660,1,272.42
8661,1,379.62
8662,0,812.95
8663,0,661.38
8664,0,501.12
8665,1,260.65
8666,0,1053.54
8667,0,989.74
8668,0,610.19
8669,0,564.87
8670,1,297.28
8671,0,509.13
8672,0,705.5
8673,0,976.49
8674,1,445.04
8675,1,365.73
8676,1,442.95
8677,0,874.28
8678,0,549.11
8679,0,579.3
8680,0,1154.76
8681,1,455.57
8682,0,878.22
8683,0,878.97
8684,1,219.26
8685,0,1423.43
8686,0,1247.25
8687,0,834.93
8688,1,499.49
8689,0,1087.88
8690,0,773.04
8691,1,368.43
8692,0,524.43
8693,0,833.47
8694,0,695.14
8695,0,504.41
8696,1,143.07
8697,1,183.48
8698,1,422.07
8699,0,835.43
8700,1,290.23
8701,1,396.51
8702,1,382.79
8703,2,354.95
8704,1,496.1
8705,2,364.32
8706,1,263.27
8707,1,211.98
8708,0,693.65
8709,0,646.88
8710,0,1100.08
8711,0,569.15
8712,0,589.68
8713,1,154.37
8714,0,580.64
8715,1,265.51
8716,1,131.41
8717,0,833.0
8718,0,864.29
8719,1,80.32
8720,1,289.34
8721,0,795.59
8722,0,1070.35
8723,2,300.21
8724,0,752.96
8725,1,498.94
8726,0,620.22
8727,0,746.97
8728,1,153.64
8729,0,1141.75
8730,0,777.55
8731,1,466.67
8732,0,1073.35
8733,0,875.64
8734,0,881.32
8735,1,441.48
8736,0,912.02
8737,0,672.02
8738,0,619.83
8739,1,251.07
8740,0,618.17
8741,2,266.0
8742,0,1461.53
8743,0,502.43
8744,1,164.1
8745,1,240.78
8746,0,876.85
8747,1,133.27
8748,0,960.57
8749,1,456.6
8750,6,146.08
8751,0,1026.79
8752,0,553.26
8753,1,236.0
8754,1,480.19
8755,0,668.61
8756,0,937.76
8757,0,700.03
8758,0,974.26
8759,0,1325.46
8760,0,808.89
8761,2,469.96
8762,1,466.1
8763,0,631.01
8764,1,466.67
8765,1,267.42
8766,0,853.72
8767,0,606.01
8768,1,486.35
8769,1,425.86
8770,2,181.26
8771,0,590.31
8772,2,413.92
8773,0,763.31
8774,3,256.51
8775,1,148.2
8776,0,780.72
8777,0,962.81
8778,0,721.6
8779,1,304.83
8780,3,334.35
8781,0,974.45
8782,0,701.08
8783,0,892.14
8784,1,388.22
8785,1,346.8
8786,1,207.94
8787,2,469.96
8788,0,583.75
8789,2,412.59
8790,0,841.58
8791,0,858.56
8792,0,539.97
8793,0,616.57
8794,0,934.73
8795,0,1106.43
8796,1,489.59
8797,0,550.86
8798,0,777.55
8799,1,499.86
8800,0,547.17
8801,0,1359.5
8802,0,1198.7
8803,2,424.49
8804,0,930.17
8805,0,871.06
8806,0,1432.34
8807,0,616.58
8808,0,1014.09
8809,2,435.66
8810,1,394.83
8811,0,1454.18
8812,0,724.04
8813,0,744.62
8814,3,185.44
8815,1,284.83
8816,0,943.28
8817,1,130.21
8818,2,300.21
8819,0,1076.9
8820,0,554.66
8821,0,680.61
8822,0,768.33
8823,0,658.95
8824,0,768.05
8825,1,370.56
8826,1,327.09
8827,0,1276.19
8828,1,427.89
8829,0,1362.22
8830,0,695.14
8831,0,559.08
8832,4,226.05
8833,0,613.79
8834,0,592.71
8835,0,721.6
8836,0,757.66
8837,0,935.43
8838,2,284.1
8839,1,485.9
8840,2,402.29
8841,0,724.41
8842,2,256.85
8843,0,872.72
8844,0,1651.92
8845,1,128.96
8846,1,177.14
8847,0,1050.03
8848,0,1509.8
8849,0,850.06
8850,0,509.7
8851,0,643.31
8852,0,777.51
8853,0,512.2
8854,1,237.6
8855,1,245.03
8856,1,353.64
8857,0,1509.29
8858,0,906.36
8859,1,174.47
8860,0,1651.92
8861,1,241.82
8862,1,399.97
8863,0,1311.35
8864,2,220.02
8865,0,1139.32
8866,0,1417.77
8867,1,341.67
8868,0,832.82
8869,0,1810.47
8870,1,446.28
8871,0,1127.43
8872,0,718.33
8873,1,331.03
8874,0,518.78
8875,0,570.83
8876,1,184.04
8877,1,360.27
8878,0,1354.97
8879,1,464.96
8880,1,227.44
8881,0,761.11
8882,1,214.22
8883,1,406.41
8884,0,1652.39
8885,0,1033.89
8886,0,1411.92
8887,0,558.74
8888,1,326.68
8889,0,631.79
8890,1,456.6
8891,0,973.36
8892,2,269.16
8893,0,1052.36
8894,0,924.24
8895,1,274.91
8896,0,729.49
8897,2,437.41
8898,1,267.7
8899,0,863.69
8900,0,586.8
8901,0,500.95
8902,0,934.38
8903,0,1169.49
8904,0,974.26
8905,0,785.87
8906,0,855.86
8907,1,465.95
8908,0,1288.48
8909,2,353.58
8910,0,1187.21
8911,0,1044.1
8912,0,867.64
8913,0,862.28
8914,2,266.26
8915,0,1088.39
8916,0,638.52
8917,1,475.51
8918,0,1212.06
8919,1,177.15
8920,0,611.35
8921,2,373.89
8922,0,616.19
8923,1,318.13
8924,0,625.25
8925,1,323.19
8926,0,1367.39
8927,1,210.56
8928,0,720.42
8929,1,302.48
8930,3,131.97
8931,1,406.19
8932,1,389.38
8933,0,915.67
8934,0,642.62
8935,1,153.64
8936,1,140.38
8937,0,530.45
8938,3,163.81
8939,1,442.95
8940,1,177.15
8941,0,1108.27
8942,1,448.52
8943,0,1167.1
8944,0,1016.45
8945,0,1331.9
8946,0,757.66
8947,0,517.81
8948,0,1097.29
8949,1,387.79
8950,0,604.97
8951,1,391.89
8952,0,744.21
8953,0,675.55
8954,0,516.57
8955,0,537.31
8956,1,329.78
8957,2,400.06
8958,0,924.97
8959,0,921.49
8960,0,731.22
8961,0,1347.57
8962,0,990.22
8963,1,226.98
8964,0,673.95
8965,2,356.77
8966,1,376.69
8967,0,502.09
8968,1,333.15
8969,0,1416.49
8970,0,1432.34
8971,0,973.42
8972,0,541.04
8973,0,1079.64
8974,0,1297.57
8975,0,605.74
8976,0,654.86
8977,1,203.49
8978,3,156.88
8979,0,712.78
8980,0,970.73
8981,0,1025.29
8982,1,297.8
8983,2,214.89
8984,1,469.93
8985,1,372.01
8986,0,1073.0
8987,0,601.37
8988,0,1794.27
8989,0,828.16
8990,0,1781.86
8991,0,1002.65
8992,1,325.73
8993,0,738.43
8994,0,1229.69
8995,1,191.12
8996,1,210.86
8997,0,666.08
8998,0,800.55
8999,1,439.01
9000,1,322.22
9001,0,627.89
9002,0,1737.34
9003,1,426.8
9004,2,273.87
9005,0,1253.64
9006,4,119.46
9007,0,1226.71
9008,1,290.12
9009,0,597.58
9010,0,997.66
9011,1,336.38
9012,0,519.67
9013,1,397.98
9014,0,568.79
9015,1,489.92
9016,0,710.67
9017,0,739.73
9018,0,1166.23
9019,1,386.08
9020,0,746.05
9021,0,1196.01
9022,1,373.97
9023,0,855.25
9024,0,1508.05
9025,0,1355.17
9026,0,863.7
9027,3,236.33
9028,0,1164.84
9029,1,402.36
9030,1,456.09
9031,0,995.13
9032,0,1419.08
9033,1,161.63
9034,0,1060.48
9035,1,407.0
9036,0,713.13
9037,1,189.39
9038,0,669.23
9039,1,421.31
9040,0,587.65
9041,1,366.92
9042,0,869.9
9043,0,624.66
9044,0,771.08
9045,1,255.23
9046,0,766.64
9047,0,879.82
9048,0,1354.97
9049,1,433.33
9050,3,131.97
9051,3,298.63
9052,1,304.07
9053,1,275.72
9054,0,615.46
9055,1,229.74
9056,1,421.44
9057,1,265.51
9058,0,1439.97
9059,1,329.75
9060,1,435.95
9061,0,1118.7
9062,0,1162.53
9063,3,163.81
9064,1,192.86
9065,1,424.28
9066,0,788.72
9067,0,738.89
9068,0,1172.98
9069,0,839.08
9070,2,294.15
9071,0,1202.67
9072,0,727.61
9073,1,432.49
9074,0,746.43
9075,1,462.97
9076,0,973.48
9077,0,693.04
9078,2,347.26
9079,1,271.79
9080,0,737.26
9081,0,853.72
9082,1,469.8
9083,0,846.61
9084,0,903.44
9085,1,81.77
9086,0,590.76
9087,0,939.19
9088,1,256.94
9089,0,806.22
9090,0,1196.77
9091,0,1049.45
9092,0,557.61
9093,0,514.41
9094,1,119.58
9095,1,432.2
9096,0,596.65
9097,0,506.34
9098,0,743.86
9099,2,286.09
9100,1,341.77
9101,1,387.44
9102,0,788.94
9103,0,1162.25
9104,1,455.57
9105,0,500.3
9106,1,304.83
9107,0,1504.78
9108,1,490.82
9109,1,247.64
9110,1,229.21
9111,2,273.68
9112,1,497.58
9113,1,483.87
9114,0,912.6
9115,0,754.15
9116,0,811.42
9117,0,1515.27
9118,2,277.05
9119,0,651.23
9120,0,645.86
9121,0,661.62
9122,0,548.67
9123,3,194.3
9124,0,907.23
9125,0,536.87
9126,0,569.32
9127,1,272.68
9128,0,1253.75
9129,0,562.94
9130,0,1069.46
9131,1,403.82
9132,0,823.0
9133,2,325.7
9134,0,547.35
9135,2,350.49
9136,0,1016.45
9137,1,230.55
9138,0,1651.92
9139,0,1037.61
9140,0,1111.41
9141,0,1324.74
9142,1,243.3
9143,0,1267.31
9144,0,773.0
9145,0,545.61
9146,1,315.47
9147,0,753.64
9148,0,947.88
9149,0,863.69
9150,0,1840.98
9151,0,752.85
9152,1,134.05
9153,1,400.81
9154,0,882.34
9155,0,1933.77
9156,0,1437.99
9157,0,1757.32
9158,0,712.55
9159,0,1458.72
9160,0,871.91
9161,1,467.49
9162,0,1164.6
9163,0,534.95
9164,0,892.41
9165,2,344.07
9166,0,580.19
9167,1,297.12
9168,0,619.41
9169,0,834.69
9170,0,1520.26
9171,1,461.82
9172,1,281.87
9173,2,296.2
9174,2,379.09
9175,1,371.44
9176,0,1093.57
9177,0,645.97
9178,1,422.42
9179,0,994.66
9180,1,357.83
9181,0,1399.97
9182,3,156.88
9183,0,1038.58
9184,0,634.5
9185,0,1073.35
9186,0,691.26
9187,0,562.94
9188,0,853.85
9189,0,685.18
9190,1,171.36
9191,0,856.77
9192,0,596.24
9193,0,911.69
9194,0,816.15
9195,1,393.0
9196,1,172.53
9197,0,1065.17
9198,1,277.09
9199,0,855.96
9200,2,376.06
9201,0,911.63
9202,1,316.32
9203,0,1260.7
9204,2,340.25
9205,0,559.42
9206,0,671.5
9207,0,768.6
9208,0,791.68
9209,1,187.96
9210,0,509.58
9211,1,79.39
9212,1,243.3
9213,0,613.79
9214,0,754.89
9215,0,669.72
9216,7,202.14
9217,0,675.55
9218,0,1004.07
9219,1,209.63
9220,2,325.77
9221,0,576.0
9222,0,1124.73
9223,0,1580.23
9224,0,881.25
9225,0,1411.92
9226,0,1986.0
9227,1,428.77
9228,0,1581.87
9229,1,467.07
9230,1,314.43
9231,0,811.42
9232,0,520.55
9233,0,748.46
9234,0,625.8
9235,0,818.69
9236,1,490.2
9237,0,523.57
9238,0,822.54
9239,0,578.39
9240,0,1049.45
9241,0,768.86
9242,0,994.66
9243,1,389.71
9244,2,241.58
9245,0,769.79
9246,1,265.48
9247,1,420.84
9248,1,493.58
9249,1,361.98
9250,1,252.47
9251,0,575.45
9252,1,303.28
9253,0,762.88
9254,1,277.21
9255,1,447.21
9256,1,334.34
9257,0,551.05
9258,0,882.68
9259,1,357.07
9260,0,1833.37
9261,0,535.97
9262,1,171.36
9263,0,939.54
9264,2,357.01
9265,0,1616.18
9266,0,1942.79
9267,0,1139.32
9268,1,276.67
9269,0,1992.55
9270,0,1668.44
9271,0,759.89
9272,1,483.78
9273,1,335.94
9274,0,823.84
9275,1,422.73
9276,0,852.33
9277,0,1526.28
9278,0,769.94
9279,0,914.16
9280,0,963.74
9281,0,666.49
9282,0,1212.06
9283,1,306.79
9284,0,627.25
9285,2,359.26
9286,0,798.89
9287,0,864.09
9288,0,941.77
9289,1,206.6
9290,0,861.13
9291,0,761.66
9292,0,597.86
9293,1,201.84
9294,0,516.26
9295,1,292.03
9296,2,310.58
9297,0,1202.84
9298,0,880.19
9299,1,137.09
9300,1,197.5
9301,1,454.69
9302,0,1226.18
9303,1,79.39
9304,1,142.03
9305,1,236.07
9306,0,1381.89
9307,0,698.12
9308,0,611.35
9309,1,101.97
9310,0,563.29
9311,1,408.11
9312,1,364.33
9313,1,415.85
9314,0,1167.1
9315,0,834.69
9316,1,281.96
9317,0,529.09
9318,0,1266.92
9319,4,275.82
9320,0,779.08
9321,1,238.14
9322,2,190.34
9323,0,639.39
9324,1,433.57
9325,0,643.46
9326,0,903.44
9327,0,973.56
9328,2,315.81
9329,1,179.13
9330,0,1385.66
9331,3,194.3
9332,0,677.36
9333,0,982.71
9334,0,724.14
9335,1,403.1
9336,1,187.0
9337,1,100.8
9338,0,528.67
9339,1,316.98
9340,0,685.82
9341,1,363.94
9342,1,272.89
9343,0,580.64
9344,0,649.12
9345,0,974.45
9346,0,651.23
9347,0,1619.17
9348,0,824.65
9349,2,105.38
9350,0,742.4
9351,0,882.45
9352,2,195.87
9353,1,409.22
9354,1,380.15
9355,0,792.64
9356,3,376.95
9357,2,444.22
9358,2,270.96
9359,0,969.25
9360,0,644.24
9361,1,177.78
9362,2,248.79
9363,0,1436.78
9364,0,989.9
9365,0,923.66
9366,0,534.95
9367,0,646.88
9368,0,531.34
9369,1,381.48
9370,0,1076.9
9371,0,686.32
9372,0,759.76
9373,0,589.42
9374,2,365.12
9375,0,995.11
9376,0,1026.57
9377,2,426.41
9378,0,1118.67
9379,1,388.22
9380,0,741.04
9381,0,1718.04
9382,0,886.54
9383,0,1087.88
9384,2,119.41
9385,1,473.2
9386,1,142.32
9387,0,919.02
9388,1,171.48
9389,0,600.15
9390,0,873.6
9391,0,1997.99
9392,0,1088.95
9393,0,1038.3
9394,3,176.95
9395,3,200.9
9396,1,329.84
9397,0,801.92
9398,2,280.86
9399,0,634.5
9400,0,746.69
9401,0,862.92
9402,1,422.15
9403,0,939.54
9404,0,632.2
9405,2,293.99
9406,0,789.0
9407,0,2138.93
9408,1,393.1
9409,2,465.18
9410,0,632.23
9411,0,697.17
9412,1,467.16
9413,1,435.94
9414,0,1013.3
9415,0,958.42
9416,1,429.84
9417,1,354.28
9418,0,838.12
9419,0,876.62
9420,1,286.94
9421,0,606.97
9422,0,514.84
9423,0,559.91
9424,1,489.59
9425,0,525.72
9426,1,435.8
9427,0,1436.78
9428,0,1253.1
9429,1,415.82
9430,0,635.46
9431,0,645.63
9432,1,471.95
9433,0,551.05
9434,1,398.47
9435,0,1067.65
9436,0,500.66
9437,0,675.37
9438,0,781.15
9439,1,490.64
9440,1,417.04
9441,1,449.18
9442,2,300.21
9443,0,727.61
9444,1,435.99
9445,0,535.97
9446,0,907.27
9447,0,926.68
9448,1,211.51
9449,0,1075.3
9450,0,1184.88
9451,1,282.28
9452,0,1083.21
9453,0,717.44
9454,0,873.2
9455,1,416.39
9456,0,780.59
9457,0,720.93
9458,3,329.72
9459,2,302.52
9460,0,1160.48
9461,1,196.67
9462,0,688.58
9463,0,531.15
9464,0,999.21
9465,1,365.18
9466,0,693.2
9467,0,1139.32
9468,1,442.87
9469,1,96.38
9470,1,379.04
9471,3,236.33
9472,0,577.11
9473,0,920.41
9474,0,818.57
9475,1,185.66
9476,2,304.69
9477,1,363.38
9478,1,218.31
9479,0,563.29
9480,1,157.89
9481,0,951.57
9482,1,299.87
9483,3,314.83
9484,1,199.96
9485,0,752.85
9486,2,344.69
9487,2,356.74
9488,1,320.29
9489,0,1067.65
9490,0,801.83
9491,0,823.68
9492,2,358.64
9493,0,930.53
9494,0,1076.11
9495,1,355.06
9496,1,358.29
9497,0,1197.54
9498,1,203.85
9499,0,1668.09
9500,0,661.65
9501,0,1069.54
9502,2,318.03
9503,0,699.84
9504,0,678.04
9505,1,206.27
9506,0,625.05
9507,0,629.42
9508,0,867.5
9509,0,632.56
9510,0,612.4
9511,0,907.27
9512,0,934.25
9513,0,1419.11
9514,1,420.44
9515,0,1088.95
9516,0,855.26
9517,0,1013.3
9518,0,1043.44
9519,0,526.57
9520,1,402.58
9521,0,687.31
9522,2,379.11
9523,0,668.98
9524,0,1151.65
9525,0,1155.32
9526,2,344.42
9527,7,202.14
9528,0,715.36
9529,0,829.71
9530,0,553.12
9531,0,1520.76
9532,0,799.79
9533,1,435.81
9534,0,1427.76
9535,0,1795.76
9536,0,825.25
9537,0,1141.88
9538,0,1347.57
9539,0,998.86
9540,0,535.37
9541,1,320.69
9542,0,639.2
9543,0,766.75
9544,0,705.07
9545,0,762.07
9546,0,777.43
9547,1,256.31
9548,1,358.42
9549,0,622.96
9550,0,608.81
9551,0,1097.84
9552,1,478.55
9553,0,1006.45
9554,1,437.84
9555,1,439.49
9556,1,454.37
9557,0,816.77
9558,2,329.04
9559,1,360.74
9560,1,404.0
9561,1,239.32
9562,1,302.48
9563,0,966.28
9564,0,1066.19
9565,1,333.95
9566,0,868.5
9567,0,520.55
9568,0,695.14
9569,2,361.54
9570,1,467.22
9571,0,742.72
9572,0,826.9
9573,0,1546.59
9574,0,1111.53
9575,0,1075.03
9576,1,188.53
9577,0,1400.09
9578,0,1613.42
