index,rent_approval_date,town,block,flat_type,flat_model
1620,6,2466.2982514021774,714,4,2612.0313047541176
1621,26,2398.090586145648,755,5,2636.2110523221636
1622,26,2640.890550645819,557,4,2612.0313047541176
1623,24,2638.489122639254,245,4,2612.0313047541176
1624,4,2638.489122639254,165,4,2612.0313047541176
1625,20,2904.1139240506327,112,5,2636.2110523221636
1626,0,2438.2272228320526,30,3,2636.2110523221636
1627,17,2398.090586145648,701,3,2369.9654622741764
1628,14,2398.090586145648,739,3,2369.9654622741764
1629,6,2516.6805151641047,54,2,2444.223985890653
1630,20,2686.857476635514,708,4,2612.0313047541176
1631,25,2540.491009681881,356,5,2709.678997846937
1632,25,2640.890550645819,185,3,2636.2110523221636
1633,0,2638.489122639254,106,5,2636.2110523221636
1634,28,2446.109123434705,241,4,2369.9654622741764
1635,21,2516.6805151641047,209,4,2636.2110523221636
1636,25,2502.5743977326406,296,5,2709.678997846937
1637,22,2638.489122639254,450,5,2636.2110523221636
1638,7,2540.491009681881,468,6,2709.678997846937
1639,30,2904.1139240506327,20,5,2636.2110523221636
1640,11,2665.5555555555557,662,4,2709.678997846937
1641,0,2665.5555555555557,646,5,2709.678997846937
1642,17,2595.1461988304095,306,3,2369.9654622741764
1643,6,2640.890550645819,210,3,2636.2110523221636
1644,4,2622.233325006245,201,5,2636.2110523221636
1645,26,2540.491009681881,588,6,2878.7259615384614
1646,21,2840.4328578455484,170,3,2636.2110523221636
1647,17,2904.1139240506327,129,3,2636.2110523221636
1648,27,2867.0494084899096,408,5,2636.2110523221636
1649,4,2665.5555555555557,130,4,2709.678997846937
1650,9,2840.4328578455484,170,3,2636.2110523221636
1651,21,2516.6805151641047,37,4,2612.0313047541176
1652,5,2665.537634408602,65,3,2636.2110523221636
1653,19,3153.6585365853657,53,4,2636.2110523221636
1654,15,2904.1139240506327,102,4,2444.223985890653
1655,11,2640.890550645819,662,5,2636.2110523221636
1656,24,2665.5555555555557,302,4,2709.678997846937
1657,6,2416.7000572409847,174,3,2636.2110523221636
1658,10,2640.890550645819,677,5,2709.678997846937
1659,9,2640.890550645819,932,5,2636.2110523221636
1660,28,2622.233325006245,212,4,2709.678997846937
1661,21,2398.090586145648,427,4,2464.689063616869
1662,22,2686.857476635514,463,6,2878.7259615384614
1663,24,2867.0494084899096,313,4,2369.9654622741764
1664,1,2503.2528856243443,678,3,2464.689063616869
1665,6,2840.4328578455484,19,3,2636.2110523221636
1666,20,2646.8089788732395,426,3,2369.9654622741764
1667,15,2493.746110765401,165,5,2636.2110523221636
1668,6,2840.4328578455484,17,4,2612.0313047541176
1669,28,2398.090586145648,932,5,2636.2110523221636
1670,10,2516.6805151641047,125,3,2636.2110523221636
1671,25,2638.489122639254,159,5,2636.2110523221636
1672,13,2502.5743977326406,627,5,2636.2110523221636
1673,15,2622.233325006245,289,3,2709.678997846937
1674,24,2665.5555555555557,293,5,2709.678997846937
1675,0,2665.5555555555557,135,5,2709.678997846937
1676,24,2516.6805151641047,102,3,2612.0313047541176
1677,27,2840.4328578455484,183,5,2636.2110523221636
1678,29,2665.537634408602,96,3,2369.9654622741764
1679,0,2638.489122639254,910,4,2612.0313047541176
1680,23,2640.890550645819,485,3,2612.0313047541176
1681,27,2640.890550645819,221,5,2444.223985890653
1682,5,2646.8089788732395,325,3,2369.9654622741764
1683,22,2446.109123434705,289,4,2612.0313047541176
1684,10,2640.890550645819,275,5,2636.2110523221636
1685,30,2446.109123434705,240,3,2369.9654622741764
1686,18,2438.2272228320526,18,3,2636.2110523221636
1687,21,2638.489122639254,237,3,2612.0313047541176
1688,1,2466.2982514021774,898,5,2636.2110523221636
1689,5,2466.2982514021774,310,4,2612.0313047541176
1690,30,2398.090586145648,603,5,2636.2110523221636
1691,16,2595.1461988304095,253,3,2612.0313047541176
1692,1,2640.890550645819,693,4,2709.678997846937
1693,0,2638.489122639254,410,3,2636.2110523221636
1694,26,2904.1139240506327,26,3,2444.223985890653
1695,28,2502.5743977326406,472,4,2612.0313047541176
1696,8,2438.2272228320526,133,4,2369.9654622741764
1697,30,2502.5743977326406,26,3,2369.9654622741764
1698,4,2493.746110765401,115,4,2612.0313047541176
1699,5,2502.5743977326406,551,5,2636.2110523221636
1700,29,2493.746110765401,448,5,2636.2110523221636
1701,13,2686.857476635514,528,2,2612.0313047541176
1702,23,2646.150885296382,227,4,2369.9654622741764
1703,7,2416.7000572409847,353,5,2636.2110523221636
1704,5,2904.1139240506327,40,3,2444.223985890653
1705,22,2398.090586145648,210,3,2369.9654622741764
1706,29,2484.2657342657344,2,4,2612.0313047541176
1707,22,2398.090586145648,799,4,2464.689063616869
1708,30,2867.0494084899096,221,4,2612.0313047541176
1709,8,2840.4328578455484,11,3,2636.2110523221636
1710,26,2503.2528856243443,166,4,2612.0313047541176
1711,19,2446.109123434705,106,4,2612.0313047541176
1712,14,2540.491009681881,501,5,2636.2110523221636
1713,29,2622.233325006245,201,5,2636.2110523221636
1714,5,2646.150885296382,236,4,2464.689063616869
1715,6,2484.2657342657344,109,3,2636.2110523221636
1716,23,2904.1139240506327,130,3,2636.2110523221636
1717,4,2686.857476635514,634,5,2636.2110523221636
1718,23,2484.2657342657344,122,4,2369.9654622741764
1719,14,2638.489122639254,145,4,2612.0313047541176
1720,30,2493.746110765401,185,4,2709.678997846937
1721,10,2640.890550645819,623,5,2636.2110523221636
1722,14,2867.0494084899096,313,4,2369.9654622741764
1723,28,2686.857476635514,132,6,2878.7259615384614
1724,10,2398.090586145648,629,4,2612.0313047541176
1725,13,2503.2528856243443,568,5,2636.2110523221636
1726,28,2503.2528856243443,571,4,2612.0313047541176
1727,14,2686.857476635514,204,6,2878.7259615384614
1728,9,2640.890550645819,987,4,2709.678997846937
1729,29,2646.8089788732395,701,3,2369.9654622741764
1730,12,2416.7000572409847,560,3,2369.9654622741764
1731,1,2622.233325006245,120,6,2709.678997846937
1732,22,2446.109123434705,136,3,2369.9654622741764
1733,26,2646.8089788732395,442,3,2369.9654622741764
1734,25,2502.5743977326406,605,6,2878.7259615384614
1735,14,2867.0494084899096,304,4,2369.9654622741764
1736,22,2416.7000572409847,422,3,2369.9654622741764
1737,30,2595.1461988304095,303,3,2369.9654622741764
1738,5,2438.2272228320526,507,4,2369.9654622741764
1739,20,2904.1139240506327,32,2,2444.223985890653
1740,8,2840.4328578455484,170,3,2636.2110523221636
1741,1,2398.090586145648,128,3,2612.0313047541176
1742,4,2438.2272228320526,113,2,2636.2110523221636
1743,1,2466.2982514021774,327,4,2464.689063616869
1744,8,2665.5555555555557,201,5,2636.2110523221636
1745,13,2446.109123434705,256,3,2369.9654622741764
1746,18,2466.2982514021774,527,4,2709.678997846937
1747,3,2503.2528856243443,619,3,2636.2110523221636
1748,9,2646.150885296382,105,3,2636.2110523221636
1749,6,2503.2528856243443,920,4,2612.0313047541176
1750,10,2622.233325006245,131,4,2439.140271493213
1751,1,2638.489122639254,520,4,3150.4043126684637
1752,20,2665.5555555555557,299,5,2709.678997846937
1753,23,2640.890550645819,199,5,2444.223985890653
1754,5,2398.090586145648,841,4,2612.0313047541176
1755,9,2686.857476635514,240,6,2878.7259615384614
1756,9,2398.090586145648,653,4,2612.0313047541176
1757,9,2484.2657342657344,25,5,3343.877551020408
1758,14,2595.1461988304095,211,3,2369.9654622741764
1759,10,2638.489122639254,164,3,2612.0313047541176
1760,19,2622.233325006245,122,5,2636.2110523221636
1761,11,2646.150885296382,530,4,2612.0313047541176
1762,16,2416.7000572409847,700,4,2612.0313047541176
1763,22,2466.2982514021774,110,4,2369.9654622741764
1764,12,2686.857476635514,555,5,2636.2110523221636
1765,12,2416.7000572409847,504,3,2369.9654622741764
1766,3,2686.857476635514,235,6,2878.7259615384614
1767,18,2398.090586145648,764,4,2612.0313047541176
1768,17,2416.7000572409847,506,3,2369.9654622741764
1769,9,2840.4328578455484,131,5,2612.0313047541176
1770,18,2646.150885296382,210,3,2464.689063616869
1771,12,2438.2272228320526,122,6,3343.877551020408
1772,22,2665.5555555555557,184,5,2709.678997846937
1773,29,2640.890550645819,339,4,2612.0313047541176
1774,12,2646.8089788732395,425,5,2636.2110523221636
1775,5,2638.489122639254,265,3,2612.0313047541176
1776,25,2640.890550645819,919,5,2636.2110523221636
1777,20,2646.8089788732395,376,3,2369.9654622741764
1778,6,2622.233325006245,301,5,2636.2110523221636
1779,10,2840.4328578455484,40,3,2636.2110523221636
1780,26,2493.746110765401,148,4,2612.0313047541176
1781,20,2638.489122639254,490,4,2612.0313047541176
1782,15,2585.947712418301,63,4,2636.2110523221636
1783,29,2438.2272228320526,102,5,2636.2110523221636
1784,13,2416.7000572409847,635,3,2369.9654622741764
1785,20,2438.2272228320526,19,5,2444.223985890653
1786,8,2665.5555555555557,306,4,2709.678997846937
1787,4,2416.7000572409847,471,3,2369.9654622741764
1788,28,2398.090586145648,626,5,2636.2110523221636
1789,13,2416.7000572409847,570,3,2369.9654622741764
1790,15,2646.8089788732395,333,4,2369.9654622741764
1791,16,2640.890550645819,273,5,2636.2110523221636
1792,30,2446.109123434705,448,3,2612.0313047541176
1793,29,2665.537634408602,16,4,2612.0313047541176
1794,12,2622.233325006245,113,5,2636.2110523221636
1795,0,2686.857476635514,746,5,2636.2110523221636
1796,25,2398.090586145648,710,3,2369.9654622741764
1797,23,2503.2528856243443,984,4,2439.140271493213
1798,19,2904.1139240506327,129,3,2636.2110523221636
1799,12,2585.947712418301,14,5,2444.223985890653
1800,7,2665.537634408602,8,4,2709.678997846937
1801,20,2640.890550645819,210,3,2636.2110523221636
1802,1,2622.233325006245,134,5,2636.2110523221636
1803,13,2438.2272228320526,534,2,2636.2110523221636
1804,26,2904.1139240506327,126,4,2612.0313047541176
1805,20,2638.489122639254,702,4,2612.0313047541176
1806,16,2503.2528856243443,132,6,2978.033472803347
1807,20,2438.2272228320526,37,3,2636.2110523221636
1808,11,2438.2272228320526,112,5,2444.223985890653
1809,7,2416.7000572409847,109,3,2369.9654622741764
1810,11,2416.7000572409847,209,4,2369.9654622741764
1811,19,2640.890550645819,652,5,2636.2110523221636
1812,23,2503.2528856243443,950,5,2636.2110523221636
1813,18,2638.489122639254,899,4,2612.0313047541176
1814,7,2640.890550645819,450,4,2612.0313047541176
1815,30,2640.890550645819,197,4,2612.0313047541176
1816,7,2665.537634408602,95,4,2636.2110523221636
1817,21,2540.491009681881,359,5,2709.678997846937
1818,10,2502.5743977326406,689,5,2636.2110523221636
1819,27,2502.5743977326406,803,4,2612.0313047541176
1820,13,2867.0494084899096,209,4,2612.0313047541176
1821,7,2466.2982514021774,22,3,2369.9654622741764
1822,27,2638.489122639254,130,4,2464.689063616869
1823,1,2622.233325006245,443,3,2612.0313047541176
1824,12,2516.6805151641047,109,3,2636.2110523221636
1825,24,2503.2528856243443,567,5,2636.2110523221636
1826,27,2503.2528856243443,420,4,2612.0313047541176
1827,18,2466.2982514021774,841,5,2612.0313047541176
1828,29,2502.5743977326406,613,5,2612.0313047541176
1829,12,2516.6805151641047,141,4,2612.0313047541176
1830,5,2622.233325006245,303,4,2439.140271493213
1831,19,2640.890550645819,322,4,2612.0313047541176
1832,10,2622.233325006245,157,5,2709.678997846937
1833,25,2438.2272228320526,427,4,2369.9654622741764
1834,6,2398.090586145648,731,3,2369.9654622741764
1835,12,2416.7000572409847,540,3,2369.9654622741764
1836,3,2622.233325006245,403,4,2709.678997846937
1837,22,2638.489122639254,869,3,2612.0313047541176
1838,7,2438.2272228320526,60,5,2444.223985890653
1839,3,2904.1139240506327,28,2,2444.223985890653
1840,1,2466.2982514021774,683,5,2709.678997846937
1841,13,2622.233325006245,472,3,2612.0313047541176
1842,20,2640.890550645819,626,6,2878.7259615384614
1843,15,2646.8089788732395,462,4,2612.0313047541176
1844,1,2640.890550645819,650,4,2612.0313047541176
1845,14,2646.8089788732395,105,3,2369.9654622741764
1846,8,2646.8089788732395,729,3,2369.9654622741764
1847,7,2398.090586145648,602,4,2464.689063616869
1848,4,2398.090586145648,137,3,2369.9654622741764
1849,25,2446.109123434705,260,3,2612.0313047541176
1850,23,2904.1139240506327,107,3,2444.223985890653
1851,14,2503.2528856243443,837,5,2636.2110523221636
1852,16,2622.233325006245,299,5,2709.678997846937
1853,9,2640.890550645819,830,6,2878.7259615384614
1854,18,2638.489122639254,487,4,2612.0313047541176
1855,3,2502.5743977326406,669,4,2709.678997846937
1856,0,2646.8089788732395,704,3,2369.9654622741764
1857,27,2466.2982514021774,672,5,2636.2110523221636
1858,18,2595.1461988304095,207,3,2369.9654622741764
1859,17,2640.890550645819,211,3,2636.2110523221636
1860,15,2622.233325006245,296,5,2636.2110523221636
1861,18,2686.857476635514,119,4,2612.0313047541176
1862,0,2638.489122639254,232,4,2369.9654622741764
1863,6,2638.489122639254,150,5,2636.2110523221636
1864,3,2516.6805151641047,122,4,2612.0313047541176
1865,15,2640.890550645819,209,3,2636.2110523221636
1866,17,2438.2272228320526,121,4,2369.9654622741764
1867,6,2840.4328578455484,10,4,2636.2110523221636
1868,3,2840.4328578455484,59,5,2636.2110523221636
1869,30,2646.150885296382,218,4,2369.9654622741764
1870,4,2493.746110765401,124,6,2878.7259615384614
1871,24,2446.109123434705,106,4,2612.0313047541176
1872,16,2438.2272228320526,772,4,2709.678997846937
1873,15,2398.090586145648,263,3,2464.689063616869
1874,1,2416.7000572409847,103,3,2369.9654622741764
1875,5,2640.890550645819,272,4,2709.678997846937
1876,8,2840.4328578455484,26,3,2444.223985890653
1877,7,2516.6805151641047,10,4,2612.0313047541176
1878,26,2503.2528856243443,913,5,2636.2110523221636
1879,3,2416.7000572409847,575,4,2369.9654622741764
1880,27,2466.2982514021774,681,4,2709.678997846937
1881,19,2646.8089788732395,704,3,2369.9654622741764
1882,7,2665.5555555555557,160,4,2709.678997846937
1883,27,2665.537634408602,49,4,2636.2110523221636
1884,6,2622.233325006245,201,5,2636.2110523221636
1885,25,2438.2272228320526,19,3,2636.2110523221636
1886,6,2484.2657342657344,53,6,2978.033472803347
1887,0,2502.5743977326406,525,6,2878.7259615384614
1888,23,2640.890550645819,467,5,2636.2110523221636
1889,13,2438.2272228320526,202,3,2369.9654622741764
1890,15,2516.6805151641047,94,3,2444.223985890653
1891,5,2438.2272228320526,532,3,2369.9654622741764
1892,6,2665.537634408602,72,3,2636.2110523221636
1893,29,2665.5555555555557,648,5,2709.678997846937
1894,0,2646.150885296382,223,3,2369.9654622741764
1895,19,2840.4328578455484,95,3,2444.223985890653
1896,6,2493.746110765401,636,4,2612.0313047541176
1897,1,2516.6805151641047,38,3,2636.2110523221636
1898,9,2398.090586145648,123,3,2369.9654622741764
1899,30,2904.1139240506327,75,4,2612.0313047541176
1900,25,2503.2528856243443,953,4,2612.0313047541176
1901,13,2503.2528856243443,695,3,2612.0313047541176
1902,3,2622.233325006245,117,6,2878.7259615384614
1903,12,2665.537634408602,816,5,2636.2110523221636
1904,3,2646.8089788732395,303,3,2369.9654622741764
1905,23,2484.2657342657344,102,3,2369.9654622741764
1906,17,2867.0494084899096,128,5,2636.2110523221636
1907,15,2502.5743977326406,808,4,2612.0313047541176
1908,9,2416.7000572409847,503,3,2369.9654622741764
1909,14,2665.5555555555557,138,4,2709.678997846937
1910,11,2416.7000572409847,432,3,2369.9654622741764
1911,7,2502.5743977326406,212,4,2612.0313047541176
1912,12,2446.109123434705,288,4,2439.140271493213
1913,30,2493.746110765401,238,5,2636.2110523221636
1914,8,2665.5555555555557,202,5,2636.2110523221636
1915,3,2665.5555555555557,166,5,2709.678997846937
1916,6,2446.109123434705,251,4,2369.9654622741764
1917,24,2446.109123434705,215,3,2369.9654622741764
1918,23,2622.233325006245,286,5,2709.678997846937
1919,11,2466.2982514021774,360,6,2878.7259615384614
1920,28,2398.090586145648,766,4,2464.689063616869
1921,0,2446.109123434705,247,4,2612.0313047541176
1922,20,2503.2528856243443,928,5,2636.2110523221636
1923,16,2904.1139240506327,23,4,2636.2110523221636
1924,10,2416.7000572409847,313,3,2369.9654622741764
1925,1,2638.489122639254,515,5,3150.4043126684637
1926,30,2640.890550645819,749,4,2612.0313047541176
1927,1,2638.489122639254,518,5,3150.4043126684637
1928,12,2840.4328578455484,28,4,2612.0313047541176
1929,7,2398.090586145648,107,3,2369.9654622741764
1930,22,2638.489122639254,524,2,2612.0313047541176
1931,4,2398.090586145648,394,4,2612.0313047541176
1932,24,2665.537634408602,124,3,2464.689063616869
1933,23,2540.491009681881,413,5,2636.2110523221636
1934,10,2416.7000572409847,602,3,2369.9654622741764
1935,19,2502.5743977326406,202,4,2612.0313047541176
1936,3,2466.2982514021774,650,6,2978.033472803347
1937,25,2867.0494084899096,271,4,2612.0313047541176
1938,4,2665.537634408602,17,4,2636.2110523221636
1939,15,2622.233325006245,309,5,2709.678997846937
1940,0,2466.2982514021774,528,4,2709.678997846937
1941,1,2585.947712418301,57,3,2636.2110523221636
1942,1,2466.2982514021774,681,4,2709.678997846937
1943,17,2438.2272228320526,406,5,2636.2110523221636
1944,25,2595.1461988304095,233,3,2369.9654622741764
1945,13,2503.2528856243443,980,5,2636.2110523221636
1946,8,2665.537634408602,11,3,2636.2110523221636
1947,5,2927.6785714285716,19,3,2464.689063616869
1948,22,2904.1139240506327,28,4,3343.877551020408
1949,5,2398.090586145648,644,5,2636.2110523221636
1950,6,2622.233325006245,215,4,2709.678997846937
1951,29,2516.6805151641047,124,3,2636.2110523221636
1952,26,2904.1139240506327,73,5,2636.2110523221636
1953,6,2398.090586145648,757,4,2464.689063616869
1954,1,2446.109123434705,211,4,2612.0313047541176
1955,1,2484.2657342657344,93,3,2444.223985890653
1956,3,2540.491009681881,504,6,2878.7259615384614
1957,9,2484.2657342657344,30,4,2612.0313047541176
1958,21,2622.233325006245,297,4,2709.678997846937
1959,1,2503.2528856243443,684,3,2464.689063616869
1960,8,2484.2657342657344,63,3,2612.0313047541176
1961,22,2665.5555555555557,110,5,2636.2110523221636
1962,19,2622.233325006245,153,4,2612.0313047541176
1963,5,2867.0494084899096,108,4,2464.689063616869
1964,14,2686.857476635514,777,4,2612.0313047541176
1965,10,2665.5555555555557,102,5,2636.2110523221636
1966,11,2665.5555555555557,110,5,2636.2110523221636
1967,11,2438.2272228320526,706,4,2369.9654622741764
1968,11,2665.537634408602,16,3,2636.2110523221636
1969,1,2646.8089788732395,426,3,2369.9654622741764
1970,0,2840.4328578455484,26,3,2444.223985890653
1971,21,2466.2982514021774,718,4,2612.0313047541176
1972,7,2867.0494084899096,158,5,2636.2110523221636
1973,3,2646.150885296382,219,3,2369.9654622741764
1974,25,2686.857476635514,631,4,2612.0313047541176
1975,17,2585.947712418301,67,3,2636.2110523221636
1976,21,2466.2982514021774,17,3,2636.2110523221636
1977,7,2646.8089788732395,371,3,2369.9654622741764
1978,26,2446.109123434705,201,4,2612.0313047541176
1979,7,2686.857476635514,566,5,2636.2110523221636
1980,6,2646.150885296382,307,4,2369.9654622741764
1981,11,2438.2272228320526,529,3,2369.9654622741764
1982,30,2686.857476635514,573,4,2612.0313047541176
1983,15,2622.233325006245,450,3,2612.0313047541176
1984,16,2516.6805151641047,38,3,2636.2110523221636
1985,24,2466.2982514021774,329,4,2464.689063616869
1986,16,2540.491009681881,130,2,2612.0313047541176
1987,29,2904.1139240506327,70,4,2612.0313047541176
1988,10,2493.746110765401,623,5,2636.2110523221636
1989,21,2416.7000572409847,503,3,2369.9654622741764
1990,5,2416.7000572409847,345,3,2369.9654622741764
1991,30,2493.746110765401,654,6,2709.678997846937
1992,3,2595.1461988304095,307,5,2612.0313047541176
1993,6,2595.1461988304095,102,3,2369.9654622741764
1994,16,2638.489122639254,202,3,2612.0313047541176
1995,26,2516.6805151641047,116,3,2636.2110523221636
1996,11,2640.890550645819,659,5,2636.2110523221636
1997,1,2503.2528856243443,126,3,2369.9654622741764
1998,17,2484.2657342657344,34,3,2369.9654622741764
1999,29,2638.489122639254,156,4,2612.0313047541176
2000,6,2503.2528856243443,235,6,2978.033472803347
2001,15,2516.6805151641047,37,4,2612.0313047541176
2002,27,2640.890550645819,728,5,2636.2110523221636
2003,14,2622.233325006245,246,5,2636.2110523221636
2004,29,2466.2982514021774,512,4,2709.678997846937
2005,8,2904.1139240506327,56,4,2612.0313047541176
2006,14,2840.4328578455484,27,5,2444.223985890653
2007,16,2646.8089788732395,307,3,2369.9654622741764
2008,10,2416.7000572409847,346,3,2369.9654622741764
2009,10,2622.233325006245,326,5,2709.678997846937
2010,19,2867.0494084899096,403,3,2464.689063616869
2011,3,2503.2528856243443,544,4,2612.0313047541176
2012,19,2416.7000572409847,445,3,2369.9654622741764
2013,19,2665.537634408602,116,4,2612.0313047541176
2014,21,2502.5743977326406,657,5,2709.678997846937
2015,30,2638.489122639254,230,6,2878.7259615384614
2016,5,2484.2657342657344,344,4,2464.689063616869
2017,21,2595.1461988304095,321,3,2612.0313047541176
2018,25,2585.947712418301,58,3,2636.2110523221636
2019,19,2493.746110765401,481,5,2709.678997846937
2020,18,2638.489122639254,935,4,2612.0313047541176
2021,9,2646.8089788732395,728,3,2369.9654622741764
2022,13,2665.537634408602,86,3,2636.2110523221636
2023,13,2904.1139240506327,40,4,2636.2110523221636
2024,19,2398.090586145648,739,3,2369.9654622741764
2025,28,2446.109123434705,450,2,2612.0313047541176
2026,14,2493.746110765401,253,5,2636.2110523221636
2027,1,2840.4328578455484,44,2,2444.223985890653
2028,22,2502.5743977326406,763,4,2612.0313047541176
2029,19,2466.2982514021774,690,4,2709.678997846937
2030,20,2503.2528856243443,962,5,2636.2110523221636
2031,1,2904.1139240506327,20,5,2636.2110523221636
2032,18,2446.109123434705,104,4,2612.0313047541176
2033,8,2493.746110765401,246,5,2636.2110523221636
2034,25,2416.7000572409847,335,4,2369.9654622741764
2035,28,2622.233325006245,115,4,2612.0313047541176
2036,26,2398.090586145648,728,4,2464.689063616869
2037,29,2638.489122639254,150,4,2464.689063616869
2038,28,2686.857476635514,717,6,2878.7259615384614
2039,28,2540.491009681881,360,5,2709.678997846937
2040,6,2446.109123434705,416,4,2612.0313047541176
2041,5,2640.890550645819,698,3,2612.0313047541176
2042,26,2438.2272228320526,22,3,2369.9654622741764
2043,0,2446.109123434705,263,3,2612.0313047541176
2044,20,2638.489122639254,881,4,2612.0313047541176
2045,1,2638.489122639254,837,4,2612.0313047541176
2046,9,2622.233325006245,316,6,2709.678997846937
2047,18,2516.6805151641047,113,3,2369.9654622741764
2048,15,2466.2982514021774,651,5,2636.2110523221636
2049,24,2438.2272228320526,807,2,2612.0313047541176
2050,16,2416.7000572409847,458,5,2636.2110523221636
2051,1,2595.1461988304095,286,6,2878.7259615384614
2052,9,2466.2982514021774,529,5,2709.678997846937
2053,16,2646.8089788732395,379,3,2369.9654622741764
2054,8,2665.5555555555557,259,4,2612.0313047541176
2055,1,2446.109123434705,189,5,2636.2110523221636
2056,20,2438.2272228320526,33,3,2369.9654622741764
2057,20,2438.2272228320526,219,3,2612.0313047541176
2058,24,2416.7000572409847,509,3,2369.9654622741764
2059,0,2540.491009681881,323,5,2636.2110523221636
2060,14,2416.7000572409847,453,3,2369.9654622741764
2061,27,2867.0494084899096,406,3,2464.689063616869
2062,17,2638.489122639254,808,3,2612.0313047541176
2063,11,2638.489122639254,515,5,3150.4043126684637
2064,12,2438.2272228320526,166,4,2464.689063616869
2065,0,2416.7000572409847,134,4,2369.9654622741764
2066,1,2665.537634408602,3,5,2636.2110523221636
2067,30,2595.1461988304095,413,5,2444.223985890653
2068,28,2516.6805151641047,73,3,2444.223985890653
2069,27,2438.2272228320526,113,4,2369.9654622741764
2070,28,2540.491009681881,310,6,2978.033472803347
2071,27,2622.233325006245,154,4,2612.0313047541176
2072,12,2540.491009681881,411,4,2612.0313047541176
2073,11,2665.5555555555557,661,5,2709.678997846937
2074,1,2416.7000572409847,326,4,2369.9654622741764
2075,17,2466.2982514021774,686,5,2709.678997846937
2076,5,2622.233325006245,262,5,2636.2110523221636
2077,4,2904.1139240506327,74,5,2444.223985890653
2078,17,2416.7000572409847,510,2,2636.2110523221636
2079,11,2622.233325006245,309,5,2709.678997846937
2080,25,2516.6805151641047,143,3,2612.0313047541176
2081,12,2665.5555555555557,172,4,2612.0313047541176
2082,14,2840.4328578455484,15,4,2636.2110523221636
2083,12,2665.537634408602,462,3,2636.2110523221636
2084,13,2446.109123434705,231,3,2369.9654622741764
2085,3,2466.2982514021774,403,3,2369.9654622741764
2086,1,2502.5743977326406,787,4,2612.0313047541176
2087,19,2638.489122639254,898,3,2612.0313047541176
2088,10,2640.890550645819,986,5,2709.678997846937
2089,13,2416.7000572409847,522,4,2369.9654622741764
2090,4,2867.0494084899096,165,5,2636.2110523221636
2091,27,2665.537634408602,123,3,2464.689063616869
2092,25,2638.489122639254,912,5,2612.0313047541176
2093,11,2484.2657342657344,67,3,2444.223985890653
2094,29,2466.2982514021774,823,4,2612.0313047541176
2095,24,2622.233325006245,312,6,2709.678997846937
2096,4,2398.090586145648,327,4,2612.0313047541176
2097,18,2503.2528856243443,538,6,2978.033472803347
2098,1,2416.7000572409847,436,4,2369.9654622741764
2099,4,2640.890550645819,902,4,2612.0313047541176
2100,4,2867.0494084899096,176,3,2464.689063616869
2101,29,2466.2982514021774,119,6,2878.7259615384614
2102,22,2595.1461988304095,111,5,2636.2110523221636
2103,27,2484.2657342657344,58,3,2444.223985890653
2104,15,2503.2528856243443,676,4,2612.0313047541176
2105,25,2493.746110765401,226,4,2464.689063616869
2106,0,2646.8089788732395,609,4,2369.9654622741764
2107,27,2840.4328578455484,100,3,2444.223985890653
2108,0,2622.233325006245,305,5,2636.2110523221636
2109,3,2416.7000572409847,556,3,2369.9654622741764
2110,1,2466.2982514021774,625,5,2636.2110523221636
2111,13,2438.2272228320526,532,3,2369.9654622741764
2112,17,2466.2982514021774,717,4,2612.0313047541176
2113,11,2466.2982514021774,541,5,2636.2110523221636
2114,12,2904.1139240506327,55,3,2612.0313047541176
2115,18,2416.7000572409847,202,3,2369.9654622741764
2116,10,2638.489122639254,245,5,2636.2110523221636
2117,4,2665.537634408602,53,5,2444.223985890653
2118,27,2638.489122639254,231,4,2612.0313047541176
2119,29,2638.489122639254,910,4,2612.0313047541176
2120,22,2484.2657342657344,33,4,2612.0313047541176
2121,28,2646.8089788732395,335,3,2369.9654622741764
2122,26,2446.109123434705,136,3,2369.9654622741764
2123,17,2640.890550645819,915,4,2612.0313047541176
2124,18,2438.2272228320526,534,2,2636.2110523221636
2125,12,2665.537634408602,813,5,2636.2110523221636
2126,26,2904.1139240506327,27,4,2636.2110523221636
2127,29,2585.947712418301,33,3,2636.2110523221636
2128,12,2904.1139240506327,87,5,2636.2110523221636
2129,18,2595.1461988304095,285,4,2612.0313047541176
2130,18,2640.890550645819,636,4,2612.0313047541176
2131,4,2438.2272228320526,102,3,2369.9654622741764
2132,13,2516.6805151641047,222,4,2636.2110523221636
2133,11,2622.233325006245,262,6,2878.7259615384614
2134,18,2416.7000572409847,129,3,2369.9654622741764
2135,24,2640.890550645819,653,5,2636.2110523221636
2136,7,2466.2982514021774,842,4,2612.0313047541176
2137,30,2595.1461988304095,212,5,2636.2110523221636
2138,20,2438.2272228320526,71,4,2369.9654622741764
2139,15,2640.890550645819,478,4,2369.9654622741764
2140,6,2516.6805151641047,113,3,2636.2110523221636
2141,30,2686.857476635514,629,5,2636.2110523221636
2142,16,2622.233325006245,260,4,2612.0313047541176
2143,19,2904.1139240506327,119,3,2636.2110523221636
2144,22,2904.1139240506327,12,3,2636.2110523221636
2145,26,2398.090586145648,231,5,2636.2110523221636
2146,5,2438.2272228320526,57,3,2636.2110523221636
2147,6,2416.7000572409847,216,3,2369.9654622741764
2148,28,2503.2528856243443,711,4,2369.9654622741764
2149,19,2622.233325006245,312,5,2709.678997846937
2150,14,2665.537634408602,109,4,2612.0313047541176
