index,nearest_mrt_distance,planned_mrt_distance,planned_mrt_opening_year
15313,0.0041395846107963,0.0122285760800919,2030
15314,0.0014514948159395,0.0152178688916964,2026
15315,0.005859997400864,0.0042032446559783,2030
15316,0.007258082224187,0.0085864738492024,2030
15317,0.0084561396570633,0.0128619949627361,2029
15318,0.0048950074690981,0.0051167493350614,2040
15319,0.0020432703134841,0.0451967260223309,2030
15320,0.0075943839720149,0.0093587366351097,2026
15321,0.0090859460548897,0.0017355410545732,2027
15322,0.0046472027879618,0.0161072534494871,2040
15323,0.0090835065133779,0.0252407221666024,TBA
15324,0.0082756187681146,0.0252076237309221,TBA
15325,0.0022935647229826,0.0142811373352342,TBA
15326,0.0068467254111746,0.0093050547965024,2025
15327,0.0049730844838164,0.0166605230452947,2030
15328,0.0057141556381046,0.0289761488707981,TBA
15329,0.0026178427732619,0.0074043486426322,2027
15330,0.0053306564097922,0.0059598150280947,2032
15331,0.0019986374513377,0.0107959561067942,TBA
15332,0.007924404302924,0.0047097680922831,2027
15333,0.0019208662724492,0.0107702408280649,2024
15334,0.0048124277030867,0.014783480472902,2030
15335,0.0056731843126571,0.0229077279568951,2024
15336,0.0023144204038306,0.0475461298786578,2030
15337,0.0023695603965922,0.0565825659790632,2030
15338,0.0065839995078787,0.0063901177965176,2032
15339,0.0056626917934203,0.0124206452170486,2040
15340,0.0054168534950216,0.0037026041487203,2030
15341,0.007285103558824,0.0071646514370225,2040
15342,0.0012055084658114,0.0128979181474645,2030
15343,0.0047267628123115,0.0066383364118114,2027
15344,0.0119369846558309,0.0099197789936455,2032
15345,0.0051532680978211,0.0204200293000461,2030
15346,0.0084287543492168,0.0117118450804294,2028
15347,0.0038626150366426,0.0138565231453783,2030
15348,0.0065734694594907,0.0085008790022147,2027
15349,0.0078584783259615,0.0184490796651732,2032
15350,0.0049299385522794,0.0059010748197907,2030
15351,0.0039177031456565,0.0210158311971301,TBA
15352,0.0168629276739324,0.0088894368464943,2030
15353,0.013143312529489,0.0064365079885019,2032
15354,0.0067981480120199,0.0048790485060311,2027
15355,0.0041201679689316,0.0085147911841843,2030
15356,0.0042567690847801,0.0564470656646402,2030
15357,0.005841265230754,0.0015191567887418,2030
15358,0.0062560792375884,0.0112084021796239,2030
15359,0.0085538361024118,0.028831376982541,TBA
15360,0.0036318612599778,0.0230045205927432,2024
15361,0.0095816146938187,0.0018006436874075,2027
15362,0.0044816099858858,0.0170662276121711,TBA
15363,0.0018840974774778,0.0180191042724274,2026
15364,0.0058023500064727,0.0019866768847928,2027
15365,0.0069136498376998,0.0177224900568754,2028
15366,0.0061129346827279,0.0030464128536744,2030
15367,0.0200395954220511,0.0176266259403454,2030
15368,0.0079252426634012,0.0088897746737935,2026
15369,0.0016047740438107,0.0101775637808505,2030
15370,0.0022859973211694,0.025452785329853,TBA
15371,0.0097497308737505,0.0102435338757834,2032
15372,0.0063810316441279,0.0323512314706333,2030
15373,0.0045284893281302,0.0263468169874389,2025
15374,0.003270981956003,0.0081640095163966,2028
15375,0.0070194719795062,0.0186091280419173,2040
15376,0.0041111237287256,0.0042366783740559,2040
15377,0.0050498019525324,0.0122782892364676,2028
15378,0.0057654019353773,0.0037946572822455,2026
15379,0.003368240787839,0.0037223236554846,2030
15380,0.0088203094314491,0.0089299358969011,2030
15381,0.0094067014854811,0.0118665759954118,2028
15382,0.0035036205875307,0.0558471565852388,2030
15383,0.003404426569364,0.003717779912544,2027
15384,0.0014409296230974,0.0240868876606969,2024
15385,0.0056331030487916,0.0080442322876232,2030
15386,0.005642771900953,0.0184752403426779,2030
15387,0.0059663845417205,0.0306957458168816,2026
15388,0.002168354677875,0.0257930978465899,2025
15389,0.0064911623595506,0.0097710131704136,2030
15390,0.0030165380433861,0.0066231647947529,2030
15391,0.0126161399058003,0.0050640896433611,2030
15392,0.002168354677875,0.0257930978465899,2025
15393,0.0019346021022753,0.0133109685020898,TBA
15394,0.0046301366369446,0.0206270091129845,2024
15395,0.0028865265592128,0.0068332192272281,2030
15396,0.0013678130194109,0.0111788999623294,2030
15397,0.0056480026269593,0.0096391769964843,2032
15398,0.0047021155641546,0.0218848959793182,2030
15399,0.0036318612599778,0.0230045205927432,2024
15400,0.0076729539490628,0.0088390061946525,2030
15401,0.0007151527330616,0.0158033279178126,TBA
15402,0.0059204221386149,0.0058988426883758,2025
15403,0.0026306974211198,0.0161141273766763,TBA
15404,0.0124163052521564,0.0092799773525024,2032
15405,0.0141215695292603,0.0585574977487445,2032
15406,0.002323756193842,0.010823367502472,2030
15407,0.0062889588393566,0.0653715229316844,2030
15408,0.0058209469491136,0.0661613910224097,2030
15409,0.0093714564162387,0.0109650715852834,2030
15410,0.0055497747591017,0.030685012963764,2026
15411,0.0035078376379365,0.081740285385768,2030
15412,0.0121708793559258,0.012335272787164,2032
15413,0.0037368364845888,0.0119589003256479,2030
15414,0.0058821639189897,0.0054592381332115,2030
15415,0.0184754267672653,0.0032275435905561,2030
15416,0.0049633939255422,0.0521594406778973,2030
15417,0.0039768534597338,0.0167548458179993,2030
15418,0.0061581377331116,0.0025283497933287,2030
15419,0.0038255729614412,0.0076293910741798,2030
15420,0.0079457469085704,0.0047735483678879,2027
15421,0.0043695712880734,0.0262034623117961,2024
15422,0.0046206704588091,0.0141194701681442,2030
15423,0.0068046197559815,0.011766216899391,2029
15424,0.016922900521469,0.0033269045737848,2030
15425,0.0051168380308119,0.0556128922804818,2030
15426,0.0050538220975002,0.0183722277203865,2032
15427,0.0018975799265431,0.0139043293841591,2030
15428,0.002526406565588,0.0184197182850086,TBA
15429,0.0032530578821644,0.0078117926284806,2027
15430,0.0014409296230974,0.0240868876606969,2024
15431,0.0045383061140125,0.0063854652404215,2030
15432,0.0037455980977204,0.0135331399756154,2026
15433,0.0077372570001164,0.008171877791061,2032
15434,0.003385796067418,0.0132042572636863,2026
15435,0.012035113239726,0.0068060369222572,2032
15436,0.006833356184735,0.0734115854822728,2030
15437,0.00389731725044,0.0199489785900145,2030
15438,0.0067371645583912,0.0181261911707636,2040
15439,0.0018755871829989,0.0081154943166626,2027
15440,0.0045384650316027,0.0573292572102668,2030
15441,0.0019396446170167,0.0142960164064618,TBA
15442,0.0047533140859336,0.0118654404691469,2026
15443,0.0020869946046715,0.017292876846287,2026
15444,0.0061259851514539,0.0061730744017059,2025
15445,0.003620894287754,0.0193760831686272,2026
15446,0.0059038684188127,0.0052943143567098,2030
15447,0.0115049204693992,0.0112692333018627,2027
15448,0.0037389489670969,0.0204525247367538,2025
15449,0.0073327616947111,0.0083310050571964,2025
15450,0.0161977706977356,0.0041983934477899,2030
15451,0.0061453405468038,0.0127028915616203,2032
15452,0.0064628309601149,0.0180633526131154,2027
15453,0.0056062678929323,0.017087084098226,2030
15454,0.0042741363510126,0.004612567861152,2032
15455,0.0078563112514712,0.00391532683424,2028
15456,0.0053058025209447,0.0141485017003348,2030
15457,0.0150512284484629,0.0231396915321588,2032
15458,0.0111538966733904,0.0019873835976502,2027
15459,0.009768460651809,0.0208145063526935,2030
15460,0.0063749977353517,0.0401370211345719,2030
15461,0.0072198411555472,0.0221216510864221,2030
15462,0.0033259145332435,0.0209666999539312,2030
15463,0.00836731421503,0.0109971916609167,2032
15464,0.0056661395594119,0.0056155850272469,2025
15465,0.006782156265559,0.0231226730941716,2030
15466,0.0056747436395221,0.005617176373153,2032
15467,0.0091783770474894,0.0096863418195794,2032
15468,0.0061884403300406,0.0170737836085527,2028
15469,0.0144438352483876,0.004800227945796,2032
15470,0.0099645319830284,0.0069928730950374,2032
15471,0.0023266741304638,0.0023126045692276,2032
15472,0.006077981526345,0.0021781821175526,2030
15473,0.0061700362465267,0.00616965725642,2030
15474,0.0061865587231609,0.0095169174111095,2030
15475,0.0035146157981828,0.0053811745772514,2027
15476,0.0041111237287256,0.0042366783740559,2040
15477,0.0007151527330616,0.0158033279178126,TBA
15478,0.0037551981895987,0.0030071799556361,2032
15479,0.0077031157230543,0.0218775035395307,TBA
15480,0.006910442943009,0.0803000928751772,2030
15481,0.0046104848018026,0.0126418037876548,2030
15482,0.009740668404351,0.0069568445096975,2032
15483,0.0036100764012385,0.0213501544441675,2024
15484,0.0055525056318873,0.0023040420169551,2027
15485,0.0052028964223759,0.0078228523584479,2027
15486,0.0031580996624881,0.0170500741737043,2024
15487,0.002526406565588,0.0184197182850086,TBA
15488,0.0063561468124812,0.0223093952346163,TBA
15489,0.0056747436395221,0.005617176373153,2032
15490,0.0061992708231613,0.0618833334470087,2030
15491,0.0152997818699293,0.0042005035360304,2032
15492,0.0102164329345154,0.0099082533642448,2032
15493,0.0029516705399623,0.007699342394798,2027
15494,0.0046718956157982,0.0559033676680292,2030
15495,0.0043343644716034,0.0145320922374909,2030
15496,0.0035146157981828,0.0053811745772514,2027
15497,0.0104944933862601,0.0013069374964441,2027
15498,0.0061485731447775,0.0068917754675793,2032
15499,0.0086347123014429,0.0157422467378279,2030
15500,0.0052103800558115,0.0140229678899283,2028
15501,0.007192121184018,0.0293350060677454,TBA
15502,0.0091193469787071,0.0195134232422005,2030
15503,0.0047323539386609,0.0232199801977345,2024
15504,0.0056457100686246,0.0218925842903682,2026
15505,0.0065895181211708,0.0014357363332967,2027
15506,0.0014940756262793,0.0167788518777466,TBA
15507,0.0015586183853834,0.0244851645346674,2025
15508,0.0033206947913872,0.0261699212653012,2032
15509,0.0013638609731054,0.0139069435466841,2032
15510,0.0184129680696094,0.0035277793560253,2024
15511,0.0023123626910866,0.0164461559196672,2024
15512,0.0068237677188856,0.0637123769283048,2030
15513,0.00465270049612,0.0089218890417106,2030
15514,0.0033259145332435,0.0209666999539312,2030
15515,0.0156574147034215,0.0037319733830969,2030
15516,0.0077575300594272,0.0069129044318843,2028
15517,0.0049070781639657,0.0126543627568064,2030
15518,0.0061485731447775,0.0068917754675793,2032
15519,0.0045316690908717,0.0201419073952228,TBA
15520,0.0095132807127742,0.0054450273742941,2030
15521,0.0067597781010793,0.0193280789497314,2032
15522,0.0070338898143007,0.0073867379620555,2032
15523,0.0039153923397192,0.007901730113313,2030
15524,0.0068814010348127,0.0084344002515776,2030
15525,0.0102939407803633,0.0100530395519855,2027
15526,0.0062889030166804,0.0060711125700925,2028
15527,0.0037260664550943,0.0028308581571946,2030
15528,0.0077620198820925,0.020176394306409,TBA
15529,0.0061198607274787,0.0042753339797494,2030
15530,0.0058811974704215,0.0058869673637228,2025
15531,0.006378839711287,0.0583369938353575,2030
15532,0.0079451520216498,0.0146078333643501,2032
15533,0.0009190214555776,0.0125993886738742,2030
15534,0.0067626927949026,0.0152584594452542,2030
15535,0.0041829357921401,0.0042063457405554,2032
15536,0.0019664588653637,0.010649406480464,TBA
15537,0.0032830174279133,0.0149506223494948,TBA
15538,0.008067664683345,0.0194318917943842,2030
15539,0.009092704432382,0.0086777171161849,2030
15540,0.0089293019734308,0.0077498273030284,2026
15541,0.0052314063450478,0.0126178815466664,2040
15542,0.0059880018791959,0.0211485022668676,2026
15543,0.0052763513758853,0.0146617011033751,2030
15544,0.0146030883866071,0.0287514288702963,2027
15545,0.0017998621370519,0.0241372732425664,2024
15546,0.0068061084142452,0.0010194702612056,2027
15547,0.0046544866151654,0.0190555063856056,2030
15548,0.005799517072833,0.0056734363217296,2030
15549,0.006712126370722,0.018368457769329,2040
15550,0.0042604308976267,0.053394859716884,2030
15551,0.0047340533312421,0.020548000625618,2026
15552,0.004904638252484,0.0256408556802723,2026
15553,0.0171566062002719,0.0041468897861291,2024
15554,0.0054914769919847,0.01614855021908,2040
15555,0.0141578054609184,0.0054163381825776,2032
15556,0.0037747672717344,0.0312420661326885,2024
15557,0.0028736557217125,0.0580379181614934,2030
15558,0.0026077079800153,0.0566029425704934,2030
15559,0.0088781591219185,0.0085334981398836,2030
15560,0.0054655600082493,0.0259677538362212,2026
15561,0.0020869946046715,0.017292876846287,2026
15562,0.0032105774115036,0.0557133978413711,2030
15563,0.0079096011530702,0.0066543174701748,2027
15564,0.0067451556712365,0.0099513065734201,2030
15565,0.0018684400252387,0.0283498121613696,TBA
15566,0.0030341801463233,0.0146386689531195,2026
15567,0.0061361566587935,0.0554926928560194,2030
15568,0.0046658174565177,0.0070002494724832,2030
15569,0.0054751051318144,0.0106479406023425,2025
15570,0.0082283674369265,0.0080733840979543,2027
15571,0.0048465781303776,0.0173665995642406,TBA
15572,0.0040162277060443,0.007969767878235,2030
15573,0.0033289971530377,0.0129258374055862,2030
15574,0.0088080773366079,0.0396215970189744,2030
15575,0.0028182684825024,0.0271977969157638,2024
15576,0.0008216733054909,0.0014996436896597,2030
15577,0.0021360499441981,0.0100391750209656,2040
15578,0.0035222950963876,0.0029001049366043,2032
15579,0.0040871837706712,0.0040803472471736,2025
15580,0.0041021262839389,0.0079636143092265,2030
15581,0.0131317610272175,0.0589303586740344,2030
15582,0.0091929037890762,0.020153266561461,TBA
15583,0.0119811839311507,0.0544435204142168,2030
15584,0.0060166395824036,0.0126521735611153,2030
15585,0.0037747672717344,0.0312420661326885,2024
15586,0.0065269199885795,0.0744963634336298,2030
15587,0.0056513243316494,0.0101275985435598,2032
15588,0.0096794189417926,0.0198066737727956,2028
15589,0.0038973457207803,0.015590286203546,2030
15590,0.011698572755384,0.0052781775125062,2032
15591,0.006492633516977,0.0189646139448487,2032
15592,0.0024520144365679,0.015473823158546,TBA
15593,0.0064909177180541,0.0052446387588147,2030
15594,0.007983447911936,0.0088832231179422,2027
15595,0.0017890706498104,0.0015999187780417,2032
15596,0.0042840105436108,0.0162991244515832,2030
15597,0.00477584977261,0.0230860273588698,2024
15598,0.0062872616663744,0.0082607732801033,2027
15599,0.0052726944453985,0.0128287472185058,2028
15600,0.005647920984443,0.0192329442242397,2032
15601,0.0059823394673915,0.0056807581333332,2030
15602,0.0023587109475176,0.0198577563059282,2024
15603,0.0116546835846731,0.0117574028856866,2032
15604,0.005805942608024,0.0055405437760333,2027
15605,0.0046542216428875,0.0052332273101785,2032
15606,0.0053731730754874,0.0227035499434691,TBA
15607,0.0036100764012385,0.0213501544441675,2024
15608,0.0054939137053252,0.0160754442071933,2024
15609,0.0035193148573675,0.0316412003198648,TBA
15610,0.005046095651965,0.0116689558999791,2026
15611,0.001331904431935,0.0006588598972376,2030
15612,0.0102552893924811,0.0236196040278819,TBA
15613,0.0088529659219022,0.0091505269820133,2030
15614,0.0065559937013007,0.0212284967671245,2030
15615,0.0011307368538979,0.0103145785698192,2024
15616,0.0038354288852032,0.0328823685630304,2030
15617,0.0034568295888926,0.0296232667333615,TBA
15618,0.003620894287754,0.0193760831686272,2026
15619,0.0076012430567125,0.0603729734983152,2030
15620,0.0016887576902413,0.0255422600174761,2024
15621,0.0025194858951931,0.0145573530981512,2026
15622,0.0050195940785845,0.0542075380607581,2030
15623,0.0037431715704073,0.0058922315188148,2030
15624,0.0079593416200365,0.0051069458214011,2028
15625,0.0034170042959262,0.024394718381918,TBA
15626,0.0038159635349513,0.022666676361619,2026
15627,0.0028827809460531,0.0068720819676841,2030
15628,0.0074960524172796,0.0143922021568646,2030
15629,0.0084131070450591,0.0084149749914962,2025
15630,0.0049644243630571,0.0067212681726103,2030
15631,0.0075607323863067,0.0229738132140219,2030
15632,0.0083869489819399,0.0632212261419954,2030
15633,0.0071836530581431,0.0112699502711268,2028
15634,0.0078197213973634,0.0103521142781046,2028
15635,0.011325222973976,0.0120303422338223,2026
15636,0.0087020239074359,0.0048742160897696,2027
15637,0.006409334962185,0.0033450642906006,2026
15638,0.0056570515128648,0.0196248309950802,2032
15639,0.0089322649551729,0.0155764405887319,2030
15640,0.0050077244931314,0.054649304498174,2030
15641,0.006782156265559,0.0231226730941716,2030
15642,0.0107168120081165,0.0233530521100244,2028
15643,0.0044537562619042,0.0473055106620832,2030
15644,0.0116546835846731,0.0117574028856866,2032
15645,0.0050064246634635,0.0781960619246199,2030
15646,0.0013270199062059,0.0201550174415,2026
15647,0.0037289226752156,0.0596236646594626,2030
15648,0.0070026679645487,0.016546522297656,2030
15649,0.0056278723727035,0.004874819307678,2030
15650,0.0014401966296385,0.0238014761169096,2026
15651,0.0044964513225842,0.0216635776920345,2030
15652,0.0032010620754153,0.0618870771696189,2030
15653,0.0054914769919847,0.01614855021908,2040
15654,0.0020026047993587,0.0791181889538098,2030
15655,0.0132382566805961,0.0085672120805329,2032
15656,0.0072663604776823,0.0155189415163845,2027
15657,0.0052699909838226,0.004902066142115,2028
15658,0.010382803869135,0.0047073286974579,2027
15659,0.0047533140859336,0.0118654404691469,2026
15660,0.0076423357640941,0.0190759568521772,2040
15661,0.0047110999641266,0.019476025522972,2025
15662,0.0056357012351387,0.0138397369258506,2040
15663,0.0033304248831862,0.0114480800831595,2030
15664,0.0065269199885795,0.0744963634336298,2030
15665,0.0100080805616228,0.0187391809580811,2028
15666,0.0047021155641546,0.0218848959793182,2030
15667,0.0022698169985298,0.0135701960142748,2030
15668,0.0053792525429969,0.0055035709440203,2028
15669,0.0022002372250922,0.0288252468248994,TBA
15670,0.004744044235924,0.0588122253823773,2030
15671,0.0017533706258893,0.0094186789383877,2027
15672,0.0018580140831662,0.0127871369376256,2025
15673,0.0079406872884092,0.0110740871048169,2032
15674,0.0078699785200402,0.0007931302846695,2030
15675,0.0061596188846137,0.010722872284533,2040
15676,0.0023108243045635,0.0065737703821179,2027
15677,0.0031469038683162,0.0139622088276283,2040
15678,0.0124290192692568,0.0413319979599996,2030
15679,0.0037855174311178,0.0076567301989988,2027
15680,0.0057856243084638,0.0036141486049141,2027
15681,0.0145453827104231,0.0021451826358932,2028
15682,0.0092937845737356,0.007958919618678,2027
15683,0.0110886822603822,0.0172445605554598,2028
15684,0.0080684913145017,0.0606649341440944,2030
15685,0.0047303578527203,0.0081866186304418,2025
15686,0.009114179374302,0.0037203149224592,2027
15687,0.0085405799571814,0.0084262082980088,2040
15688,0.0046238596074236,0.0158638684061185,2030
15689,0.0090859460548897,0.0017355410545732,2027
15690,0.0120182990872696,0.0118115606796257,2027
15691,0.0067997327859846,0.0070992813887666,2040
15692,0.0132527743152877,0.041015121639234,2030
15693,0.0063648362483947,0.0188910702963199,2030
15694,0.0022698169985298,0.0135701960142748,2030
15695,0.0022429588685236,0.0103036351037583,2030
15696,0.0038354502268309,0.0109241470176796,2030
15697,0.0034568295888926,0.0296232667333615,TBA
15698,0.0053215925831191,0.0030858846697442,2028
15699,0.0069437707421681,0.0100658915937685,2025
15700,0.0023376516511426,0.0213209215875034,2024
15701,0.0071356727944269,0.0083658711494207,2032
15702,0.0061934033162303,0.0017535734306233,2030
15703,0.0064184581324281,0.0518234666348447,2030
15704,0.0066978609226342,0.009792285528266,2025
15705,0.0042419843105699,0.0048532756752942,2030
15706,0.0040871837706712,0.0040803472471736,2025
15707,0.0009527039359368,0.0074608506030994,2030
15708,0.0037882923362467,0.0146484401077029,2040
15709,0.0036149545448681,0.0303980096384405,TBA
15710,0.0053504214478333,0.0221566959156566,TBA
15711,0.0078353929426778,0.0077967496612495,2025
15712,0.0089523397801297,0.0284695440935535,TBA
15713,0.0031407977564758,0.0799561170789788,2030
15714,0.0079441417450622,0.0647740072705553,2030
15715,0.0174377412448863,0.023071520187025,2030
15716,0.0041243158333227,0.0131074919397884,2026
15717,0.0091989976142681,0.0129211319692259,2025
15718,0.0076012430567125,0.0603729734983152,2030
15719,0.0035193980706757,0.0578941085773596,2030
15720,0.0079252426634012,0.0088897746737935,2026
15721,0.0065657844158248,0.0057786373073054,2032
15722,0.0050717407968298,0.0067573885622326,2030
15723,0.0070998806658505,0.0069199495562215,2027
15724,0.002496134993415,0.0296070251082907,2024
15725,0.0101094280884544,0.0072730784874504,2027
15726,0.0043768304818312,0.0211724103296823,2025
15727,0.0159709658146321,0.0143923383383737,2029
15728,0.0080772279330508,0.007913660962565,2030
15729,0.0072327972955499,0.0369413934525553,2030
15730,0.0175389493957563,0.002709453686718,2030
15731,0.0059018062449115,0.0289981183989057,TBA
15732,0.003646212336421,0.0489168370053313,2030
15733,0.0025884298643352,0.0150206241283496,TBA
15734,0.0061501805252787,0.0021550380914153,2030
15735,0.006339979372409,0.0085959097916127,2030
15736,0.0055418776836938,0.0168850224881252,2030
15737,0.0064081917011628,0.0403587174475497,2030
15738,0.0047250361597476,0.0182614697455161,2032
15739,0.0049462790750344,0.0115802354199609,2026
15740,0.0038602872754527,0.0189913897863666,2024
15741,0.0106949486358469,0.0054094835073546,2026
15742,0.0033007476816572,0.0635986874405338,2030
15743,0.0049070781639657,0.0126543627568064,2030
15744,0.006325054794917,0.0037678876900781,2026
15745,0.0114045732368809,0.0190844236009619,2028
15746,0.0066745122089049,0.0200266848462215,2030
15747,0.0047504134572819,0.0232712895568533,2024
15748,0.000727190267717,0.0128667371526227,2027
15749,0.0076266945591405,0.0069192354556859,2027
15750,0.0051968589845925,0.0176185921416938,2030
15751,0.0059235350421536,0.0057301821084518,2032
15752,0.0145297643176364,0.003124275777854,2030
15753,0.006755049341206,0.017758070783079,2030
15754,0.0064074225532014,0.0772600649121488,2030
15755,0.0031881644772052,0.0032922928678497,2032
15756,0.0020946900060549,0.0093290561572707,2027
15757,0.0028433802542461,0.0503548252515563,2030
15758,0.0037068421461123,0.0035454563709654,2032
15759,0.0086213409364111,0.0183544695580966,2028
15760,0.0051190995197117,0.0235784604615182,2024
15761,0.0042797282264652,0.0033928027709342,2030
15762,0.0059741003083295,0.0235170331050743,2024
15763,0.0032959067159124,0.0033128331487334,2027
15764,0.0084104763432546,0.0190469300886911,2030
15765,0.0049458193673662,0.0208219858948694,2026
15766,0.007173606164271,0.0188829679669385,2030
15767,0.0042840105436108,0.0162991244515832,2030
15768,0.0048776004585766,0.0133849405582837,2030
15769,0.0097259765288948,0.0144140701102915,2030
15770,0.0046238005982463,0.0082052737143813,2030
15771,0.0023772466768416,0.0335833960858257,TBA
15772,0.0045402237755494,0.0039742424830569,2030
15773,0.0038953553297023,0.0031007274014386,2030
15774,0.0027119150773456,0.0044458688733889,2030
15775,0.0051780006746335,0.0088879479821272,2030
15776,0.0072680123440154,0.0095877259303424,2030
15777,0.0060565923979229,0.0155632580451732,2027
15778,0.0058040974603691,0.0072046676822288,2030
15779,0.0080618957472765,0.0036860303142399,2028
15780,0.0040173276736309,0.0034269219349106,2030
15781,0.0020141172585109,0.0181033660641715,2030
15782,0.0153514300466846,0.0080757472218234,2030
15783,0.0025036190477729,0.0285941624985211,TBA
15784,0.0025230174558131,0.0116111951570039,2030
15785,0.014741047345929,0.0036257393144787,2032
15786,0.0100743494320067,0.0102128344473367,2032
15787,0.0074141607576058,0.0179861054556848,2030
15788,0.0088035523865601,0.0088023385140771,2030
15789,0.0078082153232922,0.0095897008135672,2026
15790,0.0066742745605272,0.0158005168275109,2030
15791,0.0014114218788258,0.0589879821752625,2030
15792,0.014687614219037,0.0095334340076341,2030
15793,0.0077226461644774,0.0069354089250645,2030
15794,0.0036691892751796,0.0038631012327424,2032
15795,0.0050038341697142,0.0193162575514331,2025
15796,0.0050762042280985,0.0045290231252251,2030
15797,0.0051991575634457,0.00619081911688,2032
15798,0.0084070347862141,0.0831753077728785,2030
15799,0.0023486529881518,0.0021599142172507,2027
15800,0.0059337018192999,0.030364788596284,2026
15801,0.011682538090887,0.0118526107852882,2032
15802,0.0074540248539182,0.0286762514644917,TBA
15803,0.0024308606467375,0.016857597610938,2027
15804,0.0046637765122772,0.0162345947787469,2030
15805,0.0084029019531543,0.0539532767569331,2030
15806,0.0019453693797732,0.0610041208040088,2030
15807,0.0039667463853772,0.0041268704295392,2040
15808,0.0045898403972375,0.0188556525821456,2027
15809,0.0022057907634538,0.0022631332526631,2032
15810,0.0095606230261753,0.0158162277943502,2030
15811,0.0075666078051913,0.0078176289724566,2030
15812,0.0031263308908772,0.0142730005916869,2030
15813,0.0038528244093582,0.0128986656536775,2030
15814,0.0019041592635354,0.017093819555959,2026
15815,0.0054669827493933,0.0054179788180187,2025
15816,0.00193713439054,0.0274127931446608,2024
15817,0.0018334993295412,0.017868287077069,2030
15818,0.0059917909998447,0.0060249786186823,2025
15819,0.0043625032872301,0.00361653646267,2032
15820,0.0139426348797211,0.0090102377225262,2032
15821,0.0027120455331008,0.0755980822355641,2030
15822,0.006505118840222,0.0250961919246736,2026
15823,0.0151329834452518,0.0050301936713422,2032
15824,0.0042979730414146,0.0040171024063203,2027
15825,0.0096637679601351,0.0037701629800485,2030
15826,0.001872833771362,0.0210619849155045,2030
15827,0.0077620198820925,0.020176394306409,TBA
15828,0.0101771611045039,0.0163643310517327,2030
15829,0.0065631231777733,0.0152257796510688,2032
15830,0.0060521787603236,0.0051085407222429,2028
15831,0.0015717490177529,0.0115187115589589,TBA
15832,0.0013075601764843,0.0114966513550781,2028
15833,0.0071906531203087,0.0102250326493067,2030
15834,0.0098443431234436,0.0256529586669269,TBA
15835,0.0158470631241911,0.0019488520746203,2032
15836,0.003332173271408,0.0208531730094397,2026
15837,0.0046206704588091,0.0141194701681442,2030
15838,0.0094635232614847,0.0107274001962082,2030
15839,0.0011705745246207,0.0096862117747553,2027
15840,0.0170316779204295,0.0019672227732675,2024
15841,0.0063223014342533,0.0646592298579877,2030
15842,0.0038711434327689,0.0759800829264655,2030
15843,0.0042319170723307,0.0046764226982147,2027
15844,0.0083135241237407,0.0220182150984004,TBA
15845,0.0062488305743577,0.0470982257357627,2030
15846,0.0167007757790433,0.0011016610254006,2032
15847,0.0112965278628779,0.01445659662158,2030
15848,0.0033361896694678,0.0126211133363321,TBA
15849,0.0082807434905266,0.0145500426186952,2029
15850,0.0057579174979217,0.006899965162415,2030
15851,0.0055920114846398,0.0564202274737476,2030
15852,0.0043237656245775,0.0228145988077241,2026
15853,0.004175897975869,0.0332473609658521,2030
15854,0.0041414905675368,0.0172658959489413,2030
15855,0.0046544866151654,0.0190555063856056,2030
15856,0.0080625409047244,0.0061705838321092,2030
15857,0.0039969583977444,0.0130240260589603,2026
15858,0.0100613828172949,0.0047253985935548,2027
15859,0.0145184309651863,0.0071460736451422,2032
15860,0.0086339292423243,0.0051401966345501,2030
15861,0.0040843591931533,0.0095849086393675,2027
15862,0.0104204220815682,0.0141008199818002,2032
15863,0.0077015909546404,0.0674139573135829,2030
15864,0.0024143357320971,0.0210697284956969,2026
15865,0.0043922143365075,0.0042003909439139,2032
15866,0.004377497253418,0.0117459077954508,2030
15867,0.0077978618443877,0.0187690857304618,2030
15868,0.0032506425199063,0.0129926935466521,2025
15869,0.006016992538204,0.0075969084283011,2030
15870,0.0027907521938654,0.0171677066827696,2024
15871,0.007448642585471,0.0233336581114092,2030
15872,0.0022998330204123,0.002127199155679,2032
15873,0.0056697400285171,0.0070552806591269,TBA
15874,0.0065135750553818,0.0514414187926008,2030
15875,0.0039183983731558,0.0119903691945405,2030
15876,0.0103907387218468,0.0078520543039092,2032
15877,0.0031514277092202,0.0506278185115937,2030
15878,0.0059394194820616,0.006020561443631,2040
15879,0.0087296845498397,0.008095668529966,2030
15880,0.0055136507196177,0.0098187654780999,2030
15881,0.0060530555548485,0.0120877174884562,2030
15882,0.0127504456449603,0.0074223667612413,2032
15883,0.0058948654592327,0.0629493137202577,2030
15884,0.0071261465106734,0.0071518685327072,2024
15885,0.0026178427732619,0.0074043486426322,2027
15886,0.0022698169985298,0.0135701960142748,2030
15887,0.0043934834906786,0.0330776542162065,2024
15888,0.0102190177384492,0.0248863369132305,2026
15889,0.0100743494320067,0.0102128344473367,2032
15890,0.006239753968256,0.0263916970386573,2026
15891,0.0098229051791847,0.0081188816773883,2032
15892,0.009830719097687,0.0111586759633234,2030
15893,0.0108153798778153,0.0143424370584418,2025
15894,0.008066722064909,0.0119223196362896,2030
15895,0.0022317413544803,0.0019621320070758,2027
15896,0.0066745122089049,0.0200266848462215,2030
15897,0.0030954481955911,0.0154473187203216,TBA
