rent_approval_date,town,block,flat_type,flat_model,floor_area_sqm,lease_commence_date,latitude,longitude,subzone,region,monthly_rent
6,2665.537634408602,14,3,10,103.0,18,1.300165,103.884228,120,0,2300
10,2502.5743977326406,19,3,10,68.0,15,1.379394,103.752949,122,4,2500
7,2595.146198830409,277,5,5,121.0,32,1.341319,103.746726,130,4,2850
25,2484.2657342657344,45,3,15,52.0,5,1.326388,103.886077,79,0,1950
12,2438.2272228320526,142,5,5,122.0,20,1.335636,103.913269,62,1,3150
29,2502.5743977326406,657,4,11,100.0,33,1.400446,103.749872,143,4,2950
13,2398.090586145648,201,4,10,96.0,19,1.430639,103.838133,88,2,3150
17,2622.233325006245,469,4,7,93.0,50,1.395853,103.877685,45,3,3250
26,2638.489122639254,720,5,5,120.0,31,1.359389,103.936071,118,1,3050
17,2446.109123434705,304,4,10,93.0,19,1.357472,103.747949,55,4,2850
1,2503.2528856243443,19,3,10,73.0,12,1.36379,103.891813,77,3,2100
0,2622.233325006245,260,5,5,110.0,35,1.394133,103.895444,105,3,2400
26,2502.5743977326406,656,5,11,122.0,33,1.400216,103.750393,143,4,3350
12,2502.5743977326406,638,5,11,123.0,32,1.397807,103.748373,143,4,2300
28,2665.555555555556,103,5,5,110.0,37,1.397267,103.904538,97,3,3650
23,2904.1139240506327,106,4,5,81.0,9,1.289425,103.822305,52,0,4400
26,2516.6805151641047,250,4,7,103.0,23,1.331994,103.856651,72,0,3550
3,2638.489122639254,222,5,5,122.0,22,1.341531,103.956986,111,1,2250
7,2686.857476635514,745,5,5,125.0,30,1.378369,103.935588,92,1,2350
3,2640.890550645819,913,5,5,127.0,22,1.341892,103.687577,151,4,2150
21,2595.146198830409,205,3,10,67.0,17,1.337564,103.742881,130,4,2100
21,2416.7000572409847,449,3,10,68.0,13,1.367859,103.856047,31,3,2100
17,2640.890550645819,980,4,7,111.0,23,1.339118,103.693672,151,4,2500
28,2640.890550645819,345,4,7,102.0,31,1.340207,103.721534,116,4,4000
26,2840.4328578455484,89,3,7,60.0,42,1.3012,103.798922,119,0,3800
17,2622.233325006245,188,4,7,95.0,34,1.395222,103.904809,100,3,2000
6,2640.890550645819,667,5,5,110.0,34,1.341759,103.70149,61,4,2200
30,2398.090586145648,389,4,7,104.0,22,1.42957,103.84802,146,2,3700
18,2640.890550645819,683,4,11,93.0,34,1.342609,103.704848,61,4,3150
23,2904.1139240506327,31,3,5,70.0,10,1.272397,103.820833,124,0,3050
20,2640.890550645819,667,5,5,110.0,34,1.341148,103.702296,61,4,3000
28,2438.2272228320526,182,4,7,92.0,40,1.32687,103.941833,8,1,2600
4,2446.109123434705,222,6,3,146.0,19,1.347849,103.754035,20,4,2100
28,2502.5743977326406,124,4,7,106.0,23,1.380105,103.749632,122,4,2750
0,2438.2272228320526,219,3,7,69.0,44,1.325311,103.933278,8,1,2300
18,2665.555555555556,134,5,11,111.0,37,1.392335,103.910181,97,3,2000
28,2622.233325006245,258,5,5,110.0,35,1.392935,103.896918,105,3,3150
14,2904.1139240506327,109,5,5,116.0,40,1.280999,103.809225,40,0,2900
29,2867.0494084899096,447,5,5,120.0,24,1.358222,103.831933,135,0,4300
7,2446.109123434705,628,6,3,144.0,31,1.351467,103.749838,20,4,2550
9,2640.890550645819,208,3,5,65.0,10,1.347004,103.714216,15,4,2100
25,2398.090586145648,755,4,14,84.0,20,1.427078,103.832706,148,2,2350
1,2493.746110765401,549,5,5,113.0,49,1.389694,103.768386,101,4,2000
25,2638.489122639254,225,5,5,122.0,22,1.342315,103.957248,111,1,3550
1,2466.2982514021774,793,5,5,121.0,31,1.442394,103.80285,140,2,2000
5,2622.233325006245,275,4,11,90.0,43,1.383239,103.89396,38,3,2750
0,2416.7000572409847,107,3,10,74.0,12,1.371384,103.837381,69,3,1850
6,2398.090586145648,850,4,7,104.0,22,1.416031,103.836239,147,2,2100
7,2665.555555555556,117,6,11,130.0,37,1.395787,103.906618,97,3,2300
22,2665.555555555556,659,3,7,68.0,52,1.400745,103.919147,137,3,3700
19,2686.857476635514,556,5,5,123.0,26,1.367566,103.951903,90,1,3150
28,2665.537634408602,106,6,6,160.0,18,1.328477,103.854699,6,0,3800
6,2438.2272228320526,125,3,10,67.0,12,1.328843,103.939124,8,1,2100
19,2646.8089788732395,429,3,10,82.0,12,1.312912,103.762861,33,4,3150
7,2503.2528856243443,699,4,7,100.0,32,1.376703,103.888277,58,3,2000
19,2646.150885296382,235,4,7,104.0,19,1.355111,103.869935,107,3,2950
7,2904.1139240506327,128,4,5,88.0,9,1.281525,103.829055,126,0,2600
30,2665.537634408602,10,3,10,67.0,10,1.313917,103.85221,64,0,2850
20,2438.2272228320526,427,4,10,92.0,13,1.329109,103.927734,8,1,3150
7,2622.233325006245,260,5,5,110.0,35,1.393141,103.895569,105,3,2200
14,2540.491009681881,334,4,7,101.0,33,1.447328,103.81582,102,2,1700
17,3153.6585365853657,664,3,5,60.0,16,1.306132,103.851113,44,0,1450
7,2638.489122639254,285,3,7,74.0,18,1.350011,103.952816,117,1,2050
8,2867.0494084899096,214,4,7,103.0,26,1.357512,103.848303,82,0,2100
10,2446.109123434705,514,5,5,122.0,20,1.354468,103.752589,51,4,2200
13,2398.090586145648,873,5,5,122.0,22,1.414695,103.83695,147,2,3150
22,2502.5743977326406,703,5,5,126.0,29,1.391318,103.745931,30,4,3450
26,2438.2272228320526,536,3,10,68.0,14,1.333541,103.923191,8,1,3700
8,2466.2982514021774,429,4,14,84.0,30,1.426617,103.772949,139,2,2500
1,2466.2982514021774,534,5,11,124.0,33,1.430612,103.791674,141,2,2400
11,2904.1139240506327,112,4,7,105.0,19,1.27447,103.825878,124,0,3250
16,2622.233325006245,119,6,11,141.0,35,1.384362,103.902965,100,3,2500
15,2640.890550645819,716,4,7,104.0,25,1.344098,103.696724,151,4,2000
24,2416.7000572409847,576,3,10,67.0,14,1.371402,103.854846,26,3,2750
15,2665.555555555556,160,5,11,114.0,38,1.395225,103.916001,97,3,1900
8,2646.8089788732395,518,3,10,68.0,14,1.308218,103.758943,35,4,1600
4,2398.090586145648,323,4,7,108.0,22,1.428179,103.841272,146,2,2050
4,2466.2982514021774,584,5,5,110.0,35,1.429557,103.794808,141,2,1900
25,2502.5743977326406,788,4,7,111.0,31,1.395792,103.748288,30,4,3700
16,2398.090586145648,174,4,14,84.0,21,1.437395,103.831939,148,2,2000
28,2438.2272228320526,761,4,11,105.0,34,1.336182,103.934043,9,1,4100
24,2638.489122639254,201,3,10,82.0,21,1.352922,103.953858,117,1,2400
3,2438.2272228320526,428,4,10,92.0,13,1.32954,103.92765,8,1,2200
28,2867.0494084899096,130,4,14,84.0,20,1.345909,103.851016,13,0,4200
11,2640.890550645819,530,3,10,81.0,17,1.348533,103.715468,54,4,2600
11,2686.857476635514,477,4,7,105.0,23,1.374476,103.958442,91,1,2500
12,2665.537634408602,16,3,5,65.0,9,1.315432,103.871652,14,0,2100
26,2622.233325006245,319,5,5,110.0,36,1.390889,103.890634,4,3,4200
16,2904.1139240506327,16,3,5,65.0,9,1.278054,103.821505,125,0,2100
23,3153.6585365853657,30,3,5,66.0,15,1.305472,103.856879,112,0,2950
17,2638.489122639254,245,4,7,104.0,31,1.344365,103.954262,111,1,2600
25,2665.555555555556,642,5,11,111.0,39,1.398285,103.916255,137,3,2950
20,2622.233325006245,259,5,5,110.0,34,1.393388,103.898081,105,3,2850
25,2398.090586145648,215,3,10,67.0,19,1.431907,103.835651,88,2,2300
28,2416.7000572409847,535,3,10,67.0,14,1.374583,103.853049,26,3,2300
7,2646.8089788732395,510,3,10,67.0,12,1.310831,103.760796,33,4,1900
28,2503.2528856243443,544,4,7,106.0,26,1.37845,103.891898,58,3,3150
11,2595.146198830409,208,3,10,67.0,16,1.338436,103.742667,130,4,1850
23,2540.491009681881,352,5,5,111.0,35,1.449838,103.819822,102,2,2850
22,2622.233325006245,415,5,5,113.0,50,1.389045,103.879415,45,3,2200
27,2416.7000572409847,510,2,5,44.0,14,1.373401,103.849073,26,3,1600
1,2416.7000572409847,585,3,10,67.0,13,1.370598,103.852367,26,3,2200
12,2416.7000572409847,700,5,5,111.0,37,1.36941,103.84606,5,3,3200
7,2540.491009681881,329,6,3,136.0,33,1.446351,103.817664,102,2,2200
19,2686.857476635514,601,6,3,154.0,29,1.377859,103.943506,92,1,2400
13,2622.233325006245,250,6,3,131.0,34,1.39325,103.899823,105,3,1850
27,2904.1139240506327,111,5,5,116.0,40,1.281123,103.808688,40,0,4700
8,2622.233325006245,207,5,5,110.0,39,1.384642,103.897952,105,3,2500
26,2416.7000572409847,462,3,10,68.0,14,1.366956,103.858031,31,3,2600
28,2840.4328578455484,131,5,7,134.0,30,1.292343,103.815173,80,0,4700
0,2466.2982514021774,893,6,3,138.0,30,1.436844,103.790613,85,2,2850
20,2686.857476635514,486,5,5,121.0,26,1.374334,103.960352,91,1,2300
18,2640.890550645819,820,5,5,126.0,27,1.346332,103.695188,151,4,3350
5,2638.489122639254,113,5,5,122.0,22,1.342854,103.94988,111,1,2100
10,2516.6805151641047,85,3,5,68.0,6,1.336286,103.847479,128,0,1950
13,2638.489122639254,112,3,7,79.0,16,1.346298,103.94751,117,1,2500
24,2438.2272228320526,545,3,10,82.0,14,1.330051,103.924118,8,1,2400
9,2484.2657342657344,36,3,15,63.1,5,1.329026,103.886931,79,0,1800
5,2398.090586145648,317,4,7,92.0,49,1.434169,103.84295,146,2,2000
14,2416.7000572409847,513,3,10,67.0,18,1.372737,103.850195,26,3,2000
6,2665.537634408602,10,3,10,67.0,10,1.313917,103.85221,64,0,2100
9,2638.489122639254,868,3,7,67.0,49,1.355858,103.933334,118,1,2300
28,2640.890550645819,640,4,7,100.0,32,1.34013,103.696648,61,4,3150
3,2438.2272228320526,419,3,10,68.0,13,1.326966,103.928136,8,1,1850
22,2416.7000572409847,315,4,7,90.0,40,1.364218,103.846861,131,3,1900
19,2646.8089788732395,602,3,10,67.0,13,1.305104,103.766312,36,4,2600
12,3153.6585365853657,1,4,17,93.0,45,1.277449,103.841667,28,0,3450
18,2416.7000572409847,260,4,7,93.0,52,1.369289,103.834132,110,3,3150
5,2646.8089788732395,310,3,10,67.0,14,1.32027,103.765945,34,4,2350
28,2840.4328578455484,23,4,7,93.0,47,1.308636,103.786332,49,0,5050
27,2595.146198830409,278,5,5,120.0,32,1.340902,103.746437,130,4,3800
25,2493.746110765401,635,4,7,92.0,49,1.386562,103.757208,106,4,4200
15,2840.4328578455484,49,4,7,90.0,40,1.294022,103.808213,80,0,3150
27,2398.090586145648,208,4,10,93.0,19,1.431022,103.837623,88,2,3700
9,2493.746110765401,114,3,14,64.0,22,1.377856,103.76984,59,4,1700
1,2466.2982514021774,317,3,7,73.0,27,1.431896,103.776268,139,2,1350
27,2638.489122639254,388,5,5,127.0,27,1.355287,103.958319,117,1,3800
12,2398.090586145648,846,3,14,64.0,27,1.41676,103.834595,147,2,1900
1,2466.2982514021774,557,4,7,101.0,33,1.432722,103.796846,141,2,1600
24,2493.746110765401,468,5,11,115.0,36,1.387483,103.773467,43,4,3700
10,2416.7000572409847,170,3,5,60.0,20,1.374001,103.836432,69,3,2000
4,2640.890550645819,268,5,5,111.0,36,1.347132,103.707996,15,4,2400
14,2438.2272228320526,603,5,5,120.0,16,1.330002,103.912464,62,1,2600
30,2416.7000572409847,425,3,10,73.0,13,1.369122,103.851616,31,3,3450
5,2622.233325006245,297,5,11,122.0,35,1.394737,103.900965,105,3,2100
26,2686.857476635514,216,4,7,107.0,27,1.369023,103.960913,91,1,3800
1,2446.109123434705,136,4,10,93.0,18,1.3509,103.744858,23,4,2400
1,2438.2272228320526,18,3,5,73.0,10,1.320528,103.934764,10,1,1900
1,2595.146198830409,218,4,10,91.0,18,1.340332,103.737928,149,4,2750
7,2640.890550645819,209,3,5,65.0,10,1.346258,103.715155,15,4,1800
29,2516.6805151641047,60,5,5,120.0,33,1.336328,103.850756,16,0,3900
19,2640.890550645819,352,4,7,101.0,31,1.339366,103.720184,116,4,2600
10,2502.5743977326406,425,4,7,104.0,26,1.381219,103.739482,95,4,2100
21,2502.5743977326406,549,4,7,103.0,29,1.393673,103.742586,30,4,1950
13,2904.1139240506327,110,3,7,75.0,18,1.273804,103.827058,124,0,2300
6,2503.2528856243443,979,5,5,110.0,37,1.379539,103.879954,132,3,2200
15,2622.233325006245,439,4,7,94.0,45,1.391875,103.877855,45,3,2150
17,2640.890550645819,196,4,7,93.0,49,1.342789,103.714301,15,4,3450
6,2416.7000572409847,523,3,10,68.0,14,1.372942,103.852866,26,3,2100
4,2622.233325006245,133,5,5,122.0,33,1.388643,103.903636,100,3,2100
28,2646.8089788732395,420,4,7,91.0,47,1.310045,103.769124,36,4,2950
27,2646.8089788732395,612,3,7,74.0,17,1.303442,103.768633,36,4,1800
16,2640.890550645819,660,5,5,110.0,35,1.335692,103.704302,61,4,2600
0,3153.6585365853657,269,4,10,92.0,18,1.300357,103.853466,136,0,2600
10,2502.5743977326406,689,5,5,110.0,36,1.403135,103.749793,143,4,2600
10,2646.150885296382,223,3,10,72.0,18,1.357562,103.87061,108,3,2400
4,2595.146198830409,201,5,5,120.0,23,1.336406,103.743075,130,4,2300
26,2646.8089788732395,511,4,10,91.0,12,1.31032,103.760412,33,4,4400
25,2622.233325006245,438,4,7,94.0,45,1.392745,103.87772,45,3,4200
15,2398.090586145648,646,4,14,84.0,21,1.422112,103.837491,147,2,2200
4,2646.150885296382,114,5,5,121.0,20,1.368852,103.871489,108,3,1850
4,2503.2528856243443,610,5,5,122.0,20,1.370313,103.885126,58,3,2100
15,2446.109123434705,194,4,11,92.0,51,1.344681,103.745514,23,4,2550
19,2438.2272228320526,29,3,5,65.0,11,1.323958,103.936341,10,1,2100
10,2493.746110765401,533,5,5,122.0,33,1.384956,103.763765,101,4,2100
30,2665.555555555556,130,5,11,112.0,37,1.393173,103.910055,97,3,2500
17,2686.857476635514,121,4,7,106.0,23,1.36687,103.954505,91,1,2000
21,2466.2982514021774,206,3,10,68.0,15,1.445407,103.77337,87,2,2750
14,2516.6805151641047,195,3,5,66.0,7,1.330293,103.859166,72,0,1800
20,2622.233325006245,275,4,11,90.0,43,1.382874,103.894604,38,3,3800
12,2540.491009681881,493,4,7,90.0,38,1.456546,103.816764,104,2,2100
20,2398.090586145648,777,3,14,64.0,21,1.42201,103.834333,71,2,2300
15,2398.090586145648,627,4,7,105.0,22,1.417704,103.837005,147,2,2400
3,2503.2528856243443,118,3,10,67.0,16,1.35346,103.887488,77,3,2000
25,2646.150885296382,333,4,14,84.0,20,1.350497,103.87044,107,3,4100
20,2840.4328578455484,21,3,5,65.0,10,1.307036,103.784633,41,0,3700
5,2640.890550645819,336,6,3,139.0,31,1.338524,103.723483,116,4,2400
5,2622.233325006245,299,4,11,94.0,35,1.396829,103.901187,105,3,2050
6,2438.2272228320526,40,3,10,67.0,12,1.320986,103.93981,10,1,1800
6,2665.555555555556,622,3,7,69.0,48,1.400344,103.910541,137,3,2250
17,2585.947712418301,57,3,5,65.0,9,1.306513,103.915485,81,0,2100
7,2686.857476635514,643,6,3,145.0,29,1.377756,103.937965,92,1,2600
29,2646.150885296382,121,5,5,123.0,19,1.366935,103.871285,108,3,3800
0,2640.890550645819,852,4,7,107.0,30,1.347446,103.692828,151,4,2000
1,2438.2272228320526,707,4,10,92.0,14,1.335466,103.919288,9,1,2100
30,2502.5743977326406,202,4,7,113.0,23,1.381837,103.749465,29,4,2400
17,2646.8089788732395,712,4,10,91.0,14,1.304837,103.762213,35,4,3700
11,2638.489122639254,369,4,7,100.0,31,1.358699,103.960254,117,1,2400
0,2665.555555555556,618,4,11,93.0,47,1.401126,103.912463,137,3,2200
22,2665.555555555556,327,2,7,47.0,52,1.412069,103.899974,98,3,2950
1,2516.6805151641047,168,3,5,65.0,6,1.331766,103.843423,128,0,1450
11,2622.233325006245,447,2,0,47.0,47,1.392466,103.873208,45,3,1600
20,2686.857476635514,421,4,7,113.0,23,1.371105,103.954877,91,1,3550
16,2466.2982514021774,511,4,11,107.0,33,1.433453,103.788654,141,2,2600
1,2493.746110765401,487,4,7,92.0,48,1.389173,103.771106,43,4,1700
19,2502.5743977326406,683,5,5,110.0,36,1.403855,103.745493,143,4,2600
20,2638.489122639254,103,4,7,115.0,16,1.347697,103.94623,117,1,3300
8,2638.489122639254,320,4,7,112.0,29,1.350702,103.957052,117,1,2500
5,2904.1139240506327,127,4,7,93.0,47,1.281962,103.829559,126,0,3150
12,2466.2982514021774,897,5,5,118.0,31,1.436494,103.793973,85,2,3350
10,2446.109123434705,160,4,7,104.0,18,1.348885,103.742036,23,4,2350
26,2466.2982514021774,782,5,5,112.0,49,1.447467,103.802661,140,2,4000
21,2640.890550645819,345,4,7,102.0,31,1.340207,103.721534,116,4,4000
14,2646.150885296382,205,4,14,84.0,20,1.352785,103.873447,107,3,2100
23,2438.2272228320526,221,3,7,69.0,44,1.325,103.934498,8,1,3250
11,2867.0494084899096,22,3,5,68.0,7,1.357284,103.839397,135,0,2000
27,2638.489122639254,206,4,7,104.0,16,1.35086,103.952352,117,1,3550
19,2466.2982514021774,754,5,5,121.0,31,1.445289,103.793929,140,2,3450
5,2638.489122639254,501,4,7,121.0,23,1.355682,103.944449,117,1,2700
0,2646.8089788732395,611,3,7,74.0,17,1.303697,103.769477,36,4,1900
11,2438.2272228320526,534,2,5,45.0,20,1.333043,103.924774,8,1,1250
16,2904.1139240506327,13,5,5,110.0,37,1.274699,103.840485,42,0,3250
21,2398.090586145648,208,3,10,67.0,19,1.431022,103.837623,88,2,2300
22,2466.2982514021774,577,4,7,91.0,34,1.430962,103.796545,141,2,3150
6,2416.7000572409847,440,3,10,67.0,13,1.366428,103.854311,31,3,1900
20,2466.2982514021774,582,5,5,110.0,35,1.43014,103.795835,141,2,2750
27,2904.1139240506327,63,5,5,121.0,35,1.289651,103.8154,1,0,4100
27,2867.0494084899096,229,4,7,104.0,26,1.357602,103.846073,82,0,4000
30,2446.109123434705,338,4,14,84.0,20,1.363534,103.750673,55,4,3900
10,2503.2528856243443,972,6,3,137.0,33,1.37822,103.87942,132,3,2600
4,2904.1139240506327,105,3,10,69.0,17,1.272483,103.824703,124,0,2600
9,2503.2528856243443,981,4,7,90.0,37,1.380448,103.879579,132,3,2050
29,2398.090586145648,241,4,10,96.0,20,1.43212,103.839123,88,2,1450
14,2640.890550645819,465,4,10,91.0,18,1.350126,103.72321,54,4,2650
7,2904.1139240506327,63,4,10,98.0,10,1.274831,103.810941,123,0,2600
22,2516.6805151641047,96,3,5,68.0,4,1.338624,103.84838,17,0,1900
5,2503.2528856243443,619,3,5,60.0,19,1.369848,103.883701,58,3,2100
10,2503.2528856243443,967,6,3,137.0,33,1.378183,103.878641,132,3,2200
19,2867.0494084899096,124,4,14,84.0,21,1.346476,103.851274,13,0,4200
3,2484.2657342657344,327,4,14,84.0,19,1.326905,103.903998,66,0,2300
23,2646.8089788732395,371,3,10,68.0,15,1.320575,103.768212,34,4,3250
8,2503.2528856243443,526,4,14,84.0,22,1.374407,103.890564,58,3,2000
28,2438.2272228320526,76,3,5,59.0,12,1.328297,103.942068,8,1,3250
4,2438.2272228320526,127,3,10,67.0,12,1.327974,103.937944,8,1,1850
8,2595.146198830409,287,6,3,143.0,32,1.338459,103.744222,130,4,2750
25,2438.2272228320526,603,5,5,120.0,16,1.330002,103.912464,62,1,3050
25,2398.090586145648,157,3,10,82.0,19,1.432218,103.834091,148,2,2750
27,2638.489122639254,266,4,7,103.0,18,1.351966,103.950238,117,1,3150
14,2638.489122639254,801,3,10,68.0,18,1.347192,103.938014,118,1,2200
29,2398.090586145648,107,3,10,67.0,16,1.432221,103.827555,148,2,1700
1,2416.7000572409847,305,5,15,123.0,11,1.366085,103.846014,131,3,2750
22,2904.1139240506327,69,4,7,100.0,35,1.287017,103.816375,99,0,2850
22,2904.1139240506327,15,3,5,65.0,9,1.27706,103.820762,125,0,2100
22,2665.537634408602,63,3,5,65.0,8,1.321,103.868321,47,0,2150
18,2438.2272228320526,126,3,10,82.0,12,1.328168,103.938918,8,1,2850
29,2904.1139240506327,44,3,5,76.0,10,1.271409,103.810888,123,0,3550
26,2493.746110765401,465,5,11,114.0,36,1.387228,103.77279,43,4,3150
18,2904.1139240506327,26,3,7,60.0,43,1.282758,103.825206,127,0,3150
28,2904.1139240506327,80,4,11,95.0,47,1.273682,103.806579,123,0,4200
1,2622.233325006245,262,5,5,110.0,35,1.395541,103.894941,105,3,1950
0,2438.2272228320526,21,3,5,65.0,6,1.325779,103.922425,70,1,1900
27,2484.2657342657344,120,4,10,92.0,16,1.318212,103.884752,2,0,2300
1,2622.233325006245,450,3,7,67.0,48,1.394048,103.873346,45,3,1700
8,2622.233325006245,441,4,7,93.0,46,1.392201,103.874779,45,3,2500
0,2493.746110765401,172,4,7,101.0,31,1.379445,103.766667,59,4,1450
29,2665.537634408602,116,4,7,93.0,51,1.327053,103.860558,6,0,3550
17,2446.109123434705,625,5,5,119.0,31,1.351381,103.748585,20,4,2300
5,2640.890550645819,521,3,10,67.0,16,1.346593,103.717248,54,4,1600
29,2840.4328578455484,11,3,5,65.0,9,1.309054,103.794063,53,0,3700
17,2665.537634408602,108,5,5,110.0,39,1.319844,103.859462,12,0,2900
28,2638.489122639254,709,5,5,119.0,31,1.35799,103.937435,118,1,4200
12,2904.1139240506327,17,4,7,99.0,36,1.277383,103.821604,125,0,2600
25,2638.489122639254,458,4,7,108.0,22,1.357981,103.95455,117,1,2300
15,2640.890550645819,661,5,5,110.0,35,1.336549,103.704583,61,4,2450
14,2638.489122639254,237,3,7,73.0,18,1.355491,103.947212,117,1,2500
21,2493.746110765401,650,6,11,130.0,35,1.386911,103.76331,101,4,2950
12,2640.890550645819,664,5,5,110.0,34,1.338946,103.702784,61,4,2200
1,2595.146198830409,40,3,5,74.0,12,1.32135,103.742031,121,4,1800
3,2622.233325006245,290,5,5,110.0,36,1.396079,103.896728,105,3,2250
29,2416.7000572409847,170,3,5,60.0,20,1.374001,103.836432,69,3,2750
27,2502.5743977326406,685,4,7,90.0,36,1.403637,103.748177,143,4,3150
10,2484.2657342657344,32,3,10,68.0,15,1.309416,103.8839,2,0,2000
20,2484.2657342657344,34,4,7,85.0,40,1.321013,103.900973,48,0,2950
9,2904.1139240506327,36,3,15,59.0,5,1.28836,103.827057,24,0,2200
7,2416.7000572409847,324,4,10,98.0,12,1.368334,103.846879,131,3,2800
7,2638.489122639254,131,4,7,104.0,22,1.345495,103.95396,111,1,2500
26,2502.5743977326406,19,3,10,68.0,15,1.379394,103.752949,122,4,2600
1,2540.491009681881,589,5,5,110.0,36,1.449713,103.824891,0,2,2000
9,2622.233325006245,227,4,7,101.0,34,1.386802,103.901133,105,3,2400
16,2640.890550645819,965,4,7,103.0,23,1.341342,103.692491,151,4,3550
28,2665.555555555556,167,4,11,92.0,43,1.394227,103.914977,97,3,2850
10,2638.489122639254,448,4,7,108.0,19,1.357407,103.950996,117,1,2100
25,2502.5743977326406,503,5,5,127.0,29,1.388305,103.742323,30,4,2950
13,2516.6805151641047,118,3,10,67.0,18,1.335481,103.862654,96,0,2000
15,2416.7000572409847,443,3,10,67.0,13,1.366044,103.855369,31,3,1900
28,2446.109123434705,289,5,5,119.0,31,1.343402,103.759189,22,4,3900
24,2416.7000572409847,419,3,10,74.0,13,1.365347,103.854152,31,3,2600
5,2622.233325006245,212,5,11,115.0,46,1.386185,103.900551,105,3,2400
18,2646.8089788732395,347,4,10,92.0,13,1.317179,103.770789,34,4,4700
10,2503.2528856243443,921,4,7,100.0,32,1.376399,103.884101,132,3,2750
8,2640.890550645819,750,5,5,128.0,27,1.347937,103.699192,151,4,1900
1,2686.857476635514,423,4,7,104.0,23,1.370166,103.954786,91,1,2400
17,2904.1139240506327,13,4,7,75.0,37,1.274699,103.840485,42,0,2600
12,2665.537634408602,64,3,5,76.0,8,1.320369,103.868341,47,0,2100
1,2446.109123434705,289,5,5,122.0,31,1.343867,103.760535,22,4,2250
3,2646.150885296382,408,4,7,113.0,23,1.347247,103.873453,134,3,2850
24,2502.5743977326406,288,4,7,114.0,24,1.378939,103.741023,68,4,3700
11,2640.890550645819,749,4,7,104.0,24,1.348066,103.698072,151,4,2000
6,2438.2272228320526,213,3,10,68.0,14,1.326353,103.932637,8,1,2400
21,2840.4328578455484,88,4,11,83.0,50,1.295794,103.809265,80,0,5550
26,2540.491009681881,415,6,3,130.0,35,1.451626,103.818573,104,2,2100
20,2638.489122639254,491,4,7,110.0,27,1.362272,103.954186,117,1,3150
11,2840.4328578455484,91,3,15,60.0,1,1.30587,103.799764,37,0,2100
8,2622.233325006245,207,4,7,85.0,39,1.384309,103.897629,105,3,2200
21,2638.489122639254,515,5,4,109.0,42,1.356962,103.939269,117,1,3900
0,2904.1139240506327,44,3,5,76.0,10,1.271409,103.810888,123,0,2100
4,2665.555555555556,209,3,7,67.0,48,1.399309,103.900792,83,3,1050
14,2398.090586145648,223,4,10,93.0,20,1.434367,103.835603,88,2,2500
29,2398.090586145648,852,3,7,74.0,22,1.416083,103.836622,147,2,2950
0,2503.2528856243443,301,3,7,74.0,17,1.367788,103.89393,67,3,1900
9,2466.2982514021774,216,5,5,118.0,15,1.447134,103.772172,87,2,2500
28,2622.233325006245,249,4,9,85.0,34,1.391762,103.899173,105,3,3700
9,2665.555555555556,622,2,7,46.0,48,1.400344,103.910541,137,3,1450
21,2540.491009681881,357,4,11,95.0,35,1.450242,103.817316,102,2,2450
27,2665.555555555556,103,5,5,110.0,37,1.397267,103.904538,97,3,2200
15,2502.5743977326406,786,5,7,135.0,31,1.395083,103.748349,30,4,2100
20,2622.233325006245,178,4,7,93.0,49,1.389041,103.910719,100,3,2200
22,2416.7000572409847,700,5,5,111.0,37,1.36941,103.84606,5,3,2900
25,2622.233325006245,226,6,3,141.0,33,1.388256,103.900018,105,3,3450
19,2484.2657342657344,108,3,10,68.0,15,1.319175,103.885322,2,0,3150
18,2446.109123434705,289,5,5,121.0,31,1.343607,103.759943,22,4,3450
7,2640.890550645819,208,3,5,65.0,10,1.347004,103.714216,15,4,2100
27,2622.233325006245,121,4,7,91.0,34,1.386294,103.905381,100,3,3700
6,2640.890550645819,339,3,7,67.0,46,1.338757,103.722157,116,4,1650
9,2516.6805151641047,174,3,5,65.0,6,1.330672,103.841918,128,0,1600
25,2904.1139240506327,17,5,5,119.0,36,1.277768,103.821702,125,0,2950
5,2493.746110765401,474,5,11,112.0,37,1.388634,103.772388,43,4,2200
25,2904.1139240506327,146,3,10,81.0,15,1.277837,103.830815,65,0,2750
9,2540.491009681881,359,6,11,131.0,35,1.4494,103.815132,102,2,2050
23,2503.2528856243443,652,3,5,69.0,22,1.372408,103.881598,58,3,2750
10,2646.150885296382,306,3,5,60.0,19,1.35417,103.866886,107,3,2300
25,2646.150885296382,203,3,14,64.0,20,1.352069,103.873289,107,3,2300
25,2640.890550645819,210,3,5,65.0,11,1.347646,103.712933,15,4,1700
6,2840.4328578455484,13,3,5,65.0,9,1.30936,103.793205,53,0,2200
7,2646.8089788732395,442,3,10,82.0,14,1.314123,103.764519,33,4,1900
11,2595.146198830409,53,5,5,121.0,20,1.321377,103.737578,121,4,2400
29,2466.2982514021774,788,6,3,141.0,31,1.443251,103.801772,140,2,2600
13,2640.890550645819,919,5,5,122.0,22,1.339927,103.687354,151,4,3150
21,2686.857476635514,450,4,7,114.0,23,1.371142,103.958097,91,1,3050
6,2646.150885296382,504,5,5,124.0,26,1.373878,103.876308,109,3,2600
3,2638.489122639254,256,4,7,101.0,30,1.343026,103.95176,111,1,2400
21,2446.109123434705,162,3,7,74.0,19,1.347681,103.741888,23,4,2300
18,2416.7000572409847,124,3,10,82.0,13,1.370892,103.844768,69,3,2000
