index,num_school_500m,nearest_school_dist
19287,3,270.01
19288,0,596.39
19289,1,439.98
19290,1,385.45
19291,2,260.32
19292,0,561.2
19293,2,150.19
19294,0,801.41
19295,0,851.31
19296,1,283.73
19297,0,833.49
19298,1,334.85
19299,4,143.32
19300,0,504.77
19301,3,170.11
19302,2,375.25
19303,0,691.42
19304,2,183.87
19305,1,258.94
19306,2,152.83
19307,0,512.36
19308,1,271.79
19309,0,573.89
19310,0,778.01
19311,0,697.84
19312,2,263.28
19313,0,739.58
19314,0,544.47
19315,1,191.6
19316,1,453.62
19317,0,612.05
19318,2,224.56
19319,1,364.91
19320,1,398.12
19321,1,334.75
19322,1,293.82
19323,1,232.46
19324,0,557.35
19325,0,1066.27
19326,3,227.67
19327,0,527.38
19328,1,280.82
19329,1,217.05
19330,1,389.76
19331,0,674.76
19332,1,250.04
19333,2,109.14
19334,2,398.11
19335,1,184.1
19336,1,96.84
19337,1,268.73
19338,1,491.06
19339,1,233.43
19340,4,205.44
19341,2,326.53
19342,1,257.87
19343,0,879.98
19344,0,616.83
19345,1,293.65
19346,1,429.34
19347,0,582.57
19348,2,189.93
19349,1,348.33
19350,0,694.38
19351,0,870.31
19352,0,552.83
19353,1,407.47
19354,1,285.05
19355,1,218.15
19356,3,298.96
19357,1,362.46
19358,2,224.24
19359,1,478.2
19360,1,338.25
19361,0,584.82
19362,1,311.35
19363,2,91.42
19364,0,625.19
19365,1,430.35
19366,1,239.11
19367,3,148.61
19368,1,345.62
19369,0,1027.85
19370,0,507.22
19371,0,717.25
19372,1,454.68
19373,0,516.05
19374,4,170.81
19375,1,266.29
19376,0,617.48
19377,1,155.97
19378,1,112.32
19379,3,170.04
19380,2,83.89
19381,3,365.72
19382,2,197.19
19383,0,530.74
19384,1,234.09
19385,1,208.78
19386,1,179.39
19387,1,285.94
19388,0,794.32
19389,0,801.1
19390,2,163.9
19391,0,747.01
19392,3,374.23
19393,1,349.43
19394,1,225.66
19395,1,389.77
19396,1,193.66
19397,1,298.2
19398,2,307.37
19399,3,480.62
19400,1,442.96
19401,0,729.29
19402,1,234.38
19403,1,421.71
19404,0,758.0
19405,1,197.09
19406,2,327.21
19407,1,430.1
19408,1,321.8
19409,1,356.19
19410,1,200.09
19411,1,464.05
19412,0,561.21
19413,0,1270.19
19414,2,301.72
19415,0,529.72
19416,0,630.78
19417,2,95.97
19418,1,238.36
19419,1,466.71
19420,0,1267.06
19421,1,439.76
19422,1,443.9
19423,1,193.12
19424,2,172.19
19425,0,975.23
19426,0,955.73
19427,1,240.97
19428,1,347.03
19429,2,392.95
19430,2,366.2
19431,1,129.21
19432,1,331.08
19433,0,529.57
19434,0,529.65
19435,0,730.96
19436,1,232.46
19437,1,109.86
19438,3,180.78
19439,0,784.43
19440,0,609.68
19441,0,648.47
19442,1,421.64
19443,0,595.08
19444,1,334.36
19445,0,625.71
19446,2,102.09
19447,0,772.88
19448,0,505.91
19449,0,927.27
19450,0,676.89
19451,1,481.25
19452,1,344.5
19453,1,142.76
19454,1,299.31
19455,2,341.11
19456,1,185.4
19457,1,376.25
19458,2,334.92
19459,0,1059.58
19460,3,339.9
19461,1,465.76
19462,1,380.0
19463,0,518.56
19464,1,261.45
19465,2,233.64
19466,1,256.37
19467,4,258.59
19468,2,272.55
19469,1,477.73
19470,1,154.5
19471,0,630.46
19472,1,139.02
19473,1,381.22
19474,1,285.33
19475,3,234.96
19476,2,432.36
19477,2,177.23
19478,0,525.19
19479,1,492.8
19480,3,325.3
19481,4,169.82
19482,1,442.36
19483,1,208.12
19484,1,206.41
19485,2,369.17
19486,0,604.97
19487,1,490.92
19488,1,225.37
19489,0,911.68
19490,2,245.62
19491,1,246.5
19492,1,199.61
19493,2,254.82
19494,2,306.06
19495,1,279.02
19496,1,199.91
19497,3,205.05
19498,2,420.29
19499,0,536.82
19500,1,486.7
19501,2,312.26
19502,1,304.1
19503,0,552.78
19504,0,601.3
19505,2,381.64
19506,1,271.72
19507,1,296.34
19508,1,496.0
19509,2,154.95
19510,1,484.67
19511,1,439.66
19512,0,831.77
19513,0,585.09
19514,0,821.11
19515,1,112.32
19516,1,305.68
19517,0,1243.39
19518,1,154.59
19519,0,609.68
19520,1,213.49
19521,2,429.29
19522,1,393.23
19523,0,626.5
19524,0,603.27
19525,1,337.48
19526,1,317.5
19527,0,550.57
19528,1,210.94
19529,1,338.64
19530,1,261.45
19531,1,318.74
19532,0,954.83
19533,1,378.41
19534,1,307.22
19535,0,515.04
19536,0,534.08
19537,1,267.27
19538,2,197.93
19539,1,408.49
19540,1,151.14
19541,1,312.73
19542,3,397.31
19543,1,245.96
19544,1,271.72
19545,1,309.29
19546,1,435.28
19547,0,534.59
19548,0,605.01
19549,0,734.89
19550,2,202.82
19551,0,804.03
19552,1,247.56
19553,0,1359.05
19554,0,531.14
19555,1,286.34
19556,1,374.48
19557,2,306.06
19558,1,264.59
19559,1,446.06
19560,1,186.06
19561,1,203.94
19562,2,324.1
19563,1,479.67
19564,1,178.89
19565,2,212.95
19566,2,257.53
19567,0,558.5
19568,1,491.06
19569,0,762.6
19570,2,398.27
19571,1,446.06
19572,3,185.75
19573,1,414.85
19574,2,156.97
19575,2,143.31
19576,0,598.66
19577,2,291.52
19578,1,494.73
19579,0,507.3
19580,1,171.9
19581,0,650.99
19582,4,127.94
19583,1,429.45
19584,3,246.3
19585,0,597.87
19586,1,214.78
19587,3,250.32
19588,1,371.97
19589,2,153.35
19590,1,294.59
19591,0,712.55
19592,2,203.88
19593,3,205.46
19594,1,489.42
19595,1,294.38
19596,1,136.28
19597,0,1276.73
19598,0,669.5
19599,0,598.66
19600,1,231.01
19601,1,433.11
19602,1,313.31
19603,1,261.49
19604,3,325.98
19605,1,420.95
19606,1,314.54
19607,0,564.64
19608,1,422.15
19609,1,474.75
19610,1,139.88
19611,1,454.22
19612,1,494.85
19613,1,426.93
19614,1,233.97
19615,1,288.99
19616,1,332.14
19617,0,509.36
19618,2,376.98
19619,0,560.96
19620,3,439.5
19621,1,140.74
19622,0,599.46
19623,0,531.41
19624,2,153.91
19625,0,569.87
19626,0,636.03
19627,2,205.89
19628,3,170.04
19629,1,257.34
19630,1,283.32
19631,2,209.49
19632,1,201.83
19633,2,268.41
19634,0,1819.88
19635,2,429.99
19636,0,705.59
19637,0,514.24
19638,0,529.06
19639,1,368.53
19640,2,455.21
19641,2,175.5
19642,1,253.42
19643,2,397.89
19644,0,720.97
19645,2,386.43
19646,1,273.53
19647,1,243.0
19648,0,810.23
19649,1,328.73
19650,1,494.89
19651,0,860.29
19652,0,534.85
19653,1,147.87
19654,2,322.64
19655,0,575.07
19656,0,579.78
19657,1,180.18
19658,1,299.85
19659,1,409.51
19660,1,462.04
19661,1,237.07
19662,2,443.88
19663,1,471.71
19664,3,322.89
19665,2,305.23
19666,0,1653.08
19667,1,338.68
19668,1,353.87
19669,3,387.14
19670,1,287.74
19671,1,244.65
19672,2,155.95
19673,1,138.25
19674,1,420.21
19675,1,387.96
19676,0,702.52
19677,1,360.27
19678,1,148.88
19679,1,275.75
19680,1,236.27
19681,1,224.09
19682,0,850.46
19683,2,371.07
19684,0,580.39
19685,0,1027.85
19686,1,496.37
19687,2,377.78
19688,1,245.62
19689,0,601.06
19690,1,233.14
19691,1,436.12
19692,1,348.75
19693,0,510.84
19694,4,267.36
19695,0,1041.29
19696,1,376.35
19697,2,98.58
19698,1,386.22
19699,2,265.1
19700,3,202.39
19701,1,472.88
19702,2,118.35
19703,2,436.74
19704,2,66.26
19705,0,604.08
19706,2,272.55
19707,1,186.06
19708,0,1226.32
19709,1,490.92
19710,0,507.3
19711,0,588.52
19712,2,212.51
19713,0,534.45
19714,0,691.86
19715,1,117.59
19716,0,597.84
19717,1,391.64
19718,0,693.96
19719,1,457.65
19720,2,350.42
19721,3,271.8
19722,1,366.95
19723,0,536.77
19724,0,548.51
19725,0,528.78
19726,4,182.31
19727,4,264.94
19728,4,297.92
19729,0,567.85
19730,1,356.19
19731,1,432.9
19732,0,531.14
19733,0,638.76
19734,0,519.72
19735,0,675.12
19736,2,457.42
19737,2,476.48
19738,0,1423.01
19739,2,108.11
19740,4,219.24
19741,1,369.43
19742,1,479.2
19743,0,740.45
19744,1,424.78
19745,1,294.87
19746,1,441.8
19747,0,1144.2
19748,1,457.06
19749,0,507.5
19750,2,485.96
19751,2,431.5
19752,1,363.32
19753,1,252.68
19754,1,380.11
19755,1,99.1
19756,1,408.48
19757,0,804.34
19758,0,518.52
19759,0,592.03
19760,1,333.07
19761,3,199.46
19762,3,129.35
19763,1,269.11
19764,1,193.36
19765,1,235.7
19766,1,175.8
19767,3,140.8
19768,0,532.02
19769,1,286.46
19770,1,317.58
19771,0,870.31
19772,0,528.73
19773,1,213.74
19774,1,218.33
19775,3,166.23
19776,1,265.1
19777,1,463.11
19778,0,596.64
19779,1,442.35
19780,3,315.8
19781,1,243.69
19782,1,265.72
19783,0,810.89
19784,0,821.72
19785,0,775.77
19786,1,433.52
19787,3,315.78
19788,1,306.97
19789,2,253.66
19790,0,597.51
19791,0,883.53
19792,1,458.79
19793,1,382.41
19794,1,387.09
19795,1,380.57
19796,2,288.54
19797,0,506.29
19798,0,596.63
19799,1,368.59
19800,3,227.67
19801,0,553.38
19802,2,264.0
19803,1,160.23
19804,2,170.86
19805,4,171.42
19806,1,269.37
19807,0,659.11
19808,1,392.61
19809,2,149.99
19810,2,221.04
19811,1,285.77
19812,1,355.67
19813,3,74.37
19814,1,338.68
19815,0,573.29
19816,2,312.26
19817,1,471.7
19818,1,331.57
19819,0,1276.73
19820,0,582.59
19821,2,422.75
19822,1,360.25
19823,1,438.02
19824,1,281.69
19825,0,586.76
19826,2,144.68
19827,4,284.22
19828,0,523.73
19829,1,421.66
19830,1,284.82
19831,0,798.44
19832,1,370.27
19833,1,420.95
19834,0,694.88
19835,0,517.95
19836,1,329.85
19837,2,291.24
19838,1,483.05
19839,4,196.41
19840,1,279.98
19841,1,426.53
19842,2,455.89
19843,1,415.32
19844,2,281.63
19845,1,206.41
19846,1,250.28
19847,0,531.41
19848,1,470.85
19849,2,377.44
19850,0,540.91
19851,1,434.2
19852,1,330.85
19853,0,546.5
19854,1,376.13
19855,1,129.34
19856,3,201.65
19857,1,317.52
19858,4,258.59
19859,1,55.01
19860,0,665.37
19861,1,142.76
19862,0,1243.39
19863,1,382.41
19864,1,314.67
19865,3,271.8
19866,0,947.21
19867,1,100.16
19868,1,454.41
19869,2,168.72
19870,1,188.87
19871,2,118.27
19872,3,245.26
19873,1,143.27
19874,1,349.43
19875,0,799.26
19876,2,354.36
19877,3,331.82
19878,2,436.42
19879,1,326.53
19880,1,207.13
19881,0,1267.06
19882,1,271.91
19883,1,140.21
19884,1,111.44
19885,0,660.32
19886,3,225.07
19887,3,146.9
19888,1,354.95
19889,2,285.73
19890,2,219.03
19891,0,719.37
19892,1,99.57
19893,0,600.86
19894,1,122.96
19895,1,128.94
19896,0,503.73
19897,4,261.4
19898,4,191.34
19899,0,618.81
19900,0,517.81
19901,1,473.55
19902,0,509.1
19903,1,360.33
19904,0,658.29
19905,0,630.78
19906,0,646.15
19907,1,261.45
19908,0,756.95
19909,2,443.05
19910,1,148.13
19911,2,218.2
19912,1,250.08
19913,1,257.81
19914,1,470.78
19915,1,225.77
19916,1,205.74
19917,1,317.18
19918,1,431.57
19919,0,1080.63
19920,0,528.19
19921,1,445.12
19922,1,258.37
19923,1,294.72
19924,0,654.87
19925,2,201.47
19926,0,825.11
19927,1,445.23
19928,0,704.78
19929,1,247.64
19930,0,565.73
19931,1,251.64
19932,1,375.88
19933,2,468.07
19934,0,551.42
19935,1,368.02
19936,1,476.94
19937,0,644.81
19938,2,427.51
19939,1,476.24
19940,1,237.56
19941,0,705.27
19942,1,485.54
19943,0,607.79
19944,1,438.44
19945,4,330.21
19946,2,209.61
19947,1,460.35
19948,1,318.8
19949,1,354.95
19950,0,1126.03
19951,1,309.29
19952,1,385.12
19953,0,643.67
19954,1,383.68
19955,0,845.36
19956,0,790.27
19957,1,291.92
19958,1,445.76
19959,1,245.16
19960,1,180.01
19961,1,83.62
19962,1,244.41
19963,1,205.74
19964,0,1752.3
19965,4,192.0
19966,1,488.21
19967,0,745.82
19968,2,248.08
19969,0,766.39
19970,1,416.89
19971,1,283.12
19972,1,97.74
19973,1,298.2
19974,4,184.62
19975,1,494.3
19976,2,312.71
19977,1,216.56
19978,1,294.87
19979,4,392.05
19980,1,201.83
19981,0,535.37
19982,1,468.9
19983,0,518.44
19984,1,425.6
19985,0,992.84
19986,1,202.01
19987,0,798.44
19988,1,304.51
19989,1,326.37
19990,1,456.94
19991,2,211.44
19992,0,580.74
19993,1,430.14
19994,0,737.25
19995,1,498.84
19996,0,608.86
19997,0,928.11
19998,1,498.02
19999,1,408.45
20000,3,232.24
20001,1,499.57
20002,4,274.55
20003,1,356.73
20004,0,746.21
20005,2,286.27
20006,1,291.65
20007,1,369.9
20008,1,416.5
20009,0,795.38
20010,2,242.67
20011,1,489.92
20012,0,605.79
20013,0,762.9
20014,0,1249.51
20015,2,242.67
20016,0,510.49
20017,0,980.64
20018,1,281.51
20019,1,172.81
20020,1,423.25
20021,1,177.01
20022,1,331.57
20023,0,790.27
20024,2,245.33
20025,1,318.67
20026,0,564.17
20027,1,338.85
20028,1,426.93
20029,1,484.14
20030,1,152.97
20031,1,487.67
20032,0,529.96
20033,1,442.57
20034,0,831.7
20035,0,549.58
20036,1,378.55
20037,0,717.31
20038,4,151.68
20039,3,294.6
20040,0,1243.39
20041,1,139.88
20042,1,190.61
20043,1,200.7
20044,1,275.24
20045,2,158.1
20046,2,371.07
20047,1,373.58
20048,0,832.36
20049,1,290.18
20050,0,898.43
20051,2,177.76
20052,2,305.09
20053,1,418.33
20054,1,302.05
20055,0,531.14
20056,1,463.86
20057,0,842.04
20058,3,227.67
20059,2,246.23
20060,4,289.37
20061,1,203.61
20062,2,224.61
20063,0,538.54
20064,1,147.35
20065,1,472.38
20066,0,539.73
20067,2,445.33
20068,1,475.96
20069,1,262.46
20070,1,404.32
20071,2,285.73
20072,0,704.78
20073,1,171.64
20074,3,127.93
20075,2,362.15
20076,3,360.97
20077,0,1819.88
20078,1,285.94
20079,0,619.71
20080,1,186.86
20081,1,481.65
20082,1,403.06
20083,2,168.19
20084,1,213.47
20085,1,347.02
20086,2,186.42
20087,1,476.44
20088,0,598.66
20089,0,1203.25
20090,2,174.53
20091,3,364.37
20092,0,525.19
20093,0,1134.03
20094,0,529.96
20095,1,497.37
20096,0,601.53
20097,0,630.46
20098,1,433.45
20099,1,466.51
20100,4,460.82
20101,1,123.36
20102,1,481.75
20103,2,179.72
20104,1,194.27
20105,1,159.72
20106,4,236.56
20107,1,220.04
20108,1,395.34
20109,1,434.24
20110,0,525.09
20111,0,604.08
20112,0,704.78
20113,2,255.32
20114,0,868.77
20115,0,807.38
20116,0,716.0
20117,1,96.1
20118,1,258.86
20119,0,834.89
20120,1,381.67
20121,2,249.32
20122,1,297.79
20123,2,341.11
20124,0,558.76
20125,1,366.95
20126,2,225.68
20127,1,406.29
20128,1,489.42
20129,1,229.47
20130,1,240.0
20131,0,572.8
20132,2,314.65
20133,1,231.71
20134,1,473.0
20135,2,137.37
20136,1,410.46
20137,1,493.61
20138,1,475.96
20139,1,369.53
20140,1,401.43
20141,4,284.22
20142,1,399.27
20143,3,83.26
20144,0,511.86
20145,1,343.62
20146,0,523.73
20147,0,601.52
20148,1,398.23
20149,1,403.27
20150,2,156.82
20151,4,296.48
20152,1,314.54
20153,2,224.56
20154,1,489.74
20155,1,419.69
20156,0,522.46
20157,1,122.68
20158,0,578.87
20159,0,730.92
20160,2,243.67
20161,0,875.09
20162,0,675.27
20163,1,363.32
20164,1,446.06
20165,1,158.54
20166,0,698.8
20167,2,141.56
20168,2,318.98
20169,1,386.73
20170,0,1056.56
20171,4,263.23
20172,1,436.07
20173,1,119.07
20174,0,510.98
20175,1,417.1
20176,1,401.09
20177,1,460.82
20178,0,824.87
20179,1,493.66
20180,1,191.92
20181,1,431.99
20182,1,448.75
20183,1,284.82
20184,1,162.99
20185,2,225.78
20186,0,551.5
20187,2,297.97
20188,2,154.96
20189,0,1049.85
20190,2,228.18
20191,3,464.55
20192,1,325.18
20193,0,619.57
20194,1,278.22
20195,0,644.96
20196,3,326.19
20197,1,479.93
20198,1,457.65
20199,1,482.15
20200,0,571.42
20201,1,423.25
20202,1,389.77
20203,1,291.37
20204,1,482.25
20205,0,648.76
20206,2,441.07
20207,2,97.45
20208,2,156.7
20209,2,461.71
20210,2,398.11
20211,0,595.24
20212,0,756.02
20213,1,375.71
20214,1,489.74
20215,1,356.18
20216,0,1560.89
20217,1,294.59
20218,2,95.19
20219,0,695.9
20220,1,208.27
20221,2,107.28
20222,1,106.61
20223,0,500.29
20224,1,262.52
20225,1,377.03
20226,0,981.99
20227,1,318.39
20228,1,297.33
20229,2,273.37
20230,2,255.83
20231,0,1185.82
20232,1,485.38
20233,0,742.36
20234,3,282.96
20235,1,261.49
20236,1,115.96
20237,2,375.25
20238,1,298.2
20239,0,753.42
20240,0,541.05
20241,1,177.38
20242,1,265.1
20243,1,349.48
20244,1,212.51
20245,1,453.78
20246,4,386.09
20247,0,597.97
20248,2,386.43
20249,1,388.81
20250,1,160.95
20251,1,348.33
20252,1,269.11
20253,1,294.23
20254,1,399.48
20255,1,491.36
20256,3,254.19
20257,1,167.37
20258,0,564.63
20259,1,196.23
20260,1,302.05
20261,0,661.29
20262,2,470.65
20263,2,343.54
20264,3,175.6
20265,0,1109.0
20266,3,345.6
20267,0,547.06
20268,2,207.98
20269,1,273.54
20270,0,543.0
20271,1,317.52
20272,0,638.83
20273,2,333.4
20274,1,163.95
20275,1,331.1
20276,1,322.99
20277,0,665.93
20278,1,380.55
20279,1,265.1
20280,0,551.42
20281,2,280.82
20282,0,1001.47
20283,0,780.56
20284,1,288.83
20285,1,260.06
20286,1,349.43
20287,0,609.07
20288,0,571.9
20289,0,1015.69
20290,1,99.57
20291,2,499.49
20292,1,238.28
20293,1,473.31
20294,1,383.0
20295,1,425.68
20296,0,667.78
20297,1,454.67
20298,0,556.15
20299,0,737.11
20300,0,675.12
20301,3,400.2
20302,1,229.48
20303,3,325.38
20304,1,257.87
20305,1,162.98
20306,1,122.97
20307,1,486.18
20308,2,205.86
20309,1,474.93
20310,0,638.2
20311,1,182.05
20312,1,309.41
20313,0,659.99
20314,1,212.98
20315,2,142.86
20316,0,584.54
20317,1,331.12
20318,1,344.62
20319,1,257.67
20320,3,379.31
20321,1,354.95
20322,1,70.03
20323,0,508.57
20324,1,351.58
20325,1,482.11
20326,3,238.73
20327,1,183.64
20328,1,260.35
20329,1,475.83
20330,0,733.78
20331,0,574.21
20332,0,849.59
20333,2,209.49
20334,1,269.37
20335,2,233.6
20336,1,336.38
20337,1,385.95
20338,1,403.83
20339,0,656.06
20340,0,563.25
20341,0,533.69
20342,1,413.73
20343,3,273.65
20344,0,1162.0
20345,0,633.82
20346,1,267.81
20347,1,241.42
20348,0,1159.15
20349,0,542.82
20350,0,541.81
20351,0,781.29
20352,2,394.2
20353,1,273.54
20354,1,312.17
20355,0,684.2
20356,1,423.45
20357,1,315.89
20358,0,521.3
20359,1,248.55
20360,0,1243.39
20361,1,298.32
20362,0,664.81
20363,0,521.01
20364,1,321.8
20365,1,391.21
20366,0,553.84
20367,0,606.58
20368,0,694.52
20369,1,90.51
20370,1,399.81
20371,2,303.52
20372,2,328.53
20373,1,378.41
20374,2,362.88
20375,1,258.86
20376,3,271.8
20377,1,338.64
20378,2,237.04
20379,2,273.37
20380,1,446.4
20381,0,534.88
20382,2,377.07
20383,1,284.23
20384,1,295.2
20385,3,195.45
20386,1,472.25
20387,1,460.82
20388,0,510.2
20389,4,123.92
20390,0,584.84
20391,3,163.09
20392,4,221.13
20393,1,181.68
20394,1,336.1
20395,1,290.16
20396,2,298.99
20397,0,556.46
20398,2,457.42
20399,2,344.56
20400,1,328.28
20401,2,377.07
20402,0,530.57
20403,1,358.59
20404,1,457.06
20405,4,219.24
20406,1,313.31
20407,2,417.02
20408,1,215.17
20409,0,561.3
20410,1,436.77
20411,1,391.14
20412,3,240.04
20413,1,456.33
20414,3,151.32
20415,0,595.78
20416,1,389.48
20417,2,203.58
20418,2,230.75
20419,2,311.6
20420,0,560.06
20421,1,412.1
20422,4,295.12
20423,1,369.9
20424,1,102.61
20425,1,397.82
20426,0,596.39
20427,0,947.12
20428,2,159.96
20429,0,554.28
20430,1,432.81
20431,0,551.5
20432,0,542.35
20433,0,737.25
20434,1,464.86
20435,1,404.66
20436,2,390.49
20437,0,512.4
20438,0,2080.17
20439,1,491.45
20440,1,358.2
20441,1,346.91
20442,1,473.18
20443,0,628.8
20444,3,385.78
20445,1,435.8
20446,1,226.66
20447,1,417.4
20448,0,607.23
20449,1,474.74
20450,1,329.85
20451,0,503.17
20452,1,428.86
20453,0,528.15
20454,3,271.99
20455,1,184.39
20456,2,273.4
20457,4,263.23
20458,1,159.01
20459,1,297.76
20460,1,271.72
20461,0,537.05
20462,1,244.73
20463,3,141.47
20464,0,1063.53
20465,1,316.87
20466,1,255.52
20467,0,892.48
20468,1,317.17
20469,0,760.63
20470,3,133.86
20471,1,302.05
20472,1,463.85
20473,1,472.6
20474,1,284.8
20475,2,424.74
20476,1,232.99
20477,1,217.36
20478,0,564.66
20479,2,131.78
20480,2,371.07
20481,0,566.03
20482,0,527.97
20483,0,530.23
20484,1,466.51
20485,1,241.98
20486,0,1074.66
20487,0,1077.89
20488,2,379.97
20489,3,77.04
20490,1,202.81
20491,1,450.52
20492,1,126.57
20493,0,731.69
20494,2,150.1
20495,2,281.52
20496,2,162.55
20497,2,49.09
20498,1,97.74
20499,1,462.04
20500,1,316.61
20501,0,630.31
20502,2,129.74
20503,3,331.97
20504,1,482.25
20505,1,245.16
20506,2,263.28
20507,1,328.28
20508,1,294.62
20509,0,630.78
20510,0,740.58
20511,0,625.19
20512,1,460.35
20513,0,556.46
20514,2,245.8
20515,2,449.51
20516,0,512.4
20517,1,328.28
20518,2,112.77
20519,2,235.18
20520,0,812.29
20521,0,628.69
20522,1,217.36
20523,2,184.01
20524,0,1587.19
20525,2,154.95
20526,2,245.8
20527,1,350.73
20528,1,328.93
20529,1,272.27
20530,1,302.31
20531,2,466.12
20532,0,571.05
20533,1,421.32
20534,0,501.29
20535,1,353.38
20536,0,743.17
20537,1,334.06
20538,1,194.69
20539,1,481.96
20540,2,310.29
20541,1,189.02
20542,0,665.93
20543,1,202.77
20544,1,370.94
20545,1,264.73
20546,1,417.1
20547,1,473.31
20548,1,207.08
20549,0,804.03
20550,0,904.56
20551,1,335.26
20552,0,659.26
20553,1,412.92
20554,3,387.42
20555,2,334.95
20556,1,75.44
20557,2,310.29
20558,1,128.94
20559,1,101.65
20560,1,259.87
20561,1,496.25
20562,1,223.38
20563,0,1041.6
20564,4,168.62
20565,0,1124.17
20566,1,433.45
20567,1,382.46
20568,1,263.87
20569,2,182.44
20570,0,925.84
20571,1,353.38
20572,2,404.5
20573,1,248.55
20574,1,354.2
20575,1,239.11
20576,4,314.49
20577,1,468.23
20578,1,126.07
20579,1,439.94
20580,2,290.17
20581,0,602.61
20582,1,288.08
20583,1,471.5
20584,1,96.84
20585,1,427.01
20586,0,554.28
20587,1,344.5
20588,0,806.74
20589,0,713.69
20590,1,338.91
20591,1,375.9
20592,0,591.5
20593,2,214.39
20594,1,129.91
20595,1,391.66
20596,0,1162.0
20597,0,1039.45
20598,2,281.06
20599,1,398.52
20600,1,463.14
20601,0,715.55
20602,1,142.01
20603,2,247.3
20604,1,228.48
20605,2,143.99
20606,0,561.92
20607,1,205.68
20608,1,410.16
20609,0,535.37
20610,1,360.6
20611,1,136.28
20612,0,821.11
20613,0,541.93
20614,0,667.01
20615,2,209.49
20616,1,195.44
20617,0,529.56
20618,1,165.12
20619,0,584.51
20620,1,183.45
20621,1,267.81
20622,1,395.72
20623,1,89.55
20624,3,216.09
20625,2,415.65
20626,1,494.18
20627,1,99.45
20628,0,810.89
20629,1,395.74
20630,1,397.82
20631,1,244.74
20632,0,500.32
20633,1,376.11
20634,1,116.55
20635,2,480.08
20636,0,661.64
20637,0,536.0
20638,2,227.48
20639,2,213.51
20640,0,541.05
20641,1,392.61
20642,0,1267.06
20643,1,72.05
20644,1,100.02
20645,1,177.73
20646,2,122.08
20647,1,254.32
20648,1,183.45
20649,1,442.94
20650,1,199.29
20651,1,262.63
20652,1,82.43
20653,2,409.62
20654,0,558.01
20655,1,339.73
20656,1,414.62
20657,1,437.2
20658,1,397.95
20659,0,517.95
20660,3,197.83
20661,1,436.59
20662,0,618.49
20663,2,166.07
20664,0,1031.67
20665,1,130.74
20666,1,488.76
20667,0,590.32
20668,3,246.3
20669,1,419.3
20670,1,441.86
20671,1,321.8
20672,2,241.55
20673,2,393.64
20674,1,295.18
20675,1,116.38
20676,0,704.78
20677,1,245.55
20678,1,495.61
20679,2,262.45
20680,1,434.2
20681,1,490.99
20682,1,184.21
20683,1,414.53
20684,0,743.17
20685,0,513.34
20686,1,156.41
20687,2,428.21
20688,1,396.81
20689,2,489.39
20690,1,212.98
20691,1,474.75
20692,0,752.97
20693,1,350.73
20694,3,133.86
20695,0,567.48
20696,1,303.6
20697,1,410.32
20698,1,402.62
20699,1,442.86
20700,0,718.25
20701,0,527.0
20702,1,218.85
20703,0,702.69
20704,2,96.16
20705,2,420.03
20706,2,119.35
20707,1,131.95
20708,0,729.98
20709,1,191.1
20710,1,153.78
20711,2,144.68
20712,3,223.59
20713,1,464.04
20714,0,1021.42
20715,4,221.13
20716,1,390.99
20717,2,469.97
20718,1,480.63
20719,1,238.15
20720,0,559.38
20721,0,537.05
20722,0,586.82
20723,1,387.96
20724,2,430.82
20725,0,599.94
20726,2,441.07
20727,0,1809.76
20728,1,266.86
20729,1,491.84
20730,1,214.78
20731,1,495.81
20732,1,312.22
20733,1,236.74
20734,2,262.47
20735,2,224.56
20736,1,346.23
20737,3,169.34
20738,1,471.49
20739,1,226.83
20740,3,310.51
20741,1,437.18
20742,0,596.54
20743,1,213.92
20744,1,445.61
20745,1,465.45
20746,1,116.38
20747,0,613.49
20748,1,370.93
20749,1,191.34
20750,0,613.73
20751,1,355.59
20752,0,1050.02
20753,1,348.37
20754,1,479.23
20755,0,1441.37
20756,3,454.9
20757,4,350.67
20758,2,397.45
20759,1,253.66
20760,2,196.09
20761,1,411.96
20762,1,286.45
20763,1,115.84
20764,0,600.86
20765,2,233.64
20766,1,232.2
20767,1,117.98
20768,2,318.34
20769,1,367.83
20770,1,274.96
20771,2,438.79
20772,2,325.26
20773,0,521.07
20774,1,198.89
20775,1,281.69
20776,0,660.32
20777,2,192.27
20778,1,281.51
20779,1,454.22
20780,0,614.83
20781,2,274.21
20782,0,545.15
20783,3,210.22
20784,2,211.82
20785,2,281.81
20786,1,317.42
20787,1,334.67
20788,1,251.25
20789,1,280.97
20790,0,522.05
20791,1,122.95
20792,0,1049.85
20793,1,262.46
20794,0,623.82
20795,1,368.93
20796,1,202.61
20797,0,802.45
20798,1,455.16
20799,0,596.54
20800,4,258.59
20801,0,533.47
20802,0,612.15
20803,1,245.55
20804,1,498.07
20805,0,691.86
20806,2,476.48
20807,1,217.36
20808,0,572.36
20809,3,399.24
20810,3,222.56
20811,0,573.1
20812,0,708.53
20813,2,318.34
20814,2,424.77
20815,1,281.51
20816,1,239.08
20817,2,330.7
20818,1,309.41
20819,1,375.37
20820,3,387.01
20821,4,368.88
20822,0,658.81
20823,1,263.05
20824,2,438.1
20825,1,59.93
20826,0,512.61
20827,1,298.32
20828,1,197.58
20829,3,266.16
20830,0,1143.76
20831,0,504.77
20832,1,318.1
20833,0,522.29
