index,flat_model,floor_area_sqm,lease_commence_date
16270,5,126.0,1996
16271,3,141.0,1998
16272,7,73.0,1989
16273,12,97.0,2016
16274,5,122.0,1995
16275,14,64.0,2000
16276,15,56.0,1969
16277,7,138.0,1992
16278,11,95.0,2004
16279,11,67.0,2016
16280,7,136.0,1992
16281,10,98.0,1978
16282,10,68.0,1980
16283,7,74.0,1985
16284,15,56.0,1969
16285,7,67.0,2013
16286,5,65.0,1967
16287,5,124.0,1996
16288,14,70.0,1985
16289,14,84.0,1986
16290,10,67.0,1978
16291,3,147.0,1996
16292,10,67.0,1985
16293,5,121.0,1993
16294,11,93.0,2010
16295,14,84.0,1985
16296,14,64.0,1986
16297,10,67.0,1984
16298,10,91.0,1978
16299,15,62.0,1969
16300,10,68.0,1985
16301,11,113.0,2006
16302,5,110.0,2003
16303,5,120.0,1981
16304,5,121.0,1987
16305,5,110.0,2000
16306,5,122.0,1997
16307,14,84.0,1986
16308,11,93.0,2016
16309,10,74.0,1979
16310,7,101.0,1999
16311,5,122.0,1998
16312,14,84.0,1987
16313,7,105.0,1989
16314,11,91.0,2003
16315,5,123.0,1994
16316,10,67.0,1985
16317,7,93.0,2012
16318,10,91.0,1978
16319,10,67.0,1979
16320,5,123.0,1989
16321,11,93.0,2016
16322,5,65.0,1968
16323,7,93.0,2012
16324,10,67.0,1986
16325,11,90.0,2009
16326,7,46.0,2015
16327,5,88.0,1975
16328,10,67.0,1978
16329,9,88.0,2002
16330,14,84.0,1987
16331,7,93.0,2017
16332,9,93.0,1998
16333,7,93.0,2011
16334,5,119.0,1979
16335,7,110.0,1995
16336,10,91.0,1984
16337,5,121.0,1999
16338,7,102.0,1999
16339,5,65.0,1976
16340,10,99.0,1981
16341,7,93.0,2019
16342,10,97.0,1979
16343,14,89.0,1985
16344,5,119.0,1978
16345,7,93.0,2013
16346,7,73.0,1984
16347,6,155.0,1985
16348,5,119.0,1997
16349,7,136.0,1996
16350,5,69.0,1984
16351,7,74.0,1987
16352,8,140.0,1984
16353,7,102.0,1997
16354,11,121.0,2000
16355,7,94.0,2010
16356,7,100.0,1997
16357,11,110.0,2005
16358,5,59.0,1974
16359,7,83.0,1993
16360,10,67.0,1979
16361,10,92.0,1978
16362,4,81.0,2014
16363,5,115.0,2000
16364,5,60.0,1981
16365,11,112.0,2003
16366,7,132.0,1993
16367,14,64.0,1985
16368,5,113.0,2018
16369,5,120.0,1986
16370,11,90.0,2008
16371,15,121.0,1976
16372,7,92.0,2002
16373,3,130.0,2000
16374,14,64.0,1988
16375,3,140.0,1999
16376,7,104.0,1990
16377,7,106.0,1995
16378,5,60.0,1970
16379,5,60.0,1986
16380,14,84.0,1985
16381,10,68.0,1985
16382,5,129.0,1985
16383,14,84.0,1987
16384,10,91.0,1980
16385,10,92.0,1978
16386,5,110.0,2001
16387,7,91.0,2001
16388,5,110.0,2002
16389,15,63.0,1983
16390,5,110.0,2002
16391,10,68.0,1984
16392,5,119.0,1979
16393,7,73.0,1988
16394,3,144.0,1993
16395,7,133.0,1984
16396,15,114.0,1977
16397,5,110.0,2004
16398,5,110.0,2001
16399,7,104.0,1997
16400,5,115.0,2001
16401,15,60.0,1967
16402,5,67.0,1970
16403,15,118.0,1978
16404,10,92.0,1979
16405,14,84.0,1985
16406,10,67.0,1983
16407,5,110.0,2001
16408,5,68.0,1979
16409,7,90.0,2000
16410,5,109.0,2000
16411,4,91.0,2012
16412,15,60.0,1967
16413,11,122.0,1999
16414,7,73.0,1989
16415,11,114.0,2004
16416,7,90.0,2003
16417,14,84.0,1987
16418,5,65.0,1975
16419,5,121.0,1987
16420,5,126.0,1993
16421,10,68.0,1981
16422,7,91.0,2002
16423,10,68.0,1980
16424,5,45.0,1976
16425,5,110.0,2001
16426,11,92.0,2008
16427,10,68.0,1980
16428,7,74.0,1984
16429,10,67.0,1978
16430,11,93.0,2010
16431,11,94.0,2001
16432,7,106.0,1991
16433,10,67.0,1985
16434,7,77.0,1983
16435,7,101.0,1997
16436,5,127.0,1997
16437,7,108.0,1984
16438,7,103.0,1984
16439,10,67.0,1978
16440,15,120.0,1977
16441,6,146.0,1989
16442,7,92.0,2015
16443,7,103.0,1999
16444,7,104.0,1986
16445,5,121.0,1990
16446,5,122.0,1986
16447,11,94.0,2001
16448,10,67.0,1980
16449,5,67.0,1971
16450,10,73.0,1977
16451,5,72.0,1970
16452,7,79.0,1982
16453,5,122.0,1986
16454,7,76.0,1984
16455,11,110.0,2005
16456,11,111.0,2003
16457,5,65.0,1975
16458,11,116.0,2014
16459,5,120.0,1980
16460,9,91.0,1998
16461,11,114.0,2004
16462,7,100.0,1999
16463,6,146.0,1985
16464,5,122.0,1988
16465,7,79.0,1982
16466,5,68.0,1970
16467,11,111.0,2001
16468,5,110.0,2001
16469,7,105.0,1986
16470,14,84.0,1988
16471,5,65.0,1976
16472,11,102.0,1996
16473,11,110.0,2005
16474,3,131.0,2000
16475,5,116.0,1999
16476,5,87.0,1973
16477,7,100.0,1997
16478,10,67.0,1979
16479,5,65.0,1975
16480,7,102.0,1998
16481,6,146.0,1989
16482,11,95.0,2000
16483,7,73.0,1984
16484,11,110.0,2005
16485,14,84.0,1985
16486,15,56.0,1971
16487,4,110.0,2012
16488,10,91.0,1980
16489,5,65.0,1976
16490,11,92.0,2007
16491,5,110.0,2001
16492,5,65.0,1982
16493,7,111.0,1990
16494,14,84.0,1986
16495,7,68.0,2017
16496,7,90.0,2002
16497,10,92.0,1978
16498,5,66.0,1981
16499,7,100.0,2000
16500,5,125.0,1979
16501,5,110.0,2001
16502,5,121.0,1995
16503,5,122.0,1988
16504,5,65.0,1974
16505,3,142.0,1988
16506,7,101.0,1999
16507,15,60.0,1967
16508,5,59.0,1975
16509,7,92.0,2017
16510,5,65.0,1977
16511,10,67.0,1984
16512,7,100.0,2007
16513,7,93.0,2016
16514,5,111.0,2001
16515,5,118.0,1983
16516,5,117.0,2012
16517,5,59.0,1974
16518,10,67.0,1986
16519,10,68.0,1979
16520,5,65.0,1975
16521,5,91.0,1974
16522,9,86.0,2001
16523,5,65.0,1973
16524,3,145.0,1995
16525,5,123.0,1999
16526,14,84.0,1985
16527,7,106.0,1993
16528,5,111.0,2001
16529,5,74.0,1977
16530,10,67.0,1980
16531,10,67.0,1979
16532,10,70.0,1983
16533,7,100.0,1997
16534,7,104.0,1988
16535,3,144.0,1993
16536,7,90.0,2002
16537,7,90.0,2003
16538,5,111.0,2002
16539,5,119.0,1997
16540,5,65.0,1967
16541,5,121.0,1987
16542,7,103.0,1985
16543,5,110.0,2003
16544,5,119.0,1980
16545,7,74.0,1983
16546,11,101.0,1999
16547,14,64.0,1987
16548,14,64.0,1987
16549,5,87.0,1979
16550,5,76.0,1973
16551,5,110.0,2001
16552,5,110.0,2003
16553,10,67.0,1985
16554,15,117.0,1978
16555,11,115.0,2003
16556,7,93.0,2013
16557,7,90.0,2002
16558,7,79.0,1982
16559,5,121.0,1998
16560,7,105.0,1994
16561,7,90.0,2003
16562,5,115.0,2000
16563,11,91.0,2005
16564,10,67.0,1983
16565,5,68.0,1972
16566,5,110.0,2002
16567,7,90.0,2006
16568,5,121.0,1982
16569,15,61.0,1973
16570,10,68.0,1980
16571,7,73.0,1984
16572,10,91.0,1985
16573,7,74.0,1984
16574,5,120.0,1999
16575,10,91.0,1984
16576,14,84.0,1986
16577,5,120.0,1999
16578,3,151.0,1995
16579,7,104.0,1988
16580,3,145.0,1985
16581,7,79.0,1984
16582,7,104.0,1986
16583,7,94.0,2012
16584,7,79.0,1984
16585,5,110.0,2002
16586,7,106.0,1989
16587,7,62.0,2013
16588,7,47.0,2015
16589,11,112.0,2008
16590,7,104.0,1993
16591,11,110.0,2001
16592,5,60.0,1986
16593,15,63.0,1981
16594,10,67.0,1978
16595,10,92.0,1978
16596,15,121.0,1976
16597,10,82.0,1980
16598,5,65.0,1974
16599,15,43.0,1970
16600,11,111.0,2000
16601,7,90.0,2001
16602,7,114.0,1996
16603,5,67.0,1970
16604,7,90.0,2003
16605,11,113.0,1998
16606,11,100.0,1999
16607,5,110.0,2004
16608,11,147.0,1999
16609,10,67.0,1978
16610,10,67.0,1979
16611,5,118.0,1982
16612,10,68.0,1985
16613,7,90.0,2002
16614,7,74.0,1988
16615,7,137.0,1994
16616,7,103.0,1992
16617,10,81.0,1985
16618,7,102.0,1999
16619,14,64.0,1986
16620,3,130.0,2000
16621,14,84.0,1986
16622,3,144.0,1987
16623,10,68.0,1980
16624,5,122.0,1996
16625,7,96.0,2000
16626,10,91.0,1982
16627,5,65.0,1975
16628,3,173.0,1995
16629,5,119.0,1996
16630,5,76.0,1977
16631,5,123.0,1999
16632,7,67.0,2013
16633,6,149.0,1995
16634,10,68.0,1980
16635,9,85.0,2003
16636,5,119.0,1978
16637,5,88.0,1976
16638,10,100.0,1980
16639,7,73.0,1985
16640,3,145.0,1996
16641,11,90.0,2009
16642,11,92.0,2016
16643,5,110.0,2001
16644,11,125.0,2002
16645,14,64.0,1988
16646,7,105.0,1992
16647,11,92.0,2007
16648,11,93.0,2011
16649,7,74.0,1984
16650,7,134.0,1995
16651,7,100.0,1998
16652,7,92.0,2004
16653,11,110.0,2005
16654,5,120.0,1999
16655,5,110.0,2001
16656,14,64.0,1987
16657,5,120.0,1998
16658,10,81.0,1979
16659,7,104.0,1984
16660,10,68.0,1981
16661,5,65.0,1975
16662,7,74.0,1987
16663,5,119.0,1980
16664,7,104.0,1988
16665,6,148.0,1986
16666,5,123.0,2000
16667,10,92.0,1979
16668,11,97.0,2013
16669,5,70.0,1976
16670,3,141.0,1998
16671,7,104.0,1985
16672,5,68.0,1970
16673,10,89.0,1980
16674,5,119.0,1979
16675,5,129.0,1994
16676,7,90.0,2002
16677,11,112.0,2015
16678,7,104.0,1988
16679,11,97.0,2012
16680,10,68.0,1984
16681,11,90.0,2005
16682,7,100.0,1998
16683,7,104.0,1992
16684,11,110.0,2002
16685,10,82.0,1978
16686,7,104.0,1992
16687,15,64.0,1969
16688,9,90.0,1998
16689,5,59.0,1974
16690,7,93.0,2018
16691,15,57.0,1973
16692,5,124.0,1993
16693,7,92.0,2003
16694,7,73.0,1984
16695,15,56.0,1971
16696,7,74.0,1985
16697,7,73.0,1987
16698,5,113.0,2017
16699,7,90.0,2015
16700,7,99.0,1997
16701,10,68.0,1980
16702,5,119.0,1996
16703,3,130.0,2000
16704,7,74.0,1988
16705,10,93.0,1985
16706,7,93.0,2005
16707,5,65.0,1976
16708,6,150.0,1984
16709,5,121.0,1998
16710,3,154.0,1995
16711,5,59.0,1975
16712,7,90.0,2003
16713,11,95.0,2002
16714,14,84.0,1986
16715,7,107.0,1993
16716,7,60.0,2006
16717,7,73.0,1984
16718,10,82.0,1980
16719,5,65.0,1977
16720,5,82.0,1976
16721,3,144.0,1988
16722,7,96.0,2011
16723,7,74.0,1984
16724,7,104.0,1993
16725,10,92.0,1978
16726,10,98.0,1982
16727,5,121.0,1980
16728,5,122.0,1986
16729,7,74.0,1987
16730,5,121.0,1998
16731,10,68.0,1980
16732,7,92.0,2012
16733,10,96.0,1985
16734,7,134.0,1984
16735,15,60.0,1967
16736,5,120.0,1998
16737,11,105.0,2000
16738,5,120.0,1997
16739,5,131.0,1982
16740,15,44.0,1971
16741,10,67.0,1978
16742,5,66.0,1981
16743,10,92.0,1980
16744,5,124.0,1993
16745,5,110.0,2003
16746,6,143.0,1999
16747,11,112.0,2003
16748,7,104.0,1996
16749,7,91.0,2002
16750,7,102.0,1997
16751,5,110.0,2002
16752,3,162.0,1995
16753,5,122.0,1997
16754,7,90.0,2002
16755,5,122.0,1988
16756,15,55.0,1970
16757,7,93.0,2018
16758,5,110.0,2002
16759,5,121.0,1985
16760,5,66.0,1981
16761,14,83.0,1985
16762,5,110.0,2003
16763,10,67.0,1980
16764,11,110.0,2004
16765,10,92.0,1979
16766,5,130.0,1989
16767,5,74.0,1977
16768,10,80.0,1979
16769,7,94.0,2014
16770,14,64.0,1986
16771,11,112.0,2003
16772,7,106.0,1985
16773,14,84.0,1985
16774,7,104.0,1992
16775,5,65.0,1968
16776,3,153.0,1993
16777,7,105.0,1988
16778,10,92.0,1978
16779,7,101.0,1997
16780,7,101.0,1999
16781,5,115.0,2005
16782,5,60.0,1985
16783,11,92.0,2004
16784,7,103.0,1984
16785,7,131.0,1985
16786,5,122.0,1988
16787,14,64.0,1989
16788,5,110.0,2003
16789,7,104.0,1993
16790,7,90.0,2008
16791,7,104.0,1987
16792,10,82.0,1978
16793,7,103.0,1992
16794,5,110.0,2001
16795,10,81.0,1981
16796,5,110.0,2000
16797,7,105.0,1994
16798,7,103.0,1989
16799,5,110.0,2003
16800,15,117.0,1976
16801,10,68.0,1981
16802,10,67.0,1979
16803,5,110.0,2001
16804,7,67.0,2015
16805,7,104.0,1984
16806,6,150.0,1984
16807,3,146.0,1992
16808,5,60.0,1978
16809,5,74.0,1977
16810,5,110.0,2000
16811,10,82.0,1978
16812,7,104.0,1988
16813,7,79.0,1982
16814,5,110.0,2001
16815,3,154.0,1995
16816,5,77.0,1971
16817,10,67.0,1976
16818,5,121.0,1981
16819,6,146.0,1988
16820,10,67.0,1977
16821,15,117.0,1977
16822,7,90.0,2001
16823,7,90.0,2009
16824,7,74.0,1984
16825,3,125.0,2002
16826,15,64.0,1969
16827,5,45.0,1986
16828,7,103.0,2000
16829,5,59.0,1977
16830,11,111.0,2003
16831,5,123.0,1989
16832,4,110.0,2012
16833,7,96.0,2010
16834,7,75.0,1983
16835,5,121.0,1985
16836,10,67.0,1981
16837,10,68.0,1984
16838,10,67.0,1979
16839,5,72.0,1970
16840,10,75.0,1980
16841,5,91.0,1974
16842,4,120.0,2011
16843,10,92.0,1980
16844,10,92.0,1979
16845,10,93.0,1985
16846,7,103.0,1992
16847,7,132.0,1985
16848,10,67.0,1985
16849,7,104.0,1992
16850,5,54.0,1967
16851,7,46.0,2014
16852,5,110.0,2003
16853,11,110.0,2003
16854,10,67.0,1985
16855,11,95.0,2001
16856,15,60.0,1969
16857,3,147.0,1997
16858,10,67.0,1985
16859,5,124.0,1992
16860,5,123.0,1997
16861,10,67.0,1979
16862,4,109.0,2008
16863,7,73.0,1989
16864,5,82.0,1982
16865,7,100.0,2005
16866,7,133.0,1992
16867,5,121.0,1999
16868,3,125.0,2003
16869,10,67.0,1981
16870,5,116.0,2006
16871,7,104.0,1989
16872,7,64.0,2014
16873,10,67.0,1980
16874,7,74.0,2013
16875,11,93.0,2014
16876,14,64.0,1986
16877,10,67.0,1984
16878,5,45.0,1986
16879,15,56.0,1970
16880,3,143.0,1998
16881,11,122.0,1999
16882,10,67.0,1986
16883,5,59.0,1978
16884,10,67.0,1981
16885,5,121.0,1989
16886,10,93.0,1983
16887,11,94.0,2003
16888,5,82.0,1976
16889,5,110.0,2003
16890,5,110.0,2002
16891,7,87.0,2016
16892,7,93.0,2005
16893,7,102.0,1997
16894,5,121.0,1983
16895,10,67.0,1982
16896,5,127.0,1996
16897,7,113.0,1989
16898,5,110.0,2001
16899,11,95.0,2000
16900,5,72.0,1970
16901,14,64.0,1985
16902,7,92.0,2005
16903,11,96.0,2012
16904,5,110.0,2003
16905,7,73.0,1985
16906,3,130.0,2000
16907,5,120.0,1998
16908,11,132.0,2000
16909,7,103.0,1987
16910,7,104.0,1988
16911,10,68.0,1980
16912,7,95.0,2011
16913,10,68.0,1980
16914,10,93.0,1985
16915,3,125.0,2003
16916,10,67.0,1980
16917,10,82.0,1980
16918,7,105.0,1995
16919,6,142.0,1999
16920,5,127.0,1995
16921,5,120.0,1998
16922,4,60.0,2014
16923,5,119.0,1999
16924,10,67.0,1977
16925,7,115.0,1989
16926,10,68.0,1981
16927,7,78.0,1985
16928,7,103.0,1987
16929,7,74.0,1984
16930,11,102.0,2001
16931,5,122.0,1988
16932,5,125.0,1979
16933,5,67.0,1970
16934,14,89.0,1987
16935,5,110.0,2003
16936,5,120.0,1997
16937,10,68.0,1980
16938,10,73.0,1978
16939,3,143.0,1996
16940,7,73.0,1984
16941,15,58.0,1969
16942,5,126.0,1993
16943,7,93.0,2005
16944,5,65.0,1982
16945,7,93.0,2019
16946,6,149.0,1985
16947,5,121.0,1988
16948,11,127.0,2002
16949,7,73.0,1988
16950,5,65.0,1976
16951,14,84.0,1985
16952,10,93.0,1984
16953,10,67.0,1987
16954,3,149.0,1994
16955,6,150.0,1984
16956,5,66.0,1981
16957,7,91.0,2003
16958,10,73.0,1978
16959,7,104.0,1989
16960,3,137.0,1999
16961,5,110.0,2001
16962,10,91.0,1985
16963,5,121.0,1997
16964,15,58.0,1969
16965,7,94.0,2014
16966,14,84.0,1986
16967,7,73.0,1984
16968,7,104.0,1985
16969,10,82.0,1978
16970,7,108.0,1988
16971,10,67.0,1984
16972,8,147.0,1984
16973,14,64.0,1988
16974,7,74.0,1987
16975,3,143.0,1998
16976,11,144.0,1996
16977,10,67.0,1980
16978,7,101.0,1999
16979,14,64.0,1988
16980,10,82.0,1978
16981,11,126.0,2003
16982,10,97.0,1977
16983,11,128.0,1999
16984,10,73.0,1978
16985,5,121.0,1998
16986,5,122.0,1982
16987,5,120.0,1999
16988,5,110.0,2006
16989,7,106.0,1992
16990,10,104.0,1985
16991,7,91.0,2001
16992,11,93.0,2007
16993,7,103.0,1992
16994,5,110.0,2002
16995,5,111.0,2002
16996,7,107.0,1995
16997,7,135.0,1996
16998,5,65.0,1975
16999,5,110.0,2006
17000,7,114.0,1996
17001,7,74.0,1984
17002,3,142.0,1996
17003,8,142.0,1984
17004,5,123.0,1998
17005,7,92.0,2012
17006,15,117.0,1974
17007,5,121.0,1987
17008,5,121.0,1987
17009,10,67.0,1985
17010,5,65.0,1977
17011,8,137.0,1983
17012,7,109.0,1988
17013,5,124.0,1992
17014,4,92.0,2013
17015,5,88.0,1975
17016,11,110.0,2004
17017,7,103.0,1997
17018,7,91.0,2000
17019,14,64.0,1986
17020,11,92.0,2018
17021,7,73.0,1985
17022,7,111.0,1984
17023,10,82.0,1980
17024,5,121.0,1981
17025,5,118.0,1982
17026,14,64.0,1985
17027,10,67.0,1983
17028,5,69.0,1987
17029,3,127.0,2002
17030,11,68.0,2017
17031,7,79.0,1984
17032,5,76.0,1976
17033,10,67.0,1979
17034,7,105.0,1984
17035,7,135.0,1996
17036,7,104.0,1993
17037,5,58.0,1972
17038,11,95.0,2012
17039,6,146.0,1989
17040,5,122.0,1999
17041,5,110.0,2005
17042,7,104.0,1989
17043,5,120.0,2000
17044,5,128.0,1996
17045,7,90.0,2008
17046,7,100.0,1997
17047,5,72.0,1970
17048,3,146.0,1987
17049,7,100.0,1998
17050,10,71.0,1984
17051,11,111.0,2002
17052,5,60.0,1970
17053,10,67.0,1978
17054,7,95.0,2000
17055,10,67.0,1983
17056,5,87.0,1976
17057,15,58.0,1969
17058,7,104.0,1987
17059,7,104.0,1986
17060,7,104.0,1983
17061,5,110.0,2006
17062,5,121.0,1981
17063,7,113.0,1989
17064,11,112.0,2003
17065,5,113.0,2013
17066,7,105.0,1984
17067,7,101.0,1998
17068,6,144.0,1998
17069,10,68.0,1983
17070,10,67.0,1979
17071,10,93.0,1984
17072,11,90.0,2005
17073,7,103.0,1987
17074,10,73.0,1979
17075,10,92.0,1979
17076,7,96.0,2010
17077,10,67.0,1985
17078,5,59.0,1976
17079,7,103.0,1984
17080,7,90.0,2006
17081,10,91.0,1985
17082,5,110.0,2003
17083,15,117.0,1974
17084,5,110.0,2004
17085,10,82.0,1978
17086,11,95.0,2001
17087,5,60.0,1985
17088,10,68.0,1981
17089,7,100.0,2013
17090,5,120.0,1999
17091,7,100.0,1997
17092,5,59.0,1978
17093,14,64.0,1987
17094,10,67.0,1985
17095,5,121.0,1988
17096,7,77.0,1983
17097,11,134.0,2001
17098,5,67.0,1974
17099,5,124.0,1999
17100,3,130.0,2001
17101,7,47.0,2018
17102,7,105.0,1985
17103,5,59.0,1974
17104,7,104.0,1988
17105,7,93.0,2018
17106,10,67.0,1976
17107,7,103.0,1988
17108,18,106.0,2011
17109,5,126.0,1995
17110,10,67.0,1982
17111,10,68.0,1979
17112,3,151.0,1995
17113,5,131.0,1992
17114,7,105.0,1990
17115,7,104.0,1986
17116,7,106.0,1989
17117,10,96.0,1985
17118,11,90.0,2007
17119,7,73.0,1988
17120,11,93.0,2001
17121,7,70.0,2012
17122,5,110.0,2001
17123,5,65.0,1976
17124,7,101.0,1998
17125,5,121.0,1985
17126,5,76.0,1977
17127,5,72.0,1979
17128,5,110.0,2001
17129,7,103.0,1992
17130,11,90.0,2004
17131,14,64.0,1985
17132,6,146.0,1984
17133,10,100.0,1986
17134,10,99.0,1985
17135,10,67.0,1984
17136,5,121.0,1998
17137,11,93.0,2001
17138,5,118.0,2005
17139,5,122.0,1990
17140,7,104.0,1989
17141,7,135.0,1984
17142,5,88.0,1973
17143,5,112.0,2010
17144,5,87.0,1979
17145,5,68.0,1970
17146,5,65.0,1976
17147,7,103.0,1990
17148,7,74.0,1983
17149,7,135.0,1985
17150,7,104.0,1993
17151,7,60.0,2003
17152,7,92.0,2003
17153,10,67.0,1981
17154,7,135.0,1996
17155,7,101.0,1999
17156,7,90.0,2001
17157,5,75.0,1980
17158,11,121.0,1998
17159,7,103.0,1988
17160,5,111.0,2003
17161,10,67.0,1985
17162,10,81.0,1978
17163,15,60.0,1967
17164,5,122.0,1986
17165,7,103.0,1985
17166,11,111.0,2003
17167,7,92.0,2004
17168,7,134.0,1985
17169,15,56.0,1969
17170,3,149.0,1995
17171,11,112.0,2002
17172,15,114.0,1975
17173,7,91.0,2003
17174,7,74.0,1984
17175,10,82.0,1985
17176,7,74.0,1984
17177,11,92.0,2008
17178,7,48.0,2018
17179,6,149.0,1985
17180,7,101.0,1999
17181,5,72.0,1970
17182,5,110.0,2002
17183,5,120.0,1998
17184,7,85.0,2003
17185,7,93.0,2015
17186,7,74.0,1984
17187,5,111.0,2015
17188,5,121.0,1998
17189,7,104.0,1986
17190,10,68.0,1983
17191,5,119.0,1997
17192,5,65.0,1973
17193,7,103.0,1988
17194,7,74.0,1984
17195,5,110.0,2005
17196,7,73.0,1989
17197,11,110.0,2006
17198,10,67.0,1979
17199,7,101.0,1997
17200,10,67.0,1979
17201,10,67.0,1985
17202,5,60.0,1985
17203,7,88.0,2013
17204,10,68.0,1980
17205,5,91.0,1982
17206,5,120.0,1999
17207,5,70.0,1978
17208,5,129.0,1996
17209,10,94.0,1983
17210,7,67.0,2014
17211,5,65.0,1967
17212,14,84.0,1986
17213,10,73.0,1979
17214,7,105.0,1989
17215,10,96.0,1985
17216,7,104.0,1989
17217,14,84.0,1988
17218,5,120.0,1999
17219,5,121.0,1981
17220,10,67.0,1985
17221,5,120.0,1999
17222,5,127.0,1997
17223,7,75.0,1984
17224,9,90.0,1998
17225,14,64.0,1987
17226,15,52.0,1971
17227,11,124.0,1999
17228,5,110.0,2004
17229,11,115.0,2004
17230,5,58.0,1972
17231,7,67.0,2012
17232,5,110.0,2001
17233,11,113.0,1998
17234,5,67.0,1970
17235,7,72.0,2013
17236,15,54.0,1970
17237,10,67.0,1979
17238,3,142.0,1988
17239,7,107.0,1996
17240,7,104.0,1995
17241,5,65.0,1977
17242,5,67.0,1970
17243,7,104.0,1985
17244,5,124.0,1995
17245,11,123.0,1998
17246,5,110.0,2002
17247,10,68.0,1988
17248,15,57.0,1973
17249,10,67.0,1979
17250,11,115.0,2000
17251,5,44.0,1978
17252,7,108.0,1988
17253,11,112.0,2004
17254,7,104.0,1994
17255,7,104.0,1993
17256,7,104.0,1988
17257,5,121.0,1989
17258,7,111.0,1993
17259,3,148.0,1997
17260,14,64.0,1986
17261,7,47.0,2015
17262,14,84.0,1986
17263,14,84.0,1985
17264,14,84.0,1986
17265,7,103.0,1988
17266,7,133.0,1993
17267,10,97.0,1985
17268,5,110.0,2004
17269,7,103.0,1985
17270,15,117.0,1978
17271,7,105.0,1992
17272,5,120.0,1984
17273,5,61.0,1974
17274,11,114.0,2004
17275,7,73.0,1993
17276,5,121.0,1985
17277,5,124.0,1993
17278,11,93.0,2010
17279,11,110.0,2003
17280,10,84.0,1983
17281,11,95.0,2012
17282,4,117.0,2011
17283,7,102.0,1998
17284,7,105.0,1989
17285,15,63.0,1981
17286,5,113.0,2013
17287,5,67.0,1970
17288,7,60.0,2009
17289,10,91.0,1985
17290,7,103.0,1988
17291,5,122.0,1999
17292,7,92.0,2018
17293,7,104.0,1989
17294,7,91.0,2002
17295,7,102.0,1998
17296,7,90.0,2003
17297,10,67.0,1978
17298,5,119.0,1994
17299,5,128.0,1996
17300,10,68.0,1984
17301,3,150.0,1995
17302,7,101.0,1997
17303,15,117.0,1978
17304,5,121.0,1997
17305,15,50.0,1968
17306,3,143.0,1993
17307,7,101.0,1998
17308,10,89.0,1980
17309,7,103.0,1988
17310,10,67.0,1985
17311,10,100.0,1981
17312,5,128.0,1996
17313,11,95.0,2005
17314,5,121.0,1997
17315,7,105.0,1988
17316,7,90.0,2008
17317,5,121.0,1980
17318,7,67.0,2015
17319,10,91.0,1985
17320,5,60.0,1981
17321,7,91.0,2002
17322,5,88.0,1975
17323,7,93.0,2016
17324,7,92.0,2014
17325,10,67.0,1985
17326,14,64.0,1986
17327,5,110.0,2005
17328,14,70.0,1985
17329,7,104.0,1988
17330,10,92.0,1980
17331,5,67.0,1970
17332,15,58.0,1967
17333,7,67.0,2014
17334,7,106.0,1994
17335,5,121.0,1985
17336,5,111.0,2001
17337,14,64.0,1988
17338,14,64.0,1986
17339,7,136.0,1992
17340,5,122.0,1987
17341,10,97.0,1977
17342,11,90.0,2006
17343,3,130.0,2001
17344,15,63.0,1981
17345,14,83.0,1986
17346,7,73.0,1993
17347,15,88.0,1973
17348,10,68.0,1980
17349,7,104.0,1988
17350,5,121.0,1993
17351,5,87.0,1974
17352,7,103.0,1990
17353,10,67.0,1983
17354,7,135.0,1982
17355,10,67.0,1979
17356,7,102.0,1998
17357,5,124.0,1993
17358,5,121.0,1985
17359,5,121.0,1994
17360,7,103.0,1984
17361,7,86.0,2006
17362,5,65.0,1975
17363,5,68.0,1976
17364,7,67.0,2019
17365,5,105.0,2001
17366,7,106.0,1984
17367,10,67.0,1978
17368,7,106.0,1989
17369,7,85.0,2009
17370,3,144.0,1997
17371,7,104.0,1985
17372,10,73.0,1978
17373,7,101.0,1998
17374,11,130.0,2001
17375,5,60.0,1985
17376,7,90.0,2004
17377,7,104.0,1983
17378,11,104.0,2000
17379,5,122.0,1986
17380,14,64.0,1985
17381,15,129.0,1979
17382,5,68.0,1976
17383,15,49.0,1970
17384,5,110.0,2001
17385,15,59.0,1971
17386,10,96.0,1986
17387,7,102.0,1998
17388,5,123.0,1989
17389,5,65.0,1973
17390,7,111.0,1992
17391,10,67.0,1985
17392,6,146.0,1987
17393,5,60.0,1985
17394,5,124.0,1995
17395,5,68.0,1970
17396,15,72.0,1971
17397,10,72.0,1984
17398,5,65.0,1977
17399,10,67.0,1981
17400,11,94.0,2013
17401,11,115.0,2000
17402,7,108.0,1995
17403,10,67.0,1983
17404,10,93.0,1985
17405,5,65.0,1975
17406,7,105.0,1989
17407,5,122.0,1988
17408,5,59.0,1976
17409,7,73.0,1988
17410,7,47.0,2015
17411,5,121.0,1986
17412,5,70.0,1976
17413,10,67.0,1978
17414,5,72.0,1979
17415,7,68.0,2018
17416,7,104.0,1985
17417,10,92.0,1985
17418,11,111.0,2000
17419,7,90.0,2006
17420,14,64.0,1988
17421,5,110.0,2001
17422,7,90.0,2002
17423,9,90.0,1998
17424,7,93.0,2017
17425,9,91.0,1997
17426,7,100.0,1997
17427,10,67.0,1978
17428,7,74.0,1986
17429,5,65.0,1975
17430,5,60.0,1970
17431,7,109.0,1993
17432,7,134.0,1996
17433,7,108.0,1985
